"COMID"	"Al2O3Cat"	"Al2O3Ws"	"BFICat"	"BFIWs"	"CompStrgthCat"	"CompStrgthWs"	"KffactCat"	"KffactWs"	"Na2OWs"	"PctSilicicWs"	"SandCat"	"SandWs"	"SiO2Cat"	"SiO2Ws"	"Tmax8110Cat"	"Tmax8110Ws"	"Tmean08Cat"	"Tmean08Ws"	"Tmean09Cat"	"Tmean09Ws"	"Tmean8110Cat"	"Tmean8110Ws"	"Tmin8110Cat"	"Tmin8110Ws"	"WtDepCat"	"WtDepWs"	"CaOCat"	"CaOWs"	"CatAreaSqKm"	"CatAreaSqKmRp100"	"ClayCat"	"ClayWs"	"Fe2O3Cat"	"Fe2O3Ws"	"HydrlCondCat"	"HydrlCondWs"	"K2OCat"	"MgOCat"	"MgOWs"	"Na2OCat"	"OmCat"	"OmWs"	"PctNonCarbResidCat"	"PctNonCarbResidWs"	"PctSilicicCat"	"PermCat"	"PermWs"	"Precip08Cat"	"Precip08Ws"	"Precip09Cat"	"Precip09Ws"	"Precip8110Cat"	"Precip8110Ws"	"QC_01"	"QC_02"	"QC_03"	"QC_04"	"QC_05"	"QC_06"	"QC_07"	"QC_08"	"QC_09"	"QC_10"	"QC_11"	"QC_12"	"QC_MA"	"RckDepCat"	"RckDepWs"	"RunoffCat"	"RunoffWs"	"WetIndexCat"	"WetIndexWs"	"WsAreaSqKm"	"WsAreaSqKmRp100"	"ElevCat"	"ElevWs"	"K2OWs"	"NCat"	"NWs"	"P2O5Cat"	"P2O5Ws"	"SCat"	"SLOPE"	"SWs"	"clust"
1406089	2.75611591338936	2.75611591338921	45	45	72.9554901120448	72.9554901120196	0.11	0.1127473426	0.152937993407604	0	38.7	39.2647424366312	26.963708877591	26.9637088775961	17.490369571	17.2326270296	10.2416356511	10.2553779067	10.5188472218	10.5397209287	10.3710709046	10.3245568455	3.24368383003	3.40894114172	182.88	182.88	3.11774676145446	3.11774676145525	0.82645354786817	0.327791813379657	3.04452243772342	3.03551634613634	1.02126064639426	1.02126064639449	0.318836211411036	0.318836211411031	0.671483720738339	2.50777120538732	2.50777120538704	0.142313461356474	0.22314355131421	0.231338823364835	4.61512051684126	4.61512051684126	0	1.45861502269952	1.51007283415865	5.75431013898968	5.77147744858862	5.23665204392626	5.25982577245084	5.69990431315314	5.73067728808474	0	0.183986836113016	0.0285874568519126	0.0285874568519126	0.0285874568519126	0	0.0305292050348229	0.0573250666192694	0.0573250666192694	0.0573250666192694	0.0285874568519126	0	0.0285874568519126	3.03543364040554	3.12218498675181	1.09861228866811	1.09861228866811	5.61027435830142	5.79120838822561	1.16358821413046	0.42885606089874	45.9256195930986	46.3518373865589	0.978334817532443	0.239841613076558	0.2398416130763	0.376888585866118	0.376888585866132	0.172444192196603	0.178545680429407	0.172444192196554	"1"
1406091	2.75611591339109	2.7561159133935	45.5008663366337	45.9725261560578	72.9554901122525	72.9554901122913	0.191689356436	0.214552352049	0.152937993407076	0	44.0597809405941	44.3023344780768	26.963708877599	26.9637088775657	17.3519961744	17.1852519105	10.2176834507	10.2161698214	10.4863619774	10.4865860793	10.3176810749	10.2720942412	3.27746621479	3.3534423329	182.88	182.88	3.11774676145621	3.1177467614572	2.11287631776607	0.534444489364625	2.87588699536219	2.8650856226949	1.02126064639194	1.0212606463925	0.318836211410966	0.318836211411138	0.671483720739331	2.50777120538929	2.50777120538959	0.14231346135614	0.324075164937458	0.330585375307132	4.13888241665258	4.33474484634979	0	2.10779864649207	2.13534454780903	5.74960657933441	5.76156453776836	5.22311354328645	5.23639745163189	5.70938245585145	5.7404451219201	0	0.611394678687686	0.884180677955921	0.140631129739746	0.140631129739746	0	0.153579087928301	0.264669298142708	0.264669298142708	0.264669298142708	0.140631129739746	0	0.1414995622737	3.9787952613572	4.01388876086895	1.06599021855151	1.04108266474881	5.86744715841731	5.92149062761863	2.50706760515231	0.783399134536972	46.0791758609027	46.3135044197694	0.978334817533581	0.239841613076719	0.239841613076692	0.376888585865825	0.37688858586598	0.172444192196424	0.105024378122415	0.172444192196347	"1"
1406093	3.79723768895594	3.94358265357652	43	44.3214489002622	63.8765122409688	66.7270422694832	0.18	0.192685369425	0.262153015658067	0	69.3	45.1846316936594	30.3076090271968	31.1291972588045	19.4940833591	17.5382936092	11.5034889461	10.3727147799	11.6815552699	10.6630631451	11.7396555074	10.4436396732	3.98116545684	3.34426562253	182.88	182.88	3.00127375998975	3.0080046991806	2.4754706033346	0.355293990861801	2.0515563381903	2.9673805434092	1.50946586896824	1.20832984101441	2.98611216458606	1.8184608161652	0.739925399427814	2.39781436621366	2.31491399796657	0.26939037923948	0.198850858745165	0.25122703248572	4.46110582962847	4.52227448505271	0	3.42458833445273	2.23546547846213	5.32877760644051	5.71703049919836	4.85650046301118	5.186388466764	5.37350076340669	5.70537879632652	0.245296355955343	2.8037845333654	3.10566233292619	2.98568193770049	1.78758409781757	0.251536625815428	1.42166150495718	1.50740518686895	1.43007198346578	1.63334973248041	1.54628509742883	0	1.71847167345822	5.03304888893316	3.93194535989994	1.09861228866811	1.09211507492944	6.31589854211642	5.84894961232957	5.9161702561717	4.08261267867927	42.5470089497488	45.7149538801036	1.04040765793993	0.317217095252411	0.299504487408868	0.37805676627907	0.371390181838754	0.190340359253498	0.060897865315625	0.403373153628997	"1"
1406095	10.4209374993598	10.8990965956296	46.6927874761228	46.9376254134094	80.3135986711331	85.7060967852903	0.356275409326024	0.351857263853377	1.90226596762588	17.8341529071668	32.9558747506168	32.5402719548761	51.6835651091477	52.2963120242999	18.6029195798354	18.3139774750948	10.1516915206897	10.0276002291928	10.4089254063452	10.2966787041744	10.0994315033339	9.89694203442759	1.59102479517247	1.4749642435294	181.290717187596	181.879909197694	2.18464894828934	2.20578050968694	0.766117385625559	0.249988213280147	3.43596228865066	3.4346484077792	1.783470224743	1.8193343913287	1.4881888481045	1.63541310776753	1.01563088287068	1.45694961155426	1.49765238255788	0.8625454904643	0.478893045690174	0.51163560979391	2.311016700108	2.38421112107621	0.643894563462186	1.37649705835792	1.38744593485159	5.99218446624757	6.0583391595859	5.46372460164895	5.52392710535145	5.97588571917598	6.03045083172949	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89735004253204	4.81452314465899	2.81057211664266	2.86463491600653	6.32865259827118	6.20653295911902	2.20413393483549	0.974836968476839	44.4059855493751	44.8768372785113	1.35571408607572	0.250741857335527	0.240276614878075	0.44342816123605	0.45602075218321	0.438915827110373	0.00316227766016838	0.449895038049759	"2"
1406097	2.75611591339588	2.75611591339385	45	44.4197295294554	72.9554901123273	72.9554901122638	0.11	0.141846980363	0.152937993407373	0	38.7130779254626	40.0410724342349	26.9637088775085	26.9637088775472	17.5567685103	16.6848874629	10.2971467758	9.92768481275	10.5872217983	10.2515148735	10.4713558926	9.88859656491	3.37968304451	3.08689661193	182.88	182.88	3.11774676145556	3.11774676145519	1.49364539438244	0.470191111669807	3.04452243772342	3.00658719662592	1.02126064639349	1.02126064639282	0.318836211411153	0.318836211410352	0.671483720738691	2.50777120538979	2.50777120538874	0.142313461356289	0.22314355131421	0.248498665012414	4.61512051684126	4.61512051684126	0	1.45861502269952	1.65684378469796	5.75601459354192	5.85466120407272	5.25397198457768	5.33421356385298	5.70913737350914	5.83328469478433	0	1.39053535537715	1.68917288045295	1.91191007035852	0.502591818838887	0.0109399400383344	0.683601767716414	0.835514421846867	0.421338457264455	0.469378433851817	0.454255272277596	0	0.519388854426479	3.03543364040554	3.35481045467288	1.09861228866811	1.08956194791206	5.56035279445086	5.76610864622093	3.90362786463976	2.17488807582385	45.7173402197678	46.9341705945679	0.978334817533457	0.239841613076848	0.239841613076416	0.376888585865705	0.376888585865882	0.172444192196214	0.0819696285217885	0.172444192196718	"1"
1406101	9.96952549754017	3.84700104635227	43	44.3890465670482	10.0518149339431	67.4860945795363	0.18	0.191050213249	0.246790372655027	0	69.3	44.1755161956777	50.1319125922126	30.7783463215816	19.7337454452	17.4492769487	11.5107103414	10.3242426947	11.6870659167	10.6190265886	11.8461720168	10.3849032604	3.95423616527	3.31579844395	182.88	182.88	1.68327129452112	3.02070848094276	0.547022539077809	0.173112617708645	2.0515563381903	2.98797936894204	2.70035922045333	1.15304465071144	4.86049806391672	1.45536745597664	1.07079800755625	1.22963133089163	2.32531488767744	0.804404132573228	0.198850858745165	0.253766567704643	1.54932304942032	4.53544206923743	0	3.42458833445273	2.13663256080732	5.32449039017441	5.73099258524206	4.85285740366708	5.19890350682576	5.34130022334526	5.71768926897608	0.245296355955343	2.80190477657383	3.06870388600981	2.95813424313867	1.74606450996593	0.246860077931526	1.3777580300976	1.47955699157958	1.40462531780461	1.60803693151847	1.51050116457408	0	1.68602851459581	5.03304888893316	3.84569852813855	1.09861228866811	1.09178157747843	6.40697788970729	5.82408127680553	5.86641933053372	4.05664442573926	42.1256804604982	45.8529900581194	1.03298826491837	0.596792133994555	0.292840577216701	0.384909513786631	0.371129363183393	0.27334948903713	0.00316227766016838	0.406231065471865	"1"
1406105	10.9985570907778	4.82074604120872	43	43	1.07826805115	60.5379980173434	0.18	0.146956206672	0.33633585332496	0	69.3	57.2178748278944	53.4369812011667	32.8834975844827	19.738735199	18.5264357821	11.4723418554	10.8817749922	11.6572736104	11.1314163714	11.8348722458	11.1263500446	3.93100857734	3.72179459719	182.88	182.88	1.07422191038914	3.02442062598447	0.0160701801774945	0.0142973047008244	2.0515563381903	2.56468759261604	2.81014963739274	1.3587960807381	4.9925216875997	2.43411665597804	1.11669353034966	0.768435062575929	2.21809829541329	0.871200482131944	0.198850858745165	0.208546749665943	0	4.52278343267039	0	3.42458833445273	3.01006126951084	5.33604066859261	5.5631873490381	4.86089554643517	5.05612689114454	5.34284394082649	5.54813178193246	0	0.836814530372358	1.52453340534366	1.7818774693736	0.405465108108164	0	0.425267735404344	0.640800700187736	0.501986675098786	0.596636280179102	0.372252973902051	0	0.35697489894773	5.03304888893316	4.61591358252053	1.09861228866811	1.09861228866811	6.41382318955128	6.06311330067774	3.64438144047354	2.14330796200825	42.0722856785794	44.1037209310054	1.08550125063919	0.631476841194513	0.290816764702277	0.386040159617854	0.360662861400322	0.284845574854946	0.101503842291807	0.224431735711105	"1"
1406107	3.57271344645545	3.84176783079866	43	43	65.8344490329074	66.6474328984234	0.18	0.155851124322	0.244363329756526	0	69.2956047610712	60.3570881364694	29.5864766240154	30.0483294680796	19.4647510077	18.7026208335	11.2356723291	10.9704965038	11.4426610338	11.2035915269	11.6840366922	11.2430973919	3.90113352022	3.77963192509	182.88	182.88	3.02756449669454	3.07510786066273	1.81510157680097	0.672638303928405	2.0515563381903	2.45324970501857	1.42248851929932	1.18469967857338	2.76211740135854	1.72245829774028	0.725556562377657	2.42257105779135	2.36387008823648	0.243318320001646	0.198850858745165	0.206022265783804	4.42626585401618	4.56296067378315	0	3.42458833445273	3.13664982920541	5.43152561779238	5.53645997999611	4.94312468587128	5.0352357455944	5.39043111862962	5.51884437216221	0	0.471876873627416	1.09594206011223	0.210260925483196	0.210260925483196	0	0.224742272677907	0.356274863917393	0.243730184922598	0.317726193800158	0.210260925483196	0	0.179818426575836	5.03304888893316	4.74341681811749	1.09861228866811	1.09861228866811	6.32852111948608	6.07582576911783	2.91292115402882	1.29041652022649	42.6154256755696	43.8229882692862	1.03504033548537	0.302210736277068	0.263499258605415	0.377805146554407	0.367707015135122	0.186626138042519	0.106180977580732	0.202222265520941	"1"
1406113	2.75611591338978	2.75611591339583	45	44.4230747978561	72.9554901124601	72.9554901123533	0.11	0.14166338202	0.152937993407437	0	38.7	40.0333411305325	26.9637088775719	26.9637088775717	17.9111775225	16.6919570444	10.3303899765	9.93000641434	10.6103115082	10.2535833417	10.450502292	9.89183596027	2.98823470963	3.08632782451	182.88	182.88	3.11774676145647	3.11774676145511	0.248187321753641	0.132956227248625	3.04452243772342	3.00681007017194	1.02126064639326	1.02126064639301	0.318836211411196	0.318836211411161	0.671483720739363	2.50777120538854	2.50777120538835	0.142313461356287	0.22314355131421	0.248354319513991	4.61512051684126	4.61512051684126	0	1.45861502269952	1.65580659458317	5.68265145689456	5.853749748952	5.18097407831983	5.33339415921724	5.6627277253701	5.83238030294893	0	1.39451051589123	1.69285952057317	1.91486166636204	0.504405055963068	0.0109399400383344	0.685618914139154	0.838977628771485	0.423305026236495	0.471252848646167	0.456158222423682	0	0.521171915820135	3.03543364040554	3.35323306576599	1.09861228866811	1.08961435870989	5.65515363932707	5.76550301523541	3.90929328312394	2.19091583008379	44.9746780015155	46.9231085987491	0.97833481753292	0.239841613076753	0.239841613076776	0.376888585865785	0.376888585865959	0.172444192196491	0.00316227766016838	0.172444192196761	"1"
1406115	2.75611591338164	2.756115913393	45	45.6373056994819	72.9554901123188	72.9554901125242	0.205333333333	0.199522164652	0.152937993407128	0	43.3829951690821	43.4582451457581	26.9637088775362	26.9637088775841	17.6173236395	17.2849356128	10.220420144	10.2221100167	10.4874497506	10.493575321	10.3849482661	10.3032628806	3.14753945266	3.31593315627	182.88	182.88	3.11774676145587	3.11774676145597	1.55307917876472	0.284050486217731	2.89994893835104	2.89607500772499	1.02126064639294	1.02126064639247	0.31883621141114	0.318836211411049	0.671483720739356	2.50777120538823	2.50777120538854	0.142313461356199	0.311759437491691	0.314317811630203	4.04879792440049	4.32220959575224	0	2.04239411739647	2.05332628548742	5.69215754352544	5.74822255056947	5.16610268590627	5.22465531063504	5.66918810119354	5.72416666518425	0	0.79795754491229	1.08923512685551	0.207826847202316	0.207826847202316	0	0.220740666697899	0.379805361327587	0.379805361327587	0.379805361327587	0.207826847202316	0	0.208638865111328	3.89436364491135	3.90858923170088	1.08662445678786	1.05860481785417	5.8373867309711	5.88781456384123	2.90121827671188	1.11609195854875	45.7235870799744	46.1912463099882	0.978334817533659	0.239841613076807	0.23984161307634	0.376888585865955	0.376888585865716	0.172444192196264	0.114896866798012	0.172444192196356	"1"
1406117	10.9985570907514	5.67512673107642	43	43	1.07826805114884	55.2232066473044	0.18	0.139120530042	0.416216344771283	0	69.3	54.4521478489744	53.4369812011561	35.3556506296061	19.7023427363	18.3707758978	11.3515843408	10.8034056037	11.563507991	11.0676255829	11.8007201267	11.0232809379	3.89805112598	3.67084937299	182.88	182.88	1.07422191038861	2.97843557232101	0.808972746065536	0.277934720996901	2.0515563381903	2.65352519974745	2.81014963739527	1.48771805397763	4.99252168759728	2.79685414829429	1.11669353034818	0.768435062576555	2.07059237438956	0.871200482131337	0.198850858745165	0.210765571075241	0	4.48696865653077	0	3.42458833445273	2.88348884412468	5.37154599936444	5.58623828616481	4.88578045400582	5.07425613991735	5.34865665640244	5.57330196030324	0	0.599385800745471	1.16408787062702	0.235862323721984	0.235862323721984	0	0.244513577050402	0.38458189719174	0.318453731118535	0.366031038862757	0.235862323721984	0	0.207826847202316	5.03304888893316	4.48830217221406	1.09861228866811	1.09861228866811	6.27452386654449	6.05147137912218	3.0365094670707	1.77136966957992	42.2306812726245	44.3503183720252	1.12762330678105	0.631476841194765	0.312427747746853	0.386040159618336	0.354341685689635	0.284845574854957	0.117169065883449	0.242204597409427	"1"
1406121	10.998557090766	8.53952714389465	43	43	1.07826805114763	34.659920386672	0.18	0.317303471668	0.916630524627893	0	69.3	55.3194134078212	53.4369812011142	48.5206466896449	19.7452961276	18.6026152074	11.4630671716	10.71126776	11.6742027756	10.980110631	11.8925111008	11.112869185	4.03320157628	3.61667283401	182.88	182.88	1.07422191038839	1.91150801490052	0.498469601556407	0.203675268118811	2.0515563381903	2.97968257524974	2.81014963739435	2.27731282704471	4.99252168759825	4.26832706321862	1.11669353034698	0.768435062575326	1.10208085802004	0.871200482130776	0.198850858745165	0.203307244280882	0	3.88783824470433	0	3.42458833445273	2.86342746846137	5.30752856777258	5.60200448401139	4.84017476717527	5.05614583328757	5.33413202897912	5.57324470434588	0	0.0119285708652738	0.786637523647284	0.114221144090023	0.114221144090023	0.0285874568519126	0.20375683751402	0.185649346886629	0.166361537215225	0.185649346886629	0.114221144090023	0	0.104360015324243	5.03304888893316	4.49917949486719	1.09861228866811	1.09861228866811	6.40786546243354	6.03084687851523	2.30474276354785	1.18665369055547	42.080566710894	44.0630212352716	1.29653670446215	0.631476841194656	0.548776222871678	0.386040159618711	0.384946586226979	0.284845574855016	0.130804892874846	0.638673672254373	"1"
1406139	10.7747353013449	3.71725823405487	43	44.5570934751952	3.51779477505274	68.4437440613499	0.183689345992	0.196308085209	0.233872470094645	0	69.0584018987342	42.5696348356474	52.7995434651899	30.4836690298208	19.6232656758	17.3161626942	11.1960474094	10.2553340262	11.4287448458	10.5557492	11.7520389187	10.2935338601	3.87696459694	3.26614202274	182.88	182.88	1.25365928983562	3.02197646113572	1.48450940861685	0.73754676785663	2.05886472236928	3.02946793766585	2.78019991704081	1.11670754659277	4.95577569023337	1.14798433666828	1.10785917588456	0.880588839998369	2.33883090559559	0.853955278777446	0.198865989709062	0.259122431586064	0.885439956153105	4.53912964501422	0	3.42252699948771	1.9483334732749	5.44322118668299	5.74991787340459	4.93776646620709	5.21523585384734	5.37712511722985	5.73674058075748	0.245296355955343	2.75168423812227	2.98441851365372	2.89524873497567	1.65288047027694	0.246860077931526	1.29991914537314	1.39970404802981	1.34051216846476	1.53536070903778	1.42983266313437	0	1.60563067409115	5.03106339795099	3.69143068712405	1.09861228866811	1.09095202497183	6.26278123481771	5.7896187007008	5.75255867047411	3.91329219966029	42.3289875963269	46.0644054009167	1.02561757955481	0.621795918155135	0.292008126808005	0.384738971245085	0.372319363408965	0.317752678281578	0.0561878100658853	0.422892502748363	"1"
1406141	2.75611591339272	2.75611591338612	45	44.7597349630429	72.9554901122952	72.9554901123144	0.110027039924	0.153040521039	0.152937993407959	0	38.7916112613329	40.7565818765922	26.9637088775251	26.9637088776086	17.7202159927	16.9152645539	10.3267141723	10.0313444645	10.6063497071	10.338959487	10.4473614011	10.0343149419	3.16964117495	3.14795469098	182.88	182.88	3.11774676145774	3.1177467614533	1.89586419671387	0.473559798573502	3.04452243772342	2.98446006918498	1.02126064639583	1.02126064639175	0.318836211411573	0.318836211411257	0.671483720739335	2.50777120538931	2.50777120538939	0.142313461356149	0.22314355131421	0.262637411377345	4.61512051684126	4.5523066257972	0	1.45861502269952	1.75376931782604	5.68372550070545	5.81672325906378	5.18130772834835	5.29689975254796	5.65014787787027	5.79391398363199	0	1.65784705164179	1.94190212765777	2.10827192334771	0.674983209932274	0.0109399400383344	0.836814530372358	0.519983561550756	0.56360780920496	0.62807518381623	0.599934798837767	0	0.688637025082059	3.03543364040554	3.49869055304693	1.09861228866811	1.08298430284407	5.61368697652318	5.78538746314868	4.28659307225824	2.45117749704387	45.6566446068916	46.6496266490955	0.978334817533452	0.239841613076485	0.239841613076491	0.376888585865951	0.376888585866683	0.17244419219649	0.0944414633516444	0.172444192196315	"1"
1406145	10.9985570907681	7.32264944430138	43	43.4051337431467	1.07826805114635	50.9061403601097	0.181891003054	0.370695298222	0.687700736646453	0	68.612076579751	49.495980229274	53.4369812010806	45.9907980150357	19.5980305854	18.2408863377	11.5736370577	10.5418186599	11.7776088726	10.8244260393	11.8132296668	10.8703696559	4.02504400186	3.49509738634	182.88	182.88	1.07422191038925	2.15084315383303	1.57511558258853	0.596801464773261	2.13187674315732	3.20229269525133	2.81014963739367	1.85461319283223	4.99252168759982	3.53570937743441	1.11669353034883	0.768435062575071	1.21603940188742	0.871200482131354	0.199079963303519	0.205178861820265	0	4.36521810838575	0	3.40082952762111	2.49184650224421	5.24866780522764	5.68073441593851	4.79912903428132	5.11598389343908	5.36366172001238	5.66507174781672	0	0.318453731118535	1.21194097397511	1.52692549085964	0.255417111864505	0.117783035656383	0.451712359273484	0.432431556337979	0.38117241553912	0.425267735404344	0.255417111864505	0	0.25386672395705	5.01017345384925	4.15541995531534	1.09861228866811	1.0963529958504	6.268451415691	5.88935808590361	3.12097188417251	1.70179829130491	42.3851626810609	44.5870079092554	1.21924508726721	0.631476841194884	0.50654399636289	0.38604015961803	0.386296204727139	0.28484557485495	0.118463623108531	0.762575678183354	"1"
1406147	4.42867719501226	3.59399984687494	43	44.5993929169721	61.8453763570455	69.3088822635777	0.155756336877	0.193247158162	0.216923805591229	0	60.3937748705369	42.195862266934	31.8931371787953	30.0238488336763	18.9294849467	17.2791399198	10.9535145103	10.2413378338	11.2110985374	10.5426202248	11.4086877894	10.270344771	3.88390977839	3.25678724469	182.88	182.88	3.01634562589706	3.03887131095368	1.4591032755777	0.248889267732626	2.44315299582412	3.03195965741978	1.41631728394963	1.06099141376813	2.67340100986484	0.382596477598094	0.763802677207847	2.29052106483478	2.35683744062989	0.281625946211817	0.205976597209913	0.26060454065669	4.50782987381415	4.5507089979282	0	3.1467316317727	1.90280529172299	5.5483033982046	5.75326035902521	5.02240976316092	5.21890911638626	5.49228421294726	5.74114006996871	0.241376319575269	2.74759137572274	2.96470589494887	2.88048975804171	1.63119940421561	0.235072122179484	1.27340557904127	1.38303906839922	1.3252165116113	1.52016944467592	1.41123084640992	0	1.58637397283555	4.75356657732769	3.65373307653594	1.09861228866811	1.09074310810575	5.9437982401369	5.78156526738914	5.72584170423597	3.8719840375958	43.5524098208124	46.1215312547188	1.01773243410571	0.300707900072455	0.282584905884932	0.36732786710294	0.372094098843088	0.212114638064213	0.053266969127218	0.411237658015768	"1"
1406149	2.75611591338619	2.75611591338814	45	43.82310628303	72.9554901122602	72.9554901123018	0.11	0.11	0.152937993407223	0	38.7	38.7	26.9637088775135	26.963708877569	17.5608695515	16.7915495847	10.3217686372	9.99066688755	10.6053788401	10.3222218414	10.5087306996	9.96013249585	3.45272473731	3.1240719772	182.88	182.88	3.11774676145602	3.11774676145605	2.17846074364043	0.733665128862834	3.04452243772342	3.04452243772342	1.02126064639276	1.02126064639264	0.31883621141123	0.31883621141208	0.671483720739427	2.50777120538919	2.50777120538831	0.142313461355873	0.22314355131421	0.22314355131421	4.61512051684126	4.61512051684126	0	1.45861502269952	1.45861502269952	5.69597838349565	5.81669467069299	5.19205338235762	5.3052635898625	5.67004095589871	5.79757267525598	0	0.980579221756517	1.28037813552834	1.58370976386137	0.284426779731108	0.0089597413714719	0.365337317017385	0.506215011208307	0.477475644084437	0.506215011208307	0.284426779731108	0	0.288931291852213	3.03543364040554	3.03543364040554	1.09861228866811	1.09861228866811	5.51518919467787	5.71260306907265	3.23958784246522	1.24144198444041	45.7483686416248	46.8154421756326	0.97833481753306	0.239841613076647	0.239841613076747	0.376888585866563	0.376888585865967	0.172444192196398	0.0862231407453939	0.172444192196508	"1"
1406153	5.28225673662166	5.28225673662166	43	43	60.3768519812621	60.3768519812621	0.130035822541	0.130035822541	0.3181708812841	0	51.0441747037751	51.0441747037751	33.8738171554147	33.8738171554147	18.0552796306	18.0552796306	10.7577938297	10.7577938297	11.0355657481	11.0355657481	10.9029564494	10.9029564494	3.74521989669	3.74521989669	182.88	182.88	3.0678367577487	3.0678367577487	1.4507000609371	0.65549723310804	2.75872794831332	2.75872794831332	1.11203431310339	1.11203431310339	0.211120437715999	0.211120437715999	0.789635403968581	2.10913262832901	2.10913262832901	0.276245079636849	0.213628044621702	0.213628044621702	4.61512051684126	4.61512051684126	0	2.68979381231786	2.68979381231786	5.61305481455265	5.61305481455265	5.08383075587232	5.08383075587232	5.59937211543823	5.59937211543823	0	0.201306856705035	0.0421011760186354	0.0421011760186354	0.0421011760186354	0	0.0421011760186354	0.0834216081390724	0.0601539228197471	0.0797349680188536	0.0421011760186354	0	0.0392207131532813	4.2927366547211	4.2927366547211	1.09861228866811	1.09861228866811	5.77141193587541	5.77141193587541	1.4507000609371	0.65549723310804	44.7990246493157	44.7990246493157	1.09662811522162	0.251552658103861	0.251552658103861	0.347827069364498	0.347827069364498	0.242099246006792	0.244564899362112	0.242099246006792	"1"
1406155	2.75611591339535	3.56635168495512	43	44.6345126805653	72.9554901123256	69.488801992123	0.2	0.194351228641	0.214622092215947	0	69.3	41.898356656507	26.9637088776744	29.9611757783601	19.5371540868	17.2524467148	11.0476779938	10.2278367852	11.2955493927	10.5298582829	11.6566756936	10.2508708638	3.7743959316	3.24453111602	182.88	182.88	3.11774676145556	3.0387962991253	0.0379699312516287	0.0318861888623217	2.0515563381903	3.03945462657929	1.0212606463931	1.05569576060802	0.318836211411401	0.281294432117093	0.671483720739154	2.50777120538891	2.35993668622472	0.142313461356166	0.198850858745165	0.261691896886108	4.61512051684126	4.55044586379895	0	3.42458833445273	1.86164397917542	5.51559075581673	5.75672852619157	4.99145896599379	5.22225253861186	5.41601921268642	5.7450078494237	0.241376319575269	2.73896730373693	2.94874548232965	2.86858048789351	1.61382826073539	0.235072122179484	1.25988043626423	1.36711154170312	1.31399244936449	1.50563174370851	1.39624469197306	0	1.57132059032097	5.03304888893316	3.62132663380722	1.09861228866811	1.09056961848832	6.25793486036906	5.77972949306106	5.70419272382583	3.84650053370326	42.4214157193039	46.1633169433263	1.01623641754017	0.239841613076747	0.282698636669418	0.376888585865964	0.372402579030919	0.172444192196564	0.252210130645063	0.414358824014426	"1"
1406157	2.75611591340101	2.75611591340101	45	45	72.9554901121827	72.9554901121827	0.210091370558	0.210091370558	0.15293799340736	0	42.1127842639594	42.1127842639594	26.963708877665	26.963708877665	17.4685035101	17.4685035101	10.2733068457	10.2733068457	10.5499497617	10.5499497617	10.3961372199	10.3961372199	3.3184878215	3.3184878215	182.88	182.88	3.11774676145544	3.11774676145544	1.51424772543035	0.445134438566371	2.93530791721608	2.93530791721608	1.02126064639272	1.02126064639272	0.318836211410783	0.318836211410783	0.671483720739306	2.50777120538834	2.50777120538834	0.142313461356297	0.290749064926039	0.290749064926039	3.97468794509696	3.97468794509696	0	1.93444951220163	1.93444951220163	5.69919993011597	5.69919993011597	5.15473124156973	5.15473124156973	5.67143323961338	5.67143323961338	0	0.266969030854239	0.0459289318883998	0.0459289318883998	0.0459289318883998	0	0.0459289318883998	0.0907543632684641	0.0898407039997895	0.0907543632684641	0.0459289318883998	0	0.0459289318883998	3.75122251496084	3.75122251496084	1.04758612397368	1.04758612397368	5.75795254930741	5.75795254930741	1.51424772543035	0.445134438566371	45.8965066186959	45.8965066186959	0.978334817533328	0.239841613076626	0.239841613076626	0.376888585866024	0.376888585866024	0.172444192196592	0.172955832512234	0.172444192196592	"1"
1406161	2.75611591339572	3.48106392653164	43	44.7074003019248	72.9554901122995	69.8536534035728	0.2	0.184026953076	0.205946365941942	0	67.2017914438503	41.7706876336646	26.9637088775401	29.4775151792678	19.4520668167	17.2567790537	11.0476779938	10.2278826743	11.2955493927	10.5294252095	11.6176393759	10.2622341981	3.77812545057	3.26296193499	182.88	182.88	3.11774676145615	3.06369950228709	0.514737960585906	0.241140628015864	2.0515563381903	3.02223470247641	1.02126064639151	1.05229577562518	0.318836211411361	0.286574411575193	0.67148372073925	2.50777120538955	2.38752161976612	0.142313461356639	0.198850858745165	0.264110225769127	4.61512051684126	4.54741566309515	0	3.42458833445273	1.8544736038069	5.51559075581271	5.75486402583341	4.99145896600058	5.22281954982534	5.43342246305017	5.74138131440858	0.186479566942618	2.71694386827233	2.91620193459718	2.84426964434602	1.57856624876701	0.153579087928301	1.20627016337462	1.33368441084759	1.28232177073691	1.47201323652243	1.36583651921749	0	1.53363619901782	5.03304888893316	3.61635477939897	1.09861228866811	1.09047235939437	6.17932997736051	5.77174806618017	5.66005348112791	3.78996609978661	42.600932209636	46.1567331484801	1.01413172913092	0.239841613076704	0.267399058378227	0.376888585866456	0.371987563349591	0.172444192196566	0.00316227766016838	0.362097455371394	"1"
