BestID	LifeStageCode	Group	Phylum	Subphylum	Superclass	Class	Subclass	Superorder	Order	Suborder	Superfamily	Family	Subfamily	Tribe	Genus	Species	Subspecies	GenusComplex	SpeciesComplex	Variety	FFG	TolVal	Habit	SpecCondTolVal
Sperchon	X	Benthic macroinvertebrates	Arthropoda	Chelicerata		Arachnida	Acari		Trombidiformes			Sperchontidae			Sperchon						P	8		4
Sperchon stellata	X	Benthic macroinvertebrates	Arthropoda	Chelicerata		Arachnida	Acari		Trombidiformes			Sperchontidae			Sperchon	Sperchon stellata					P	8		
Sperchonopsis	U	Benthic macroinvertebrates	Arthropoda	Chelicerata		Arachnida	Acari		Trombidiformes			Sperchontidae			Sperchonopsis						P	8		
Sperchonopsis	X	Benthic macroinvertebrates	Arthropoda	Chelicerata		Arachnida	Acari		Trombidiformes			Sperchontidae			Sperchonopsis						P	8		
Sperchontidae	X	Benthic macroinvertebrates	Arthropoda	Chelicerata		Arachnida	Acari		Trombidiformes			Sperchontidae									P	8		
Sphaeriidae	U	Benthic macroinvertebrates	Mollusca			Bivalvia	Heterodonta		Veneroida			Sphaeriidae												
Sphaeriidae	X	Benthic macroinvertebrates	Mollusca			Bivalvia	Heterodonta		Veneroida			Sphaeriidae									CF	8		
Sphaerium	X	Benthic macroinvertebrates	Mollusca			Bivalvia	Heterodonta		Veneroida			Sphaeriidae			Sphaerium						CG	8		
Sphaerium nitidum	X	Benthic macroinvertebrates	Mollusca			Bivalvia	Heterodonta		Veneroida			Sphaeriidae			Sphaerium	Sphaerium nitidum					CF			
Sphaerium occidentale	X	Benthic macroinvertebrates	Mollusca			Bivalvia	Heterodonta		Veneroida			Sphaeriidae			Sphaerium	Sphaerium occidentale					CF			
Sphaerium patella	X	Benthic macroinvertebrates	Mollusca			Bivalvia	Heterodonta		Veneroida			Sphaeriidae			Sphaerium	Sphaerium patella					CF	8		
Sphaerium striatinum	X	Benthic macroinvertebrates	Mollusca			Bivalvia	Heterodonta		Veneroida			Sphaeriidae			Sphaerium	Sphaerium striatinum					CF	8		
Sphaerius	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Microsporidae			Sphaerius						SC			
Sphaerius	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Microsporidae			Sphaerius						SC			
Sphaeromatidae	U	Benthic macroinvertebrates	Arthropoda	Crustacea		Malacostraca			Isopoda			Sphaeromatidae									CG			
Sphaeromatidae	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Malacostraca			Isopoda			Sphaeromatidae									CG			
Sphaeromias	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ceratopogonidae	Ceratopogoninae		Sphaeromias						P	6	BU	
Sphaeromias	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ceratopogonidae	Ceratopogoninae		Sphaeromias						P	6	BU	
Sphaeromias	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ceratopogonidae	Ceratopogoninae		Sphaeromias									
Sphaerosyllis californiensis	U	Benthic macroinvertebrates	Annelida			Polychaeta			Phyllodocida	Nereidiformia		Syllidae	Exogoninae		Sphaerosyllis	Sphaerosyllis californiensis								
Spiochaetopterus costarum	U	Benthic macroinvertebrates	Annelida			Polychaeta									Spiochaetopterus	Spiochaetopterus costarum								
Spionidae	U	Benthic macroinvertebrates	Annelida			Polychaeta			Spionida	Spioniformia		Spionidae												
Spiophanes berkeleyorum	U	Benthic macroinvertebrates	Annelida			Polychaeta			Spionida	Spioniformia		Spionidae			Spiophanes	Spiophanes berkeleyorum								
Spiophanes duplex	U	Benthic macroinvertebrates	Annelida			Polychaeta			Spionida	Spioniformia		Spionidae			Spiophanes	Spiophanes duplex								
Stactobiella	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Hydroptilidae			Stactobiella							4	CB	
Stactobiella	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Hydroptilidae			Stactobiella						MH	4	CB	
Stactobiella	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Hydroptilidae			Stactobiella						MH	4	CB	
Stactobiella brustia	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Hydroptilidae			Stactobiella	Stactobiella brustia						4	CB	
Stactobiella brustia	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Hydroptilidae			Stactobiella	Stactobiella brustia					MH	4	CB	
Stactobiella brustia	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Hydroptilidae			Stactobiella	Stactobiella brustia					MH	4	CB	
Stactobiella delira	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Hydroptilidae			Stactobiella	Stactobiella delira						4	CB	
Stactobiella delira	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Hydroptilidae			Stactobiella	Stactobiella delira					MH	4	CB	
Stactobiella delira	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Hydroptilidae			Stactobiella	Stactobiella delira					MH	4	CB	
Stactobiella palmata	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Hydroptilidae			Stactobiella	Stactobiella palmata						4	CB	
Stactobiella palmata	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Hydroptilidae			Stactobiella	Stactobiella palmata					MH	4	CB	
Stactobiella palmata	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Trichoptera			Hydroptilidae			Stactobiella	Stactobiella palmata					MH	4	CB	
Stagnicola	X	Benthic macroinvertebrates	Mollusca			Gastropoda	Pulmonata		Basommatophora			Lymnaeidae			Stagnicola						SC	10		
Staphylinidae	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Staphylinidae									P	8	CN	
Staphylinidae	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Staphylinidae									P	8	CN	
Staphylinidae	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Staphylinidae									P	8	CN	
Stegopterna	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Simuliidae			Stegopterna						CF	7	CN	
Stegopterna	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Simuliidae			Stegopterna						CF	7	CN	
Stegopterna acra	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Simuliidae			Stegopterna	Stegopterna acra					CF	7	CN	
Stegopterna acra	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Simuliidae			Stegopterna	Stegopterna acra					CF	7	CN	
Stegopterna permutata	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Simuliidae			Stegopterna	Stegopterna permutata					CF	7	CN	
Stegopterna permutata	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Simuliidae			Stegopterna	Stegopterna permutata					CF	7	CN	
Stegopterna xantha	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Simuliidae			Stegopterna	Stegopterna xantha					CF	7	CN	
Stegopterna xantha	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Simuliidae			Stegopterna	Stegopterna xantha					CF	7	CN	
Stempellina	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Tanytarsini	Stempellina						CG	2	CB	
Stempellina	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Tanytarsini	Stempellina						CG	2	CB	
Stempellinella	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Tanytarsini	Stempellinella						CF	4	SP	3
Stempellinella	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Tanytarsini	Stempellinella						CF	4	SP	3
Stempellinella	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Tanytarsini	Stempellinella						CF	4	SP	3
Stenelmis	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Elmidae			Stenelmis						SC	5	CN	
Stenelmis	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Elmidae			Stenelmis						SC	5	CN	
Stenelmis calida	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Elmidae			Stenelmis	Stenelmis calida					SC	5	CN	
Stenelmis lariversi	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Elmidae			Stenelmis	Stenelmis lariversi					SC	5	CN	
Stenelmis moapa	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Elmidae			Stenelmis	Stenelmis moapa					SC	5	CN	
Stenelmis occidentalis	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Elmidae			Stenelmis	Stenelmis occidentalis					SC	5	CN	
Stenochironomus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus						CG	5	BU	2
Stenochironomus	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus						CG	5	BU	2
Stenochironomus	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus						CG	5	BU	2
Stenochironomus colei	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus	Stenochironomus colei							BU	
Stenochironomus colei	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus	Stenochironomus colei					CG	5	BU	
Stenochironomus colei	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus	Stenochironomus colei					CG	5	BU	
Stenochironomus fuscipatellus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus	Stenochironomus fuscipatellus							BU	
Stenochironomus fuscipatellus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus	Stenochironomus fuscipatellus					CG	5	BU	
Stenochironomus fuscipatellus	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus	Stenochironomus fuscipatellus					CG	5	BU	
Stenochironomus hilaris	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus	Stenochironomus hilaris						5	BU	
Stenochironomus hilaris	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus	Stenochironomus hilaris					CG	5	BU	
Stenochironomus hilaris	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus	Stenochironomus hilaris					CG	5	BU	
Stenochironomus totifuscus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus	Stenochironomus totifuscus							BU	
Stenochironomus totifuscus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus	Stenochironomus totifuscus					CG	5	BU	
Stenochironomus totifuscus	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stenochironomus	Stenochironomus totifuscus					CG	5	BU	
Stenocolus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Eulichadidae			Stenocolus						SH		BU	
Stenocolus scutellaris	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Eulichadidae			Stenocolus	Stenocolus scutellaris							BU	
Stenocolus scutellaris	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Eulichadidae			Stenocolus	Stenocolus scutellaris					SH		BU	
Sternaspis fossor	U	Benthic macroinvertebrates	Annelida			Polychaeta			Sternaspida			Sternaspidae			Sternaspis	Sternaspis fossor								
Sthenelanella uniformis	U	Benthic macroinvertebrates	Annelida			Polychaeta			Phyllodocida	Aphroditiformia	Aphroditoidea	Sigalionidae			Sthenelanella	Sthenelanella uniformis								
Stictochironomus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stictochironomus						CG	9	BU	
Stictochironomus	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stictochironomus						CG	9	BU	
Stictochironomus naevus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stictochironomus	Stictochironomus naevus							BU	
Stictochironomus naevus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stictochironomus	Stictochironomus naevus					CG	9	BU	
Stictochironomus naevus	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stictochironomus	Stictochironomus naevus					CG	9	BU	
Stictochironomus quagga	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stictochironomus	Stictochironomus quagga							BU	
Stictochironomus quagga	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stictochironomus	Stictochironomus quagga					CG	9	BU	
Stictochironomus quagga	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Chironomini	Stictochironomus	Stictochironomus quagga					CG	9	BU	
Stictotarsus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus						P	5	SW	2
Stictotarsus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus						P	5	SW	2
Stictotarsus	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus						P	5	SW	2
Stictotarsus aequinoctialis	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus aequinoctialis					P	5	SW	
Stictotarsus aequinoctialis	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus aequinoctialis					P	5	SW	
Stictotarsus coelamboides	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus coelamboides					P	5	SW	
Stictotarsus coelamboides	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus coelamboides					P	5	SW	
Stictotarsus corvinus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus corvinus					P	5	SW	
Stictotarsus corvinus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus corvinus					P	5	SW	
Stictotarsus decemsignatus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus decemsignatus					P	5	SW	
Stictotarsus decemsignatus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus decemsignatus					P	5	SW	
Stictotarsus deceptus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus deceptus					P	5	SW	
Stictotarsus deceptus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus deceptus					P	5	SW	
Stictotarsus deceptus	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus deceptus					P	5	SW	
Stictotarsus dolerosus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus dolerosus					P	5	SW	
Stictotarsus dolerosus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus dolerosus					P	5	SW	
Stictotarsus eximius	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus eximius					P	5	SW	
Stictotarsus eximius	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus eximius					P	5	SW	
Stictotarsus expositus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus expositus					P	5	SW	
Stictotarsus expositus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus expositus					P	5	SW	
Stictotarsus funereus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus funereus					P	5	SW	
Stictotarsus funereus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus funereus					P	5	SW	
Stictotarsus griseostriatus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus griseostriatus					P	5	SW	
Stictotarsus griseostriatus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus griseostriatus					P	5	SW	
Stictotarsus panaminti	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus panaminti					P	5	SW	
Stictotarsus panaminti	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus panaminti					P	5	SW	
Stictotarsus roffi	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus roffi					P	5	SW	
Stictotarsus roffi	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus roffi					P	5	SW	
Stictotarsus spectabilis	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus spectabilis					P	5	SW	
Stictotarsus spectabilis	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus spectabilis					P	5	SW	
Stictotarsus striatellus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus striatellus					P	5	SW	
Stictotarsus striatellus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus striatellus					P	5	SW	
Stictotarsus striatellus	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stictotarsus	Stictotarsus striatellus					P	5	SW	
Stigmella	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Lepidoptera			Nepticulidae			Stigmella						SH		CB	
Stigmella	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Lepidoptera			Nepticulidae			Stigmella						SH		CB	
Stilobezzia	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ceratopogonidae	Ceratopogoninae		Stilobezzia						P	6	BU	2
Stilobezzia	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ceratopogonidae	Ceratopogoninae		Stilobezzia						P	6	BU	2
Stilobezzia	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Ceratopogonidae	Ceratopogoninae		Stilobezzia						P	6	BU	2
Stratiomyidae	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Stratiomyidae									CG	8	SP	
Stratiomyidae	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Stratiomyidae									CG	8	SP	
Stratiomys	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Stratiomyidae			Stratiomys						CG	8	SP	
Stratiomys	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Stratiomyidae			Stratiomys						CG	8	SP	
Stratiomys	U	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Stratiomyidae			Stratiomys						CG	8	SP	
Streblosoma	U	Benthic macroinvertebrates	Annelida			Sedentaria			Canalipalpata			Terebellidae			Streblosoma									
Streblospio benedicti	U	Benthic macroinvertebrates	Annelida			Sedentaria			Canalipalpata			Spionidae			Streblospio	Streblospio benedicti								
Streptocephalidae	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Streptocephalidae												
Streptocephalus	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Streptocephalidae			Streptocephalus									
Streptocephalus dorothae	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Streptocephalidae			Streptocephalus	Streptocephalus dorothae								
Streptocephalus mackini	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Streptocephalidae			Streptocephalus	Streptocephalus mackini								
Streptocephalus sealii	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Streptocephalidae			Streptocephalus	Streptocephalus sealii								
Streptocephalus texanus	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Streptocephalidae			Streptocephalus	Streptocephalus texanus								
Streptocephalus wootomi	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Branchiopoda			Anostraca			Streptocephalidae			Streptocephalus	Streptocephalus wootomi								
Strongylocentrotus	J	Benthic macroinvertebrates	Echinodermata	Echinozoa		Echinoidea	Perischoechinoidea	Echinacea	Echinoida			Strongylocentrotidae			Strongylocentrotus									
Strongylocentrotus purpuratus	U	Benthic macroinvertebrates	Echinodermata	Echinozoa		Echinoidea	Perischoechinoidea	Echinacea	Echinoida			Strongylocentrotidae			Strongylocentrotus	Strongylocentrotus purpuratus								
Stygalbiella	X	Benthic macroinvertebrates	Arthropoda	Chelicerata		Arachnida	Acari		Trombidiformes			Aturidae			Stygalbiella						P	5		
Stygalbiella affinis	X	Benthic macroinvertebrates	Arthropoda	Chelicerata		Arachnida	Acari		Trombidiformes			Aturidae			Stygalbiella	Stygalbiella affinis					P	5		
Stygalbiella arizonica	X	Benthic macroinvertebrates	Arthropoda	Chelicerata		Arachnida	Acari		Trombidiformes			Aturidae			Stygalbiella	Stygalbiella arizonica					P	5		
Stygobromus	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Malacostraca			Amphipoda			Crangonyctidae			Stygobromus						CG	4		
Stygomomonia	X	Benthic macroinvertebrates	Arthropoda	Chelicerata		Arachnida	Acari		Trombidiformes			Momoniidae			Stygomomonia						P	5		
Stygonyx	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Malacostraca			Amphipoda			Crangonyctidae			Stygonyx									
Stygonyx courtneyi	X	Benthic macroinvertebrates	Arthropoda	Crustacea		Malacostraca			Amphipoda			Crangonyctidae			Stygonyx	Stygonyx courtneyi								
Stygoporus	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stygoporus						P		SW	
Stygoporus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stygoporus						P		SW	
Stygoporus oregonensis	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stygoporus	Stygoporus oregonensis					P		SW	
Stygoporus oregonensis	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Coleoptera			Dytiscidae	Hydroporinae		Stygoporus	Stygoporus oregonensis					P		SW	
Stygothrombiidae	X	Benthic macroinvertebrates	Arthropoda	Chelicerata		Arachnida	Acari		Trombidiformes			Stygothrombiidae									P	5		
Stygothrombium	X	Benthic macroinvertebrates	Arthropoda	Chelicerata		Arachnida	Acari		Trombidiformes			Stygothrombiidae			Stygothrombium						P	5		
Stylaria	X	Benthic macroinvertebrates	Annelida			Oligochaeta		Microdrili	Tubificida			Naididae			Stylaria						CG	10		
Stylaria lacustris	X	Benthic macroinvertebrates	Annelida			Oligochaeta		Microdrili	Tubificida			Naididae			Stylaria	Stylaria lacustris					CG	10		
Stylochidae	U	Benthic macroinvertebrates	Platyhelminthes			Turbellaria			Polycladida			Stylochidae												
Stylurus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Odonata			Gomphidae			Stylurus						P	4	BU	
Stylurus intricatus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Odonata			Gomphidae			Stylurus	Stylurus intricatus					P	4	BU	
Stylurus olivaceus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Odonata			Gomphidae			Stylurus	Stylurus olivaceus					P	4	BU	
Stylurus plagiatus	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Odonata			Gomphidae			Stylurus	Stylurus plagiatus					P	4	BU	
Sublettea	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Tanytarsini	Sublettea						CF	4	BU	
Sublettea	P	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Tanytarsini	Sublettea						CF	4	BU	
Sublettea coffmani	A	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Tanytarsini	Sublettea	Sublettea coffmani							BU	
Sublettea coffmani	L	Benthic macroinvertebrates	Arthropoda	Hexapoda		Insecta			Diptera			Chironomidae	Chironominae	Tanytarsini	Sublettea	Sublettea coffmani					CF	4	BU	
