StationID_Master	BMISampleID	CollDate	BestID	SumOfResult_Value	Genus	Family	SpecCondTolVal
SMC05332	SMC05332_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Caloparyphus/ Euparyphus	41.00		Stratiomyidae	
SMC05332	SMC05332_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Chironominae	79.00		Chironomidae	
SMC05332	SMC05332_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Dicranota	2.00	Dicranota	Tipulidae	
SMC05332	SMC05332_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Enallagma	2.00	Enallagma	Coenagrionidae	
SMC05332	SMC05332_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Hemerodromia	1.00	Hemerodromia	Empididae	4
SMC05332	SMC05332_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Hyalella	62.00	Hyalella	Hyalellidae	5
SMC05332	SMC05332_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Orthocladiinae	1.00		Chironomidae	
SMC05332	SMC05332_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Tanypodinae	11.00		Chironomidae	
SMC05379	SMC05379_BMI_RWB_6/15/2012_1	6/15/2012 0:00:00	Chironominae	66.00		Chironomidae	
SMC05379	SMC05379_BMI_RWB_6/15/2012_1	6/15/2012 0:00:00	Culicoides	1.00	Culicoides	Ceratopogonidae	5
SMC05379	SMC05379_BMI_RWB_6/15/2012_1	6/15/2012 0:00:00	Dasyhelea	1.00	Dasyhelea	Ceratopogonidae	6
SMC05379	SMC05379_BMI_RWB_6/15/2012_1	6/15/2012 0:00:00	Dolichopodidae	1.00		Dolichopodidae	
SMC05379	SMC05379_BMI_RWB_6/15/2012_1	6/15/2012 0:00:00	Hyalella	42.00	Hyalella	Hyalellidae	5
SMC05379	SMC05379_BMI_RWB_6/15/2012_1	6/15/2012 0:00:00	Orthocladiinae	75.00		Chironomidae	
SMC05379	SMC05379_BMI_RWB_6/15/2012_1	6/15/2012 0:00:00	Tanypodinae	0.00		Chironomidae	
SMC05423	SMC05423_BMI_RWB_6/10/2010_1	6/10/2010 0:00:00	Chironominae	174.00		Chironomidae	
SMC05423	SMC05423_BMI_RWB_6/10/2010_1	6/10/2010 0:00:00	Hemerodromia	4.00	Hemerodromia	Empididae	4
SMC05423	SMC05423_BMI_RWB_6/10/2010_1	6/10/2010 0:00:00	Orthocladiinae	77.00		Chironomidae	
SMC05423	SMC05423_BMI_RWB_6/10/2010_1	6/10/2010 0:00:00	Simulium	2.00	Simulium	Simuliidae	4
SMC05423	SMC05423_BMI_RWB_6/10/2010_1	6/10/2010 0:00:00	Tanypodinae	9.00		Chironomidae	
SMC05524	SMC05524_BMI_RWB_6/30/2011_1	6/30/2011 0:00:00	Caloparyphus/ Euparyphus	7.00		Stratiomyidae	
SMC05524	SMC05524_BMI_RWB_6/30/2011_1	6/30/2011 0:00:00	Chironominae	32.00		Chironomidae	
SMC05524	SMC05524_BMI_RWB_6/30/2011_1	6/30/2011 0:00:00	Dasyhelea	5.00	Dasyhelea	Ceratopogonidae	6
SMC05524	SMC05524_BMI_RWB_6/30/2011_1	6/30/2011 0:00:00	Dicranota	1.00	Dicranota	Tipulidae	
SMC05524	SMC05524_BMI_RWB_6/30/2011_1	6/30/2011 0:00:00	Orthocladiinae	45.00		Chironomidae	
SMC05524	SMC05524_BMI_RWB_6/30/2011_1	6/30/2011 0:00:00	Simulium	1.00	Simulium	Simuliidae	4
SMC05524	SMC05524_BMI_RWB_6/30/2011_1	6/30/2011 0:00:00	Tanypodinae	17.00		Chironomidae	
SMC05567	SMC05567_BMI_RWB_6/12/2013_1	6/12/2013 0:00:00	Caloparyphus/ Euparyphus	4.00		Stratiomyidae	
SMC05567	SMC05567_BMI_RWB_6/12/2013_1	6/12/2013 0:00:00	Chironominae	15.00		Chironomidae	
SMC05567	SMC05567_BMI_RWB_6/12/2013_1	6/12/2013 0:00:00	Hemerodromia	12.00	Hemerodromia	Empididae	4
SMC05567	SMC05567_BMI_RWB_6/12/2013_1	6/12/2013 0:00:00	Hexatoma	3.00	Hexatoma	Tipulidae	
SMC05567	SMC05567_BMI_RWB_6/12/2013_1	6/12/2013 0:00:00	Hyalella	26.00	Hyalella	Hyalellidae	5
SMC05567	SMC05567_BMI_RWB_6/12/2013_1	6/12/2013 0:00:00	Microcylloepus	5.00	Microcylloepus	Elmidae	4
SMC05567	SMC05567_BMI_RWB_6/12/2013_1	6/12/2013 0:00:00	Optioservus	13.00	Optioservus	Elmidae	1
SMC05567	SMC05567_BMI_RWB_6/12/2013_1	6/12/2013 0:00:00	Orthocladiinae	52.00		Chironomidae	
SMC05567	SMC05567_BMI_RWB_6/12/2013_1	6/12/2013 0:00:00	Postelichus	0.00	Postelichus	Dryopidae	
SMC05567	SMC05567_BMI_RWB_6/12/2013_1	6/12/2013 0:00:00	Simulium	5.00	Simulium	Simuliidae	4
SMC05567	SMC05567_BMI_RWB_6/12/2013_1	6/12/2013 0:00:00	Tanypodinae	2.00		Chironomidae	
SMC05567	SMC05567_BMI_RWB_6/12/2013_1	6/12/2013 0:00:00	Tipula	0.00	Tipula	Tipulidae	5
SMC05702	SMC05702_BMI_RWB_6/7/2010_1	6/7/2010 0:00:00	Archilestes	1.00	Archilestes	Lestidae	2
SMC05702	SMC05702_BMI_RWB_6/7/2010_1	6/7/2010 0:00:00	Caloparyphus/ Euparyphus	0.00		Stratiomyidae	
SMC05702	SMC05702_BMI_RWB_6/7/2010_1	6/7/2010 0:00:00	Chironominae	8.00		Chironomidae	
SMC05702	SMC05702_BMI_RWB_6/7/2010_1	6/7/2010 0:00:00	Culicidae	2.00		Culicidae	
SMC05702	SMC05702_BMI_RWB_6/7/2010_1	6/7/2010 0:00:00	Dixella	1.00	Dixella	Dixidae	
SMC05702	SMC05702_BMI_RWB_6/7/2010_1	6/7/2010 0:00:00	Hyalella	278.00	Hyalella	Hyalellidae	5
SMC05702	SMC05702_BMI_RWB_6/7/2010_1	6/7/2010 0:00:00	Orthocladiinae	1.00		Chironomidae	
SMC05702	SMC05702_BMI_RWB_6/7/2010_1	6/7/2010 0:00:00	Simulium	0.00	Simulium	Simuliidae	4
SMC05702	SMC05702_BMI_RWB_6/7/2010_1	6/7/2010 0:00:00	Tanypodinae	3.00		Chironomidae	
SMC05759	SMC05759_BMI_RWB_6/21/2010_1	6/21/2010 0:00:00	Ambrysus	2.00	Ambrysus	Naucoridae	4
SMC05759	SMC05759_BMI_RWB_6/21/2010_1	6/21/2010 0:00:00	Caloparyphus/ Euparyphus	1.00		Stratiomyidae	
SMC05759	SMC05759_BMI_RWB_6/21/2010_1	6/21/2010 0:00:00	Chironominae	6.00		Chironomidae	
SMC05759	SMC05759_BMI_RWB_6/21/2010_1	6/21/2010 0:00:00	Dasyhelea	1.00	Dasyhelea	Ceratopogonidae	6
SMC05759	SMC05759_BMI_RWB_6/21/2010_1	6/21/2010 0:00:00	Limnophila	2.00	Limnophila	Tipulidae	
SMC05759	SMC05759_BMI_RWB_6/21/2010_1	6/21/2010 0:00:00	Microcylloepus	0.00	Microcylloepus	Elmidae	4
SMC05759	SMC05759_BMI_RWB_6/21/2010_1	6/21/2010 0:00:00	Optioservus	2.00	Optioservus	Elmidae	1
SMC05759	SMC05759_BMI_RWB_6/21/2010_1	6/21/2010 0:00:00	Orthocladiinae	16.00		Chironomidae	
SMC05759	SMC05759_BMI_RWB_6/21/2010_1	6/21/2010 0:00:00	Simulium	130.00	Simulium	Simuliidae	4
SMC05759	SMC05759_BMI_RWB_6/21/2010_1	6/21/2010 0:00:00	Tanypodinae	1.00		Chironomidae	
SMC05764	SMC05764_BMI_RWB_6/19/2012_1	6/19/2012 0:00:00	Chironominae	18.00		Chironomidae	
SMC05764	SMC05764_BMI_RWB_6/19/2012_1	6/19/2012 0:00:00	Orthocladiinae	128.00		Chironomidae	
SMC05902	SMC05902_BMI_RWB_6/28/2011_1	6/28/2011 0:00:00	Chironominae	16.00		Chironomidae	
SMC05902	SMC05902_BMI_RWB_6/28/2011_1	6/28/2011 0:00:00	Orthocladiinae	59.00		Chironomidae	
SMC05902	SMC05902_BMI_RWB_6/28/2011_1	6/28/2011 0:00:00	Simulium	96.00	Simulium	Simuliidae	4
SMC05902	SMC05902_BMI_RWB_6/28/2011_1	6/28/2011 0:00:00	Tanypodinae	11.00		Chironomidae	
SMC05956	SMC05956_BMI_RWB_6/19/2012_1	6/19/2012 0:00:00	Caloparyphus/ Euparyphus	3.00		Stratiomyidae	
SMC05956	SMC05956_BMI_RWB_6/19/2012_1	6/19/2012 0:00:00	Chironominae	110.00		Chironomidae	
SMC05956	SMC05956_BMI_RWB_6/19/2012_1	6/19/2012 0:00:00	Dasyhelea	1.00	Dasyhelea	Ceratopogonidae	6
SMC05956	SMC05956_BMI_RWB_6/19/2012_1	6/19/2012 0:00:00	Enallagma	1.00	Enallagma	Coenagrionidae	
SMC05956	SMC05956_BMI_RWB_6/19/2012_1	6/19/2012 0:00:00	Hyalella	7.00	Hyalella	Hyalellidae	5
SMC05956	SMC05956_BMI_RWB_6/19/2012_1	6/19/2012 0:00:00	Orthocladiinae	45.00		Chironomidae	
SMC05956	SMC05956_BMI_RWB_6/19/2012_1	6/19/2012 0:00:00	Petrophila	1.00	Petrophila	Pyralidae	
SMC05956	SMC05956_BMI_RWB_6/19/2012_1	6/19/2012 0:00:00	Simulium	0.00	Simulium	Simuliidae	4
SMC05956	SMC05956_BMI_RWB_6/19/2012_1	6/19/2012 0:00:00	Tanypodinae	5.00		Chironomidae	
SMC06019	SMC06019_BMI_RWB_6/17/2010_1	6/17/2010 0:00:00	Caloparyphus/ Euparyphus	5.00		Stratiomyidae	
SMC06019	SMC06019_BMI_RWB_6/17/2010_1	6/17/2010 0:00:00	Chironominae	176.00		Chironomidae	
SMC06019	SMC06019_BMI_RWB_6/17/2010_1	6/17/2010 0:00:00	Dasyhelea	17.00	Dasyhelea	Ceratopogonidae	6
SMC06019	SMC06019_BMI_RWB_6/17/2010_1	6/17/2010 0:00:00	Hyalella	1.00	Hyalella	Hyalellidae	5
SMC06019	SMC06019_BMI_RWB_6/17/2010_1	6/17/2010 0:00:00	Orthocladiinae	112.00		Chironomidae	
SMC06019	SMC06019_BMI_RWB_6/17/2010_1	6/17/2010 0:00:00	Simulium	1.00	Simulium	Simuliidae	4
SMC06019	SMC06019_BMI_RWB_6/17/2010_1	6/17/2010 0:00:00	Tanypodinae	3.00		Chironomidae	
SMC06036	SMC06036_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Caloparyphus/ Euparyphus	2.00		Stratiomyidae	
SMC06036	SMC06036_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Chironominae	17.00		Chironomidae	
SMC06036	SMC06036_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Hemerodromia	24.00	Hemerodromia	Empididae	4
SMC06036	SMC06036_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Hyalella	1.00	Hyalella	Hyalellidae	5
SMC06036	SMC06036_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Orthocladiinae	10.00		Chironomidae	
SMC06036	SMC06036_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Simulium	3.00	Simulium	Simuliidae	4
SMC06036	SMC06036_BMI_RWB_6/11/2012_1	6/11/2012 0:00:00	Tanypodinae	3.00		Chironomidae	
SMC06079	SMC06079_BMI_RWB_6/26/2013_1	6/26/2013 0:00:00	Argia	5.00	Argia	Coenagrionidae	5
SMC06079	SMC06079_BMI_RWB_6/26/2013_1	6/26/2013 0:00:00	Chironominae	82.00		Chironomidae	
SMC06079	SMC06079_BMI_RWB_6/26/2013_1	6/26/2013 0:00:00	Dasyhelea	1.00	Dasyhelea	Ceratopogonidae	6
SMC06079	SMC06079_BMI_RWB_6/26/2013_1	6/26/2013 0:00:00	Gumaga	2.00	Gumaga	Sericostomatidae	1
SMC06079	SMC06079_BMI_RWB_6/26/2013_1	6/26/2013 0:00:00	Hemerodromia	2.00	Hemerodromia	Empididae	4
SMC06079	SMC06079_BMI_RWB_6/26/2013_1	6/26/2013 0:00:00	Neoplasta	0.00	Neoplasta	Empididae	4
SMC06079	SMC06079_BMI_RWB_6/26/2013_1	6/26/2013 0:00:00	Orthocladiinae	20.00		Chironomidae	
SMC06079	SMC06079_BMI_RWB_6/26/2013_1	6/26/2013 0:00:00	Oxyethira	2.00	Oxyethira	Hydroptilidae	4
SMC06079	SMC06079_BMI_RWB_6/26/2013_1	6/26/2013 0:00:00	Peltodytes	2.00	Peltodytes	Haliplidae	4
SMC06079	SMC06079_BMI_RWB_6/26/2013_1	6/26/2013 0:00:00	Sialis	1.00	Sialis	Sialidae	
SMC06079	SMC06079_BMI_RWB_6/26/2013_1	6/26/2013 0:00:00	Simulium	3.00	Simulium	Simuliidae	4
SMC06079	SMC06079_BMI_RWB_6/26/2013_1	6/26/2013 0:00:00	Tanypodinae	3.00		Chironomidae	
SMC06079	SMC06079_BMI_RWB_6/26/2013_1	6/26/2013 0:00:00	Tinodes	0.00	Tinodes	Psychomyiidae	2
SMC06079	SMC06079_BMI_RWB_6/26/2013_2	6/26/2013 0:00:00	Caloparyphus/ Euparyphus	1.00		Stratiomyidae	
SMC06079	SMC06079_BMI_RWB_6/26/2013_2	6/26/2013 0:00:00	Chironominae	71.00		Chironomidae	
SMC06079	SMC06079_BMI_RWB_6/26/2013_2	6/26/2013 0:00:00	Culicoides	0.00	Culicoides	Ceratopogonidae	5
SMC06079	SMC06079_BMI_RWB_6/26/2013_2	6/26/2013 0:00:00	Dasyhelea	7.00	Dasyhelea	Ceratopogonidae	6
SMC06079	SMC06079_BMI_RWB_6/26/2013_2	6/26/2013 0:00:00	Gumaga	19.00	Gumaga	Sericostomatidae	1
SMC06079	SMC06079_BMI_RWB_6/26/2013_2	6/26/2013 0:00:00	Orthocladiinae	35.00		Chironomidae	
SMC06079	SMC06079_BMI_RWB_6/26/2013_2	6/26/2013 0:00:00	Oxyethira	1.00	Oxyethira	Hydroptilidae	4
SMC06079	SMC06079_BMI_RWB_6/26/2013_2	6/26/2013 0:00:00	Peltodytes	8.00	Peltodytes	Haliplidae	4
SMC06079	SMC06079_BMI_RWB_6/26/2013_2	6/26/2013 0:00:00	Postelichus	1.00	Postelichus	Dryopidae	
SMC06079	SMC06079_BMI_RWB_6/26/2013_2	6/26/2013 0:00:00	Simulium	8.00	Simulium	Simuliidae	4
SMC06079	SMC06079_BMI_RWB_6/26/2013_2	6/26/2013 0:00:00	Tanypodinae	5.00		Chironomidae	
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Argia	3.00	Argia	Coenagrionidae	5
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Baetis	41.00	Baetis	Baetidae	4
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Caloparyphus/ Euparyphus	33.00		Stratiomyidae	
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Calopterygidae	1.00		Calopterygidae	
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Chironominae	76.00		Chironomidae	
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Cloeodes	1.00	Cloeodes	Baetidae	
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Dasyhelea	2.00	Dasyhelea	Ceratopogonidae	6
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Ephemerella	1.00	Ephemerella	Ephemerellidae	
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Fallceon	12.00	Fallceon	Baetidae	4
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Forcipomyia	1.00	Forcipomyia	Ceratopogonidae	
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Helicopsyche	6.00	Helicopsyche	Helicopsychidae	
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Hemerodromia	1.00	Hemerodromia	Empididae	4
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Hyalella	5.00	Hyalella	Hyalellidae	5
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Hydroptila	42.00	Hydroptila	Hydroptilidae	4
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Orthocladiinae	2.00		Chironomidae	
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Simulium	28.00	Simulium	Simuliidae	4
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Tanypodinae	24.00		Chironomidae	
SMC06216	SMC06216_BMI_RWB_5/26/2009_1	5/26/2009 0:00:00	Tricorythodes	35.00	Tricorythodes	Leptohyphidae	4
SMC06231	SMC06231_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Argia	2.00	Argia	Coenagrionidae	5
SMC06231	SMC06231_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Caloparyphus/ Euparyphus	171.00		Stratiomyidae	
SMC06231	SMC06231_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Chironominae	3.00		Chironomidae	
SMC06231	SMC06231_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Cordulegaster	0.00	Cordulegaster	Cordulegastridae	
SMC06231	SMC06231_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Dolichopodidae	0.00		Dolichopodidae	
SMC06231	SMC06231_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Hemerodromia	2.00	Hemerodromia	Empididae	4
SMC06231	SMC06231_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Postelichus	1.00	Postelichus	Dryopidae	
SMC06231	SMC06231_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Simulium	134.00	Simulium	Simuliidae	4
SMC06231	SMC06231_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Tanypodinae	4.00		Chironomidae	
SMC06302	SMC06302_BMI_RWB_6/28/2012_1	6/28/2012 0:00:00	Caloparyphus/ Euparyphus	3.00		Stratiomyidae	
SMC06302	SMC06302_BMI_RWB_6/28/2012_1	6/28/2012 0:00:00	Chironominae	35.00		Chironomidae	
SMC06302	SMC06302_BMI_RWB_6/28/2012_1	6/28/2012 0:00:00	Culicoides	0.00	Culicoides	Ceratopogonidae	5
SMC06302	SMC06302_BMI_RWB_6/28/2012_1	6/28/2012 0:00:00	Dasyhelea	6.00	Dasyhelea	Ceratopogonidae	6
SMC06302	SMC06302_BMI_RWB_6/28/2012_1	6/28/2012 0:00:00	Enallagma	0.00	Enallagma	Coenagrionidae	
SMC06302	SMC06302_BMI_RWB_6/28/2012_1	6/28/2012 0:00:00	Orthocladiinae	62.00		Chironomidae	
SMC06302	SMC06302_BMI_RWB_6/28/2012_1	6/28/2012 0:00:00	Tanypodinae	6.00		Chironomidae	
SMC06356	SMC06356_BMI_RWB_6/10/2013_1	6/10/2013 0:00:00	Argia	1.00	Argia	Coenagrionidae	5
SMC06356	SMC06356_BMI_RWB_6/10/2013_1	6/10/2013 0:00:00	Caloparyphus/ Euparyphus	144.00		Stratiomyidae	
SMC06356	SMC06356_BMI_RWB_6/10/2013_1	6/10/2013 0:00:00	Chironominae	8.00		Chironomidae	
SMC06356	SMC06356_BMI_RWB_6/10/2013_1	6/10/2013 0:00:00	Dasyhelea	2.00	Dasyhelea	Ceratopogonidae	6
SMC06356	SMC06356_BMI_RWB_6/10/2013_1	6/10/2013 0:00:00	Hyalella	27.00	Hyalella	Hyalellidae	5
SMC06356	SMC06356_BMI_RWB_6/10/2013_1	6/10/2013 0:00:00	Orthocladiinae	36.00		Chironomidae	
SMC06356	SMC06356_BMI_RWB_6/10/2013_1	6/10/2013 0:00:00	Simulium	57.00	Simulium	Simuliidae	4
SMC06356	SMC06356_BMI_RWB_6/10/2013_1	6/10/2013 0:00:00	Tanypodinae	2.00		Chironomidae	
SMC06356	SMC06356_BMI_RWB_6/10/2013_1	6/10/2013 0:00:00	Tipula	1.00	Tipula	Tipulidae	5
SMC06458	SMC06458_BMI_RWB_6/6/2010_1	6/6/2010 0:00:00	Caloparyphus/ Euparyphus	0.00		Stratiomyidae	
SMC06458	SMC06458_BMI_RWB_6/6/2010_1	6/6/2010 0:00:00	Chironominae	93.00		Chironomidae	
SMC06458	SMC06458_BMI_RWB_6/6/2010_1	6/6/2010 0:00:00	Dasyhelea	0.00	Dasyhelea	Ceratopogonidae	6
SMC06458	SMC06458_BMI_RWB_6/6/2010_1	6/6/2010 0:00:00	Hyalella	73.00	Hyalella	Hyalellidae	5
SMC06458	SMC06458_BMI_RWB_6/6/2010_1	6/6/2010 0:00:00	Ischnura	1.00	Ischnura	Coenagrionidae	
SMC06458	SMC06458_BMI_RWB_6/6/2010_1	6/6/2010 0:00:00	Orthocladiinae	9.00		Chironomidae	
SMC06458	SMC06458_BMI_RWB_6/6/2010_1	6/6/2010 0:00:00	Simulium	23.00	Simulium	Simuliidae	4
SMC06458	SMC06458_BMI_RWB_6/6/2010_1	6/6/2010 0:00:00	Tanypodinae	18.00		Chironomidae	
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Alotanypus	1.00	Alotanypus	Chironomidae	6
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Argia	28.00	Argia	Coenagrionidae	5
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Atrichopogon	1.00	Atrichopogon	Ceratopogonidae	
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Baetis	13.00	Baetis	Baetidae	4
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Brillia	22.00	Brillia	Chironomidae	2
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Caloparyphus/ Euparyphus	3.00		Stratiomyidae	
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Cricotopus	33.00	Cricotopus	Chironomidae	4
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Cryptochironomus	1.00	Cryptochironomus	Chironomidae	6
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Dasyhelea	2.00	Dasyhelea	Ceratopogonidae	6
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Dicranota	2.00	Dicranota	Tipulidae	
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Dicrotendipes	3.00	Dicrotendipes	Chironomidae	5
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Dolichopodidae	2.00		Dolichopodidae	
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Eukiefferiella	24.00	Eukiefferiella	Chironomidae	4
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Hydraenidae	3.00		Hydraenidae	
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Hydrobius	8.00	Hydrobius	Hydrophilidae	
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Hydroporus	6.00	Hydroporus	Dytiscidae	
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Hydropsyche	8.00	Hydropsyche	Hydropsychidae	3
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Hydroptila	23.00	Hydroptila	Hydroptilidae	4
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Hydroptilidae	15.00		Hydroptilidae	
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Ilybius	1.00	Ilybius	Dytiscidae	
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Micropsectra	202.00	Micropsectra	Chironomidae	6
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Optioservus	1.00	Optioservus	Elmidae	1
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Paracladopelma	18.00	Paracladopelma	Chironomidae	3
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Parametriocnemus	32.00	Parametriocnemus	Chironomidae	3
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Pentaneura	21.00	Pentaneura	Chironomidae	5
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Polypedilum	28.00	Polypedilum	Chironomidae	4
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Rheotanytarsus	3.00	Rheotanytarsus	Chironomidae	3
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Simulium	33.00	Simulium	Simuliidae	4
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Tanytarsus	29.00	Tanytarsus	Chironomidae	5
SMC06467	SMC06467_BMI_RWB_MCM_6/28/2010_1	6/28/2010 0:00:00	Thienemannimyia group	1.00		Chironomidae	
SMC06570	SMC06570_BMI_RWB_5/24/2010_1	5/24/2010 0:00:00	Chironominae	156.00		Chironomidae	
SMC06570	SMC06570_BMI_RWB_5/24/2010_1	5/24/2010 0:00:00	Dixa	2.00	Dixa	Dixidae	4
SMC06570	SMC06570_BMI_RWB_5/24/2010_1	5/24/2010 0:00:00	Orthocladiinae	56.00		Chironomidae	
SMC06570	SMC06570_BMI_RWB_5/24/2010_1	5/24/2010 0:00:00	Oxyethira	1.00	Oxyethira	Hydroptilidae	4
SMC06570	SMC06570_BMI_RWB_5/24/2010_1	5/24/2010 0:00:00	Simulium	17.00	Simulium	Simuliidae	4
SMC06570	SMC06570_BMI_RWB_5/24/2010_1	5/24/2010 0:00:00	Tanypodinae	1.00		Chironomidae	
SMC06612	SMC06612_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Argia	12.00	Argia	Coenagrionidae	5
SMC06612	SMC06612_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Atrichopogon	1.00	Atrichopogon	Ceratopogonidae	
SMC06612	SMC06612_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Brechmorhoga	1.00	Brechmorhoga	Libellulidae	
SMC06612	SMC06612_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Caloparyphus/ Euparyphus	2.00		Stratiomyidae	
SMC06612	SMC06612_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Chironominae	47.00		Chironomidae	
SMC06612	SMC06612_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Hemerodromia	1.00	Hemerodromia	Empididae	4
SMC06612	SMC06612_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Hyalella	4.00	Hyalella	Hyalellidae	5
SMC06612	SMC06612_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Orthocladiinae	172.00		Chironomidae	
SMC06612	SMC06612_BMI_RWB_6/6/2013_1	6/6/2013 0:00:00	Progomphus	1.00	Progomphus	Gomphidae	
