"ANALYSIS_TYPE"	"CHEMICAL_NAME"	"FinalUnit"	"StdParamName"	"GroupNum"	"GroupName"	"LogTransf"	"SSD"	"SSTV"	"SensMin"	"SensMax"	"TolMin"	"TolMax"	"UseInStressorID"	"DirIncStress"	"SSTVname"	"Label"	"MinWQO_CAR9"	"MCL_Primary"	"MCL_Secondary"	"Analyte"
"Total"	"Nonachlor, trans-"	"ug/L"	"Nonachlor_trans_ug_L"	9	"Organohalide"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"trans-Nonachlor (µg/L)"	NA	NA	NA	"Nonachlor_trans_ug_L"
"Total"	"Tetrachloroethane, 1,1,1,2-"	"ug/L"	"Tetrachloroethane_1112-ug_L"	9	"Organohalide"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"1,1,1,2-Tetrachloroethane (µg/L)"	NA	NA	NA	"Tetrachloroethane_1112-ug_L"
"Total"	"Tetrachloroethane, 1,1,2,2-"	"ug/L"	"Tetrachloroethane_1122_ug_L"	9	"Organohalide"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"1,1,2,2-Tetrachloroethane (µg/L)"	NA	1	NA	"Tetrachloroethane_1122_ug_L"
"Total"	"Tetrachloroethylene"	"ug/L"	"Tetrachloroethylene_ug_L"	9	"Organohalide"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Tetrachloroethylene (µg/L)"	NA	5	NA	"Tetrachloroethylene_ug_L"
"Total"	"Trichlorobenzene, 1,2,3-"	"ug/L"	"Trichlorobenzene_123_ug_L"	9	"Organohalide"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"1,2,3-Trichlorobenzene (µg/L)"	NA	NA	NA	"Trichlorobenzene_123_ug_L"
"Total"	"Trichlorobenzene, 1,2,4-"	"ug/L"	"Trichlorobenzene_124_ug_L"	9	"Organohalide"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"1,2,4-Trichlorobenzene (µg/L)"	NA	5	NA	"Trichlorobenzene_124_ug_L"
"Total"	"Trichloroethane, 1,1,1-"	"ug/L"	"Trichloroethane_111_ug_L"	9	"Organohalide"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"1,1,1-Trichloroethane (µg/L)"	NA	200	NA	"Trichloroethane_111_ug_L"
"Total"	"Trichloroethane, 1,1,2-"	"ug/L"	"Trichloroethane_112_ug_L"	9	"Organohalide"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"1,1,2-Trichloroethane (µg/L)"	NA	5	NA	"Trichloroethane_112_ug_L"
"Total"	"Trichloroethylene"	"ug/L"	"Trichloroethylene_ug_L"	9	"Organohalide"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Trichloroethylene (µg/L)"	NA	5	NA	"Trichloroethylene_ug_L"
"Total"	"Trichloropropane, 1,2,3-"	"ug/L"	"Trichloropropane_123_ug_L"	9	"Organohalide"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"1,2,3-Trichloropropane (µg/L)"	NA	NA	NA	"Trichloropropane_123_ug_L"
"Total"	"Aspon"	"ug/L"	"Aspon_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Aspon (µg/L)"	NA	NA	NA	"Aspon_ug_L"
"Total"	"Azinphos Ethyl"	"ug/L"	"Azinphos_Ethyl_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Ethyl azinphos (µg/L)"	NA	NA	NA	"Azinphos_Ethyl_ug_L"
"Total"	"Azinphos Methyl"	"ug/L"	"Azinphos_Methyl_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Methyl azinphos (µg/L)"	NA	NA	NA	"Azinphos_Methyl_ug_L"
"Total"	"Bolstar"	"ug/L"	"Bolstar_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Bolstar (µg/L)"	NA	NA	NA	"Bolstar_ug_L"
"Total"	"Carbophenothion"	"ug/L"	"Carbophenothion_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Carbophenothion (µg/L)"	NA	NA	NA	"Carbophenothion_ug_L"
"Total"	"Chlorfenvinphos"	"ug/L"	"Chlorfenvinphos_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Chlorfenvinphos (µg/L)"	NA	NA	NA	"Chlorfenvinphos_ug_L"
"Total"	"Chlorpyrifos Methyl"	"ug/L"	"Chlorpyrifos_Methyl_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Methyl chlorpyrifos (µg/L)"	NA	NA	NA	"Chlorpyrifos_Methyl_ug_L"
"Total"	"Chlorpyrifos"	"ug/L"	"Chlorpyrifos_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Chlorpyrifos (µg/L)"	NA	NA	NA	"Chlorpyrifos_ug_L"
"Total"	"Ciodrin"	"ug/L"	"Ciodrin_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Ciodrin (µg/L)"	NA	NA	NA	"Ciodrin_ug_L"
"Total"	"Coumaphos"	"ug/L"	"Coumaphos_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Coumaphos (µg/L)"	NA	NA	NA	"Coumaphos_ug_L"
"Total"	"Demeton-s"	"ug/L"	"Demeton_s_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Demeton-s (µg/L)"	NA	NA	NA	"Demeton_s_ug_L"
"Total"	"Diazinon"	"ug/L"	"Diazinon_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Diazinon (µg/L)"	NA	NA	NA	"Diazinon_ug_L"
"Total"	"Dichlofenthion"	"ug/L"	"Dichlofenthion_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dichlofenthion (µg/L)"	NA	NA	NA	"Dichlofenthion_ug_L"
"Total"	"Dichlorvos"	"ug/L"	"Dichlorvos_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dichlorvos (µg/L)"	NA	NA	NA	"Dichlorvos_ug_L"
"Total"	"Dicrotophos"	"ug/L"	"Dicrotophos_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dicrotophos (µg/L)"	NA	NA	NA	"Dicrotophos_ug_L"
"Total"	"Dimethoate"	"ug/L"	"Dimethoate_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dimethoate (µg/L)"	NA	NA	NA	"Dimethoate_ug_L"
"Total"	"Dioxathion"	"ug/L"	"Dioxathion_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dioxathion (µg/L)"	NA	NA	NA	"Dioxathion_ug_L"
"Total"	"Disulfoton"	"ug/L"	"Disulfoton_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Disulfoton (µg/L)"	NA	NA	NA	"Disulfoton_ug_L"
"Total"	"Ethion"	"ug/L"	"Ethion_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Ethion (µg/L)"	NA	NA	NA	"Ethion_ug_L"
"Total"	"Ethoprop"	"ug/L"	"Ethoprop_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Ethoprop (µg/L)"	NA	NA	NA	"Ethoprop_ug_L"
"Total"	"Famphur"	"ug/L"	"Famphur_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Famphur (µg/L)"	NA	NA	NA	"Famphur_ug_L"
"Total"	"Fenchlorphos"	"ug/L"	"Fenchlorphos_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Fenchlorphos (µg/L)"	NA	NA	NA	"Fenchlorphos_ug_L"
"Total"	"Fenitrothion"	"ug/L"	"Fenitrothion_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Fenitrothion (µg/L)"	NA	NA	NA	"Fenitrothion_ug_L"
"Total"	"Fensulfothion"	"ug/L"	"Fensulfothion_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Fensulfothion (µg/L)"	NA	NA	NA	"Fensulfothion_ug_L"
"Total"	"Fenthion"	"ug/L"	"Fenthion_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Fenthion (µg/L)"	NA	NA	NA	"Fenthion_ug_L"
"Total"	"Fonofos"	"ug/L"	"Fonofos_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Fonofos (µg/L)"	NA	NA	NA	"Fonofos_ug_L"
"Total"	"Leptophos"	"ug/L"	"Leptophos_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Leptophos (µg/L)"	NA	NA	NA	"Leptophos_ug_L"
"Total"	"Malathion"	"ug/L"	"Malathion_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Malathion (µg/L)"	NA	NA	NA	"Malathion_ug_L"
"Total"	"Merphos"	"ug/L"	"Merphos_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Merphos (µg/L)"	NA	NA	NA	"Merphos_ug_L"
"Total"	"Methidathion"	"ug/L"	"Methidathion_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Methidathion (µg/L)"	NA	NA	NA	"Methidathion_ug_L"
"Total"	"Mevinphos"	"ug/L"	"Mevinphos_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Mevinphos (µg/L)"	NA	NA	NA	"Mevinphos_ug_L"
"Total"	"Naled"	"ug/L"	"Naled_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Naled (µg/L)"	NA	NA	NA	"Naled_ug_L"
"Total"	"Parathion, Ethyl"	"ug/L"	"Parathion_Ethyl_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Ethyl parathion (µg/L)"	NA	NA	NA	"Parathion_Ethyl_ug_L"
"Total"	"Parathion, Methyl"	"ug/L"	"Parathion_Methyl_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Methyl parathion (µg/L)"	NA	NA	NA	"Parathion_Methyl_ug_L"
"Total"	"Phorate"	"ug/L"	"Phorate_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Phorate (µg/L)"	NA	NA	NA	"Phorate_ug_L"
"Total"	"Phosmet"	"ug/L"	"Phosmet_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Phosmet (µg/L)"	NA	NA	NA	"Phosmet_ug_L"
"Total"	"Phosphamidon"	"ug/L"	"Phosphamidon_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Phosphamidon (µg/L)"	NA	NA	NA	"Phosphamidon_ug_L"
"Total"	"Sulfotep"	"ug/L"	"Sulfotep_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Sulfotep (µg/L)"	NA	NA	NA	"Sulfotep_ug_L"
"Total"	"Terbufos"	"ug/L"	"Terbufos_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Terbufos (µg/L)"	NA	NA	NA	"Terbufos_ug_L"
"Total"	"Tetrachlorvinphos"	"ug/L"	"Tetrachlorvinphos_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Tetrachlorvinphos (µg/L)"	NA	NA	NA	"Tetrachlorvinphos_ug_L"
"Total"	"Thionazin"	"ug/L"	"Thionazin_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Thionazin (µg/L)"	NA	NA	NA	"Thionazin_ug_L"
"Total"	"Tokuthion"	"ug/L"	"Tokuthion_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Tokuthion (µg/L)"	NA	NA	NA	"Tokuthion_ug_L"
"Total"	"Trichlorfon"	"ug/L"	"Trichlorfon_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Trichlorfon (µg/L)"	NA	NA	NA	"Trichlorfon_ug_L"
"Total"	"Trichloronate"	"ug/L"	"Trichloronate_ug_L"	10	"Organophosphate"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Trichloronate (µg/L)"	NA	NA	NA	"Trichloronate_ug_L"
"Total"	"Acenaphthene"	"ug/L"	"Acenaphthene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Acenaphthene (µg/L)"	NA	NA	NA	"Acenaphthene_ug_L"
"Total"	"Acenaphthylene"	"ug/L"	"Acenaphthylene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Acenaphthylene (µg/L)"	NA	NA	NA	"Acenaphthylene_ug_L"
"Total"	"Anthracene"	"ug/L"	"Anthracene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Anthracene (µg/L)"	NA	NA	NA	"Anthracene_ug_L"
"Total"	"Benz(a)anthracene"	"ug/L"	"Benz_a_anthracene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Benz(a)anthracene (µg/L)"	NA	NA	NA	"Benz_a_anthracene_ug_L"
"Total"	"Benzo(a)pyrene"	"ug/L"	"Benzo_a_pyrene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Benzo(a)pyrene (µg/L)"	NA	2	NA	"Benzo_a_pyrene_ug_L"
"Total"	"Benzo(b)fluoranthene"	"ug/L"	"Benzo_b_fluoranthene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Benzo(b)fluoranthene (µg/L)"	NA	NA	NA	"Benzo_b_fluoranthene_ug_L"
"Total"	"Benzo(e)pyrene"	"ug/L"	"Benzo_e_pyrene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Benzo(e)pyrene (µg/L)"	NA	NA	NA	"Benzo_e_pyrene_ug_L"
"Total"	"Benzo(g,h,i)perylene"	"ug/L"	"Benzo_ghi_perylene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Benzo(g,h,i)perylene (µg/L)"	NA	NA	NA	"Benzo_ghi_perylene_ug_L"
"Total"	"Benzo(k)fluoranthene"	"ug/L"	"Benzo_k_fluoranthene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Benzo(k)fluoranthene (µg/L)"	NA	NA	NA	"Benzo_k_fluoranthene_ug_L"
"Total"	"Chrysene"	"ug/L"	"Chrysene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Chrysene (µg/L)"	NA	NA	NA	"Chrysene_ug_L"
"Total"	"Dibenz(a,h)anthracene"	"ug/L"	"Dibenz_ah_anthracene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Dibenz(a,h)anthracene (µg/L)"	NA	NA	NA	"Dibenz_ah_anthracene_ug_L"
"Total"	"Dimethylnaphthalene, 2,6-"	"ug/L"	"Dimethylnaphthalene_26_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"2,6-Dimethylnaphthalene (µg/L)"	NA	NA	NA	"Dimethylnaphthalene_26_ug_L"
"Total"	"Fluoranthene"	"ug/L"	"Fluoranthene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Fluoranthene (µg/L)"	NA	NA	NA	"Fluoranthene_ug_L"
"Total"	"Fluorene"	"ug/L"	"Fluorene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Fluorene (µg/L)"	NA	NA	NA	"Fluorene_ug_L"
"Total"	"Indeno(1,2,3-c,d)pyrene"	"ug/L"	"Indeno_123cd_pyrene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Indeno(1,2,3-c,d)pyrene (µg/L)"	NA	NA	NA	"Indeno_123cd_pyrene_ug_L"
"Total"	"Methylnaphthalene, 1-"	"ug/L"	"Methylnaphthalene_1_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"1-Methylnaphthalene (µg/L)"	NA	NA	NA	"Methylnaphthalene_1_ug_L"
"Total"	"Methylnaphthalene, 2-"	"ug/L"	"Methylnaphthalene_2_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"2-Methylnaphthalene (µg/L)"	NA	NA	NA	"Methylnaphthalene_2_ug_L"
"Total"	"Methylphenanthrene, 1-"	"ug/L"	"Methylphenanthrene_1_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"1-Methylphenanthrene (µg/L)"	NA	NA	NA	"Methylphenanthrene_1_ug_L"
"Total"	"Naphthalene"	"ug/L"	"Naphthalene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Naphthalene (µg/L)"	NA	NA	NA	"Naphthalene_ug_L"
"Total"	"Phenanthrene"	"ug/L"	"Phenanthrene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Phenanthrene (µg/L)"	NA	NA	NA	"Phenanthrene_ug_L"
"Total"	"Pyrene"	"ug/L"	"Pyrene_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"Pyrene (µg/L)"	NA	NA	NA	"Pyrene_ug_L"
"Total"	"Trimethylnaphthalene, 2,3,5-"	"ug/L"	"Trimethylnaphthalene_235_ug_L"	11	"PAHs & Phthalataes"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"2,3,5-Trimethylnaphthalene (µg/L)"	NA	NA	NA	"Trimethylnaphthalene_235_ug_L"
"Total"	"PCB 005"	"ug/L"	"PCB005_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 005 (µg/L)"	NA	NA	NA	"PCB005_ug_L"
"Total"	"PCB 008"	"ng/g dw"	"PCB008_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 008 (ng/g dry weight)"	NA	NA	NA	"PCB008_ng_g_dw"
"Total"	"PCB 008"	"ug/L"	"PCB008_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 008 (µg/L)"	NA	NA	NA	"PCB008_ug_L"
"Total"	"PCB 015"	"ug/L"	"PCB015_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 015 (µg/L)"	NA	NA	NA	"PCB015_ug_L"
"Total"	"PCB 018"	"ng/g dw"	"PCB018_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 018 (ng/g dry weight)"	NA	NA	NA	"PCB018_ng_g_dw"
"Total"	"PCB 018"	"ug/L"	"PCB018_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 018 (µg/L)"	NA	NA	NA	"PCB018_ug_L"
"Total"	"PCB 027"	"ng/g dw"	"PCB027_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 027 (ng/g dry weight)"	NA	NA	NA	"PCB027_ng_g_dw"
"Total"	"PCB 027"	"ug/L"	"PCB027_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 027 (µg/L)"	NA	NA	NA	"PCB027_ug_L"
"Total"	"PCB 028/31"	"ng/g dw"	"PCB028_31_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 028/31 (ng/g dry weight)"	NA	NA	NA	"PCB028_31_ng_g_dw"
"Total"	"PCB 028"	"ug/L"	"PCB028_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 028 (µg/L)"	NA	NA	NA	"PCB028_ug_L"
"Total"	"PCB 029"	"ng/g dw"	"PCB029_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 029 (ng/g dry weight)"	NA	NA	NA	"PCB029_ng_g_dw"
"Total"	"PCB 029"	"ug/L"	"PCB029_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 029 (µg/L)"	NA	NA	NA	"PCB029_ug_L"
"Total"	"PCB 031"	"ug/L"	"PCB031_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 031 (µg/L)"	NA	NA	NA	"PCB031_ug_L"
"Total"	"PCB 033"	"ng/g dw"	"PCB033_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 033 (ng/g dry weight)"	NA	NA	NA	"PCB033_ng_g_dw"
"Total"	"PCB 033"	"ug/L"	"PCB033_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 033 (µg/L)"	NA	NA	NA	"PCB033_ug_L"
"Total"	"PCB 044"	"ng/g dw"	"PCB044_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 044 (ng/g dry weight)"	NA	NA	NA	"PCB044_ng_g_dw"
"Total"	"PCB 044"	"ug/L"	"PCB044_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 044 (µg/L)"	NA	NA	NA	"PCB044_ug_L"
"Total"	"PCB 049"	"ng/g dw"	"PCB049_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 049 (ng/g dry weight)"	NA	NA	NA	"PCB049_ng_g_dw"
"Total"	"PCB 049"	"ug/L"	"PCB049_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 049 (µg/L)"	NA	NA	NA	"PCB049_ug_L"
"Total"	"PCB 052"	"ng/g dw"	"PCB052_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 052 (ng/g dry weight)"	NA	NA	NA	"PCB052_ng_g_dw"
"Total"	"PCB 052"	"ug/L"	"PCB052_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 052 (µg/L)"	NA	NA	NA	"PCB052_ug_L"
"Total"	"PCB 056/60"	"ng/g dw"	"PCB056_60_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 056/60 (ng/g dry weight)"	NA	NA	NA	"PCB056_60_ng_g_dw"
"Total"	"PCB 056"	"ug/L"	"PCB056_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 056 (µg/L)"	NA	NA	NA	"PCB056_ug_L"
"Total"	"PCB 060"	"ug/L"	"PCB060_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 060 (µg/L)"	NA	NA	NA	"PCB060_ug_L"
"Total"	"PCB 064"	"ng/g dw"	"PCB064_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 064 (ng/g dry weight)"	NA	NA	NA	"PCB064_ng_g_dw"
"Total"	"PCB 066"	"ng/g dw"	"PCB066_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 066 (ng/g dry weight)"	NA	NA	NA	"PCB066_ng_g_dw"
"Total"	"PCB 066"	"ug/L"	"PCB066_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 066 (µg/L)"	NA	NA	NA	"PCB066_ug_L"
"Total"	"PCB 070"	"ng/g dw"	"PCB070_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 070 (ng/g dry weight)"	NA	NA	NA	"PCB070_ng_g_dw"
"Total"	"PCB 070"	"ug/L"	"PCB070_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 070 (µg/L)"	NA	NA	NA	"PCB070_ug_L"
"Total"	"PCB 074"	"ng/g dw"	"PCB074_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 074 (ng/g dry weight)"	NA	NA	NA	"PCB074_ng_g_dw"
"Total"	"PCB 074"	"ug/L"	"PCB074_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 074 (µg/L)"	NA	NA	NA	"PCB074_ug_L"
"Total"	"PCB 077"	"ng/g dw"	"PCB077_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 077 (ng/g dry weight)"	NA	NA	NA	"PCB077_ng_g_dw"
"Total"	"PCB 077"	"ug/L"	"PCB077_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 077 (µg/L)"	NA	NA	NA	"PCB077_ug_L"
"Total"	"PCB 087"	"ng/g dw"	"PCB087_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 087 (ng/g dry weight)"	NA	NA	NA	"PCB087_ng_g_dw"
"Total"	"PCB 087"	"ug/L"	"PCB087_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 087 (µg/L)"	NA	NA	NA	"PCB087_ug_L"
"Total"	"PCB 095"	"ng/g dw"	"PCB095_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 095 (ng/g dry weight)"	NA	NA	NA	"PCB095_ng_g_dw"
"Total"	"PCB 095"	"ug/L"	"PCB095_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 095 (µg/L)"	NA	NA	NA	"PCB095_ug_L"
"Total"	"PCB 097"	"ng/g dw"	"PCB097_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 097 (ng/g dry weight)"	NA	NA	NA	"PCB097_ng_g_dw"
"Total"	"PCB 097"	"ug/L"	"PCB097_ug_L"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 097 (µg/L)"	NA	NA	NA	"PCB097_ug_L"
"Total"	"PCB 099"	"ng/g dw"	"PCB099_ng_g_dw"	12	"PCBs"	1	0	0	NA	NA	NA	NA	1	"Inc"	""	"PCB 099 (ng/g dry weight)"	NA	NA	NA	"PCB099_ng_g_dw"
