"ANALYSIS_TYPE"	"CHEMICAL_NAME"	"FinalUnit"	"StdParamName"	"GroupNum"	"GroupName"	"LogTransf"	"SSD"	"SSTV"	"SensMin"	"SensMax"	"TolMin"	"TolMax"	"UseInStressorID"	"DirIncStress"	"SSTVname"	"Label"	"MinWQO_CAR9"	"MCL_Primary"	"MCL_Secondary"	"Analyte"
"None"	"NoDisturb_Wet"	"days"	"NoDisturb_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season median longest number of consecutive days that flow between the low- and high-flow threshold (days)"	NA	NA	NA	"NoDisturb_Wet"
"None"	"P_Average"	NA	"P_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"P_Average"
"None"	"P_Dry"	NA	"P_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"P_Dry"
"None"	"P_Wet"	NA	"P_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"P_Wet"
"None"	"PDC50_Average"	NA	"PDC50_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"PDC50_Average"
"None"	"PDC50_Dry"	NA	"PDC50_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"PDC50_Dry"
"None"	"PDC50_Wet"	NA	"PDC50_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"PDC50_Wet"
"None"	"Per_LowFlow_All"	"proportion"	"Per_LowFlow_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall percent of time with flow below 0.0283 m3/s"	NA	NA	NA	"Per_LowFlow_All"
"None"	"Per_LowFlow_Average"	"proportion"	"Per_LowFlow_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average percent of time with flow below 0.0283 m3/s"	NA	NA	NA	"Per_LowFlow_Average"
"None"	"Per_LowFlow_Dry"	"proportion"	"Per_LowFlow_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season percent of time with flow below 0.0283 m3/s"	NA	NA	NA	"Per_LowFlow_Dry"
"None"	"Per_LowFlow_Wet"	"proportion"	"Per_LowFlow_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season percent of time with flow below 0.0283 m3/s"	NA	NA	NA	"Per_LowFlow_Wet"
"None"	"PercentLF_Average"	"percent"	"PercentLF_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"PercentLF_Average"
"None"	"PercentLF_Dry"	"percent"	"PercentLF_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"PercentLF_Dry"
"None"	"PercentLF_Wet"	"percent"	"PercentLF_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	""	NA	NA	NA	"PercentLF_Wet"
"None"	"Q01_All"	"m3/s"	"Q01_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall 1st percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q01_All"
"None"	"Q01_Average"	"m3/s"	"Q01_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average 1st percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q01_Average"
"None"	"Q01_Dry"	"m3/s"	"Q01_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season 1st percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q01_Dry"
"None"	"Q01_Wet"	"m3/s"	"Q01_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season 1st percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q01_Wet"
"None"	"Q05_All"	"m3/s"	"Q05_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall 5th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q05_All"
"None"	"Q05_Average"	"m3/s"	"Q05_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average 5th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q05_Average"
"None"	"Q05_Dry"	"m3/s"	"Q05_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season 5th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q05_Dry"
"None"	"Q05_Wet"	"m3/s"	"Q05_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season 5th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q05_Wet"
"None"	"Q10_All"	"m3/s"	"Q10_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall 10th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q10_All"
"None"	"Q10_Average"	"m3/s"	"Q10_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average 10th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q10_Average"
"None"	"Q10_Dry"	"m3/s"	"Q10_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season 10th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q10_Dry"
"None"	"Q10_Wet"	"m3/s"	"Q10_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season 10th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q10_Wet"
"None"	"Q25_All"	"m3/s"	"Q25_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall 25th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q25_All"
"None"	"Q25_Average"	"m3/s"	"Q25_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average 25th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q25_Average"
"None"	"Q25_Dry"	"m3/s"	"Q25_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season 25th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q25_Dry"
"None"	"Q25_Wet"	"m3/s"	"Q25_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season 25th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q25_Wet"
"None"	"Q50_All"	"m3/s"	"Q50_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall 50th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q50_All"
"None"	"Q50_Average"	"m3/s"	"Q50_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average 50th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q50_Average"
"None"	"Q50_Dry"	"m3/s"	"Q50_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season 50th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q50_Dry"
"None"	"Q50_Wet"	"m3/s"	"Q50_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season 50th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q50_Wet"
"None"	"Q75_All"	"m3/s"	"Q75_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall 75th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q75_All"
"None"	"Q75_Average"	"m3/s"	"Q75_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average 75th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q75_Average"
"None"	"Q75_Dry"	"m3/s"	"Q75_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season 75th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q75_Dry"
"None"	"Q75_Wet"	"m3/s"	"Q75_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season 75th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q75_Wet"
"None"	"Q90_All"	"m3/s"	"Q90_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall 90th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q90_All"
"None"	"Q90_Average"	"m3/s"	"Q90_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average 90th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q90_Average"
"None"	"Q90_Dry"	"m3/s"	"Q90_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season 90th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q90_Dry"
"None"	"Q90_Wet"	"m3/s"	"Q90_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season 90th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q90_Wet"
"None"	"Q95_All"	"m3/s"	"Q95_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall 95th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q95_All"
"None"	"Q95_Average"	"m3/s"	"Q95_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average 95th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q95_Average"
"None"	"Q95_Dry"	"m3/s"	"Q95_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season 95th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q95_Dry"
"None"	"Q95_Wet"	"m3/s"	"Q95_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season 95th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q95_Wet"
"None"	"Q99_All"	"m3/s"	"Q99_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall 99th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q99_All"
"None"	"Q99_Average"	"m3/s"	"Q99_Average"	19	"Modeled flow metrics"	1	0	0	NA	NA	NA	NA	1	"Inc"	NA	"Average 99th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q99_Average"
"None"	"Q99_Dry"	"m3/s"	"Q99_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season 99th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q99_Dry"
"None"	"Q99_Wet"	"m3/s"	"Q99_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season 99th percentile of daily streamflow (m3/s)"	NA	NA	NA	"Q99_Wet"
"None"	"Qmax_All"	"m3/s"	"Qmax_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall median annual maximum daily streamflow (m3/s)"	NA	NA	NA	"Qmax_All"
"None"	"Qmax_Average"	"m3/s"	"Qmax_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average median annual maximum daily streamflow (m3/s)"	NA	NA	NA	"Qmax_Average"
"None"	"Qmax_Dry"	"m3/s"	"Qmax_Dry"	19	"Modeled flow metrics"	1	0	0	NA	NA	NA	NA	1	"Inc"	NA	"Dry-season median annual maximum daily streamflow (m3/s)"	NA	NA	NA	"Qmax_Dry"
"None"	"Qmax_Wet"	"m3/s"	"Qmax_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season median annual maximum daily streamflow (m3/s)"	NA	NA	NA	"Qmax_Wet"
"None"	"QmaxIDR_All"	"m3/s"	"QmaxIDR_All"	19	"Modeled flow metrics"	1	0	0	NA	NA	NA	NA	1	"Inc"	NA	"Overall difference between 90th and 10th percentiles of annual maxima (m3/s)"	NA	NA	NA	"QmaxIDR_All"
"None"	"QmaxIDR_Average"	"m3/s"	"QmaxIDR_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average difference between 90th and 10th percentiles of annual maxima (m3/s)"	NA	NA	NA	"QmaxIDR_Average"
"None"	"QmaxIDR_Dry"	"m3/s"	"QmaxIDR_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season difference between 90th and 10th percentiles of annual maxima (m3/s)"	NA	NA	NA	"QmaxIDR_Dry"
"None"	"QmaxIDR_Wet"	"m3/s"	"QmaxIDR_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season difference between 90th and 10th percentiles of annual maxima (m3/s)"	NA	NA	NA	"QmaxIDR_Wet"
"None"	"Qmean_All"	"m3/s"	"Qmean_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall mean streamflow for the period of analysis (m3/s)"	NA	NA	NA	"Qmean_All"
"None"	"Qmean_Average"	"m3/s"	"Qmean_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average mean streamflow for the period of analysis (m3/s)"	NA	NA	NA	"Qmean_Average"
"None"	"Qmean_Dry"	"m3/s"	"Qmean_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season mean streamflow for the period of analysis (m3/s)"	NA	NA	NA	"Qmean_Dry"
"None"	"Qmean_Wet"	"m3/s"	"Qmean_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season mean streamflow for the period of analysis (m3/s)"	NA	NA	NA	"Qmean_Wet"
"None"	"QmeanIDR_All"	"m3/s"	"QmeanIDR_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall difference between 90th and 10th percentiles of annual means (m3/s)"	NA	NA	NA	"QmeanIDR_All"
"None"	"QmeanIDR_Average"	"m3/s"	"QmeanIDR_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average difference between 90th and 10th percentiles of annual means (m3/s)"	NA	NA	NA	"QmeanIDR_Average"
"None"	"QmeanIDR_Dry"	"m3/s"	"QmeanIDR_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season difference between 90th and 10th percentiles of annual means (m3/s)"	NA	NA	NA	"QmeanIDR_Dry"
"None"	"QmeanIDR_Wet"	"m3/s"	"QmeanIDR_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season difference between 90th and 10th percentiles of annual means (m3/s)"	NA	NA	NA	"QmeanIDR_Wet"
"None"	"QmeanMEDIAN_All"	"m3/s"	"QmeanMEDIAN_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall median annual mean daily streamflow (m3/s)"	NA	NA	NA	"QmeanMEDIAN_All"
"None"	"QmeanMEDIAN_Average"	"m3/s"	"QmeanMEDIAN_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average median annual mean daily streamflow (m3/s)"	NA	NA	NA	"QmeanMEDIAN_Average"
"None"	"QmeanMEDIAN_Dry"	"m3/s"	"QmeanMEDIAN_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season median annual mean daily streamflow (m3/s)"	NA	NA	NA	"QmeanMEDIAN_Dry"
"None"	"QmeanMEDIAN_Wet"	"m3/s"	"QmeanMEDIAN_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season median annual mean daily streamflow (m3/s)"	NA	NA	NA	"QmeanMEDIAN_Wet"
"None"	"Qmed_All"	"m3/s"	"Qmed_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall median annual median daily streamflow (m3/s)"	NA	NA	NA	"Qmed_All"
"None"	"Qmed_Average"	"m3/s"	"Qmed_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average median annual median daily streamflow (m3/s)"	NA	NA	NA	"Qmed_Average"
"None"	"Qmed_Dry"	"m3/s"	"Qmed_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season median annual median daily streamflow (m3/s)"	NA	NA	NA	"Qmed_Dry"
"None"	"Qmed_Wet"	"m3/s"	"Qmed_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season median annual median daily streamflow (m3/s)"	NA	NA	NA	"Qmed_Wet"
"None"	"Qmin_All"	"m3/s"	"Qmin_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall median annual minimum daily streamflow (m3/s)"	NA	NA	NA	"Qmin_All"
"None"	"Qmin_Average"	"m3/s"	"Qmin_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average median annual minimum daily streamflow (m3/s)"	NA	NA	NA	"Qmin_Average"
"None"	"Qmin_Dry"	"m3/s"	"Qmin_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season median annual minimum daily streamflow (m3/s)"	NA	NA	NA	"Qmin_Dry"
"None"	"Qmin_Wet"	"m3/s"	"Qmin_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season median annual minimum daily streamflow (m3/s)"	NA	NA	NA	"Qmin_Wet"
"None"	"QminIDR_All"	"m3/s"	"QminIDR_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall difference between 90th and 10th percentiles of annual minima (m3/s)"	NA	NA	NA	"QminIDR_All"
"None"	"QminIDR_Average"	"m3/s"	"QminIDR_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average difference between 90th and 10th percentiles of annual minima (m3/s)"	NA	NA	NA	"QminIDR_Average"
"None"	"QminIDR_Dry"	"m3/s"	"QminIDR_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season difference between 90th and 10th percentiles of annual minima (m3/s)"	NA	NA	NA	"QminIDR_Dry"
"None"	"QminIDR_Wet"	"m3/s"	"QminIDR_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season difference between 90th and 10th percentiles of annual minima (m3/s)"	NA	NA	NA	"QminIDR_Wet"
"None"	"RBI_All"	"none"	"RBI_All"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Overall Richards-Baker Index (flashiness)"	NA	NA	NA	"RBI_All"
"None"	"RBI_Average"	"none"	"RBI_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average Richards-Baker Index (flashiness)"	NA	NA	NA	"RBI_Average"
"None"	"RBI_Dry"	"none"	"RBI_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	1	"Inc"	NA	"Dry-season Richards-Baker Index (flashiness)"	NA	NA	NA	"RBI_Dry"
"None"	"RBI_Wet"	"none"	"RBI_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season Richards-Baker Index (flashiness)"	NA	NA	NA	"RBI_Wet"
"None"	"SFR_Average"	"proportion"	"SFR_Average"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Average storm-flow recession (90th percentile of percent daily change)"	NA	NA	NA	"SFR_Average"
"None"	"SFR_Dry"	"proportion"	"SFR_Dry"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Dry-season storm-flow recession (90th percentile of percent daily change)"	NA	NA	NA	"SFR_Dry"
"None"	"SFR_Wet"	"proportion"	"SFR_Wet"	19	"Modeled flow metrics"	0	0	0	NA	NA	NA	NA	0	"Inc"	NA	"Wet-season storm-flow recession (90th percentile of percent daily change)"	NA	NA	NA	"SFR_Wet"
