FinalID	LifeStageCode	Phylum	Class	Order	Family	Tribe	Genus	Species	FFG	TolVal	Habit	SpecCondTolVal	PCT_SAFN_score
Cinygmula par	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Cinygmula	Cinygmula par	NA	4	CN	NA	
Cinygmula par	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Cinygmula	Cinygmula par	SC	4	CN	NA	
Cinygmula ramaleyi	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Cinygmula	Cinygmula ramaleyi	NA	4	CN	NA	
Cinygmula ramaleyi	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Cinygmula	Cinygmula ramaleyi	SC	4	CN	NA	
Cinygmula reticulata	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Cinygmula	Cinygmula reticulata	NA	4	CN	NA	
Cinygmula reticulata	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Cinygmula	Cinygmula reticulata	SC	4	CN	NA	
Cinygmula tarda	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Cinygmula	Cinygmula tarda	NA	4	CN	NA	
Cinygmula tarda	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Cinygmula	Cinygmula tarda	SC	4	CN	NA	
Cinygmula tioga	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Cinygmula	Cinygmula tioga	NA	4	CN	NA	
Cinygmula tioga	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Cinygmula	Cinygmula tioga	SC	4	CN	NA	
Cinygmula uniformis	A	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Cinygmula	Cinygmula uniformis	NA	4	CN	NA	
Cinygmula uniformis	L	Arthropoda	Insecta	Ephemeroptera	Heptageniidae	NA	Cinygmula	Cinygmula uniformis	SC	4	CN	NA	
Cirratulidae	J	Annelida	Polychaeta	Spionida	Cirratulidae	NA	NA	NA	NA	NA	NA	NA	
Cirratulidae	U	Annelida	Polychaeta	Spionida	Cirratulidae	NA	NA	NA	NA	NA	NA	NA	
Cirratulus spectabilis	U	Annelida	Polychaeta	Spionida	Cirratulidae	NA	Cirratulus	Cirratulus spectabilis	NA	NA	NA	NA	
Cirriformia	U	Annelida	Polychaeta	Spionida	Cirratulidae	NA	Cirriformia	NA	NA	NA	NA	NA	
Claassenia	A	Arthropoda	Insecta	Plecoptera	Perlidae	NA	Claassenia	NA	NA	3	CN	NA	
Claassenia	L	Arthropoda	Insecta	Plecoptera	Perlidae	NA	Claassenia	NA	P	3	CN	NA	
Claassenia	U	Arthropoda	Insecta	Plecoptera	Perlidae	NA	Claassenia	NA	NA	3	CN	NA	
Claassenia sabulosa	A	Arthropoda	Insecta	Plecoptera	Perlidae	NA	Claassenia	Claassenia sabulosa	NA	3	CN	NA	
Claassenia sabulosa	L	Arthropoda	Insecta	Plecoptera	Perlidae	NA	Claassenia	Claassenia sabulosa	P	3	CN	NA	
Cladocera	X	Arthropoda	Branchiopoda	Cladocera	NA	NA	NA	NA	CF	8	NA	NA	
Cladopelma	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	NA	CG	9	BU	NA	
Cladopelma	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	NA	CG	9	BU	NA	
Cladopelma	U	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	NA	CG	9	BU	NA	
Cladopelma amachaerum	A	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	Cladopelma amachaerum	NA	NA	BU	NA	
Cladopelma amachaerum	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	Cladopelma amachaerum	CG	9	BU	NA	
Cladopelma amachaerum	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	Cladopelma amachaerum	CG	9	BU	NA	
Cladopelma edwardsi	A	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	Cladopelma edwardsi	NA	NA	BU	NA	
Cladopelma edwardsi	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	Cladopelma edwardsi	CG	9	BU	NA	
Cladopelma edwardsi	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	Cladopelma edwardsi	CG	9	BU	NA	
Cladopelma forcipis	A	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	Cladopelma forcipis	NA	NA	BU	NA	
Cladopelma forcipis	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	Cladopelma forcipis	CG	9	BU	NA	
Cladopelma forcipis	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	Cladopelma forcipis	CG	9	BU	NA	
Cladopelma viridulum	A	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	Cladopelma viridulum	NA	NA	BU	NA	
Cladopelma viridulum	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	Cladopelma viridulum	CG	9	BU	NA	
Cladopelma viridulum	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cladopelma	Cladopelma viridulum	CG	9	BU	NA	
Cladotanytarsus	L	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsini	Cladotanytarsus	NA	CG	7	CB	NA	
Cladotanytarsus	P	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsini	Cladotanytarsus	NA	CG	7	CB	NA	
Cladotanytarsus marki	A	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsini	Cladotanytarsus	Cladotanytarsus marki	NA	7	CB	NA	
Cladotanytarsus marki	L	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsini	Cladotanytarsus	Cladotanytarsus marki	CG	7	CB	NA	
Cladotanytarsus marki	P	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsini	Cladotanytarsus	Cladotanytarsus marki	CG	7	CB	NA	
Cladotanytarsus viridiventris	A	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsini	Cladotanytarsus	Cladotanytarsus viridiventris	NA	NA	CB	NA	
Cladotanytarsus viridiventris	L	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsini	Cladotanytarsus	Cladotanytarsus viridiventris	CG	7	CB	NA	
Cladotanytarsus viridiventris	P	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsini	Cladotanytarsus	Cladotanytarsus viridiventris	CG	7	CB	NA	
Clathrosperchon	X	Arthropoda	Arachnida	Trombidiformes	Rhynchohydracaridae	NA	Clathrosperchon	NA	P	NA	NA	NA	
Clavidae	X	Cnidaria	Hydrozoa	Hydroida	Clavidae	NA	NA	NA	NA	NA	NA	NA	
Cleptelmis	A	Arthropoda	Insecta	Coleoptera	Elmidae	NA	Cleptelmis	NA	CG	4	CN	NA	
Cleptelmis	L	Arthropoda	Insecta	Coleoptera	Elmidae	NA	Cleptelmis	NA	CG	4	CN	NA	
Cleptelmis	U	Arthropoda	Insecta	Coleoptera	Elmidae	NA	Cleptelmis	NA	CG	4	CN	NA	
Cleptelmis addenda	A	Arthropoda	Insecta	Coleoptera	Elmidae	NA	Cleptelmis	Cleptelmis addenda	CG	4	CN	NA	
Cleptelmis addenda	L	Arthropoda	Insecta	Coleoptera	Elmidae	NA	Cleptelmis	Cleptelmis addenda	CG	4	CN	NA	
Climacia	L	Arthropoda	Insecta	Neuroptera	Sisyridae	NA	Climacia	NA	P	NA	CB	NA	
Climacia californica	L	Arthropoda	Insecta	Neuroptera	Sisyridae	NA	Climacia	Climacia californica	P	NA	CB	NA	
Clinocera	L	Arthropoda	Insecta	Diptera	Empididae	NA	Clinocera	NA	P	6	SP	NA	
Clinocera	P	Arthropoda	Insecta	Diptera	Empididae	NA	Clinocera	NA	P	6	SP	NA	
Clinocera	U	Arthropoda	Insecta	Diptera	Empididae	NA	Clinocera	NA	P	6	SP	NA	
Clinocerinae	L	Arthropoda	Insecta	Diptera	Empididae	NA	NA	NA	P	6	SP	NA	
Clinocerinae	P	Arthropoda	Insecta	Diptera	Empididae	NA	NA	NA	P	6	SP	NA	
Clinotanypus	L	Arthropoda	Insecta	Diptera	Chironomidae	Coelotanypodini	Clinotanypus	NA	P	8	BU	NA	
Clinotanypus	P	Arthropoda	Insecta	Diptera	Chironomidae	Coelotanypodini	Clinotanypus	NA	P	8	BU	NA	
Clinotanypus pinguis	A	Arthropoda	Insecta	Diptera	Chironomidae	Coelotanypodini	Clinotanypus	Clinotanypus pinguis	NA	NA	BU	NA	
Clinotanypus pinguis	L	Arthropoda	Insecta	Diptera	Chironomidae	Coelotanypodini	Clinotanypus	Clinotanypus pinguis	P	8	BU	NA	
Clinotanypus pinguis	P	Arthropoda	Insecta	Diptera	Chironomidae	Coelotanypodini	Clinotanypus	Clinotanypus pinguis	P	8	BU	NA	
Clistoronia	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clistoronia	NA	NA	4	SP	NA	
Clistoronia	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clistoronia	NA	SH	4	SP	NA	
Clistoronia	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clistoronia	NA	SH	4	SP	NA	
Clistoronia formosa	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clistoronia	Clistoronia formosa	NA	4	SP	NA	
Clistoronia formosa	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clistoronia	Clistoronia formosa	SH	4	SP	NA	
Clistoronia formosa	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clistoronia	Clistoronia formosa	SH	4	SP	NA	
Clistoronia maculata	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clistoronia	Clistoronia maculata	NA	4	SP	NA	
Clistoronia maculata	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clistoronia	Clistoronia maculata	SH	4	SP	NA	
Clistoronia maculata	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clistoronia	Clistoronia maculata	SH	4	SP	NA	
Clistoronia magnifica	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clistoronia	Clistoronia magnifica	NA	4	SP	NA	
Clistoronia magnifica	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clistoronia	Clistoronia magnifica	SH	4	SP	NA	
Clistoronia magnifica	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clistoronia	Clistoronia magnifica	SH	4	SP	NA	
Cloeodes	A	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Cloeodes	NA	NA	4	SW	NA	
Cloeodes	L	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Cloeodes	NA	CG	4	SW	NA	
Cloeodes	U	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Cloeodes	NA	NA	4	SW	NA	
Cloeodes excogitatus	A	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Cloeodes	Cloeodes excogitatus	NA	4	SW	NA	
Cloeodes excogitatus	L	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Cloeodes	Cloeodes excogitatus	CG	4	SW	NA	
Cloeodes macrolamellus	A	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Cloeodes	Cloeodes macrolamellus	NA	4	SW	NA	
Cloeodes macrolamellus	L	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Cloeodes	Cloeodes macrolamellus	CG	4	SW	NA	
Cloeodes peninsulus	A	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Cloeodes	Cloeodes peninsulus	NA	4	SW	NA	
Cloeodes peninsulus	L	Arthropoda	Insecta	Ephemeroptera	Baetidae	NA	Cloeodes	Cloeodes peninsulus	CG	4	SW	NA	
Clostoeca	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clostoeca	NA	NA	4	SP	NA	
Clostoeca	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clostoeca	NA	SH	4	SP	NA	
Clostoeca	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clostoeca	NA	SH	4	SP	NA	
Clostoeca disjuncta	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clostoeca	Clostoeca disjuncta	NA	4	SP	NA	
Clostoeca disjuncta	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clostoeca	Clostoeca disjuncta	SH	4	SP	NA	
Clostoeca disjuncta	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Clostoeca	Clostoeca disjuncta	SH	4	SP	NA	
Clunio	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Clunio	NA	CG	5	BU	NA	
Clunio	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Clunio	NA	CG	5	BU	NA	
Clunio californiensis	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Clunio	Clunio californiensis	NA	NA	BU	NA	
Clunio californiensis	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Clunio	Clunio californiensis	CG	5	BU	NA	
Clunio californiensis	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Clunio	Clunio californiensis	CG	5	BU	NA	
Cnidaria	X	Cnidaria	NA	NA	NA	NA	NA	NA	NA	NA	BU	NA	
Cnodocentron	A	Arthropoda	Insecta	Trichoptera	Xiphocentronidae	NA	Cnodocentron	NA	NA	NA	SP	NA	
Cnodocentron	L	Arthropoda	Insecta	Trichoptera	Xiphocentronidae	NA	Cnodocentron	NA	NA	NA	SP	NA	
Cnodocentron	P	Arthropoda	Insecta	Trichoptera	Xiphocentronidae	NA	Cnodocentron	NA	NA	NA	SP	NA	
Cnodocentron yavapai	A	Arthropoda	Insecta	Trichoptera	Xiphocentronidae	NA	Cnodocentron	Cnodocentron yavapai	NA	NA	SP	NA	
Cnodocentron yavapai	L	Arthropoda	Insecta	Trichoptera	Xiphocentronidae	NA	Cnodocentron	Cnodocentron yavapai	NA	NA	SP	NA	
Cnodocentron yavapai	P	Arthropoda	Insecta	Trichoptera	Xiphocentronidae	NA	Cnodocentron	Cnodocentron yavapai	NA	NA	SP	NA	
Cochliopidae	X	Mollusca	Gastropoda	Hypsogastropoda	Cochliopidae	NA	NA	NA	NA	NA	NA	NA	
Coelenterata	X	Coelenterata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
Coelotanypodini	L	Arthropoda	Insecta	Diptera	Chironomidae	Coelotanypodini	NA	NA	NA	NA	BU	NA	
Coenagrion	L	Arthropoda	Insecta	Odonata	Coenagrionidae	NA	Coenagrion	NA	P	7	CB	NA	
Coenagrion resolutum	L	Arthropoda	Insecta	Odonata	Coenagrionidae	NA	Coenagrion	Coenagrion resolutum	P	7	CB	NA	
Coenagrion/ Enallagma	L	Arthropoda	Insecta	Odonata	Coenagrionidae	NA	NA	NA	P	9	CB	NA	
Coenagrionidae	L	Arthropoda	Insecta	Odonata	Coenagrionidae	NA	NA	NA	P	9	CB	NA	
Coenagrionidae	U	Arthropoda	Insecta	Odonata	Coenagrionidae	NA	NA	NA	P	9	CB	NA	
Coleoptera	A	Arthropoda	Insecta	Coleoptera	NA	NA	NA	NA	P	NA	NA	NA	
Coleoptera	L	Arthropoda	Insecta	Coleoptera	NA	NA	NA	NA	P	NA	NA	NA	
Colligyrus	X	Mollusca	Gastropoda	Hypsogastropoda	Amnicolidae	NA	Colligyrus	NA	NA	NA	NA	NA	
Colligyrus convexus	X	Mollusca	Gastropoda	Hypsogastropoda	Amnicolidae	NA	Colligyrus	Colligyrus convexus	NA	NA	NA	NA	
Colligyrus greggi	X	Mollusca	Gastropoda	Hypsogastropoda	Amnicolidae	NA	Colligyrus	Colligyrus greggi	NA	NA	NA	NA	
Columbasellus	X	Arthropoda	Malacostraca	Isopoda	Asellidae	NA	Columbasellus	NA	NA	NA	NA	NA	
Columbasellus acheron	X	Arthropoda	Malacostraca	Isopoda	Asellidae	NA	Columbasellus	Columbasellus acheron	NA	NA	NA	NA	
Colymbetes	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Colymbetes	NA	P	5	SW	NA	
Colymbetes	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Colymbetes	NA	P	5	SW	NA	
Colymbetes crotchi	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Colymbetes	Colymbetes crotchi	P	5	SW	NA	
Colymbetes crotchi	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Colymbetes	Colymbetes crotchi	P	5	SW	NA	
Colymbetes densus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Colymbetes	Colymbetes densus	P	5	SW	NA	
Colymbetes densus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Colymbetes	Colymbetes densus	P	5	SW	NA	
Colymbetes incognitus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Colymbetes	Colymbetes incognitus	P	5	SW	NA	
Colymbetes incognitus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Colymbetes	Colymbetes incognitus	P	5	SW	NA	
Colymbetes strigatus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Colymbetes	Colymbetes strigatus	P	5	SW	NA	
Colymbetes strigatus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Colymbetes	Colymbetes strigatus	P	5	SW	NA	
Colymbetinae	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	NA	NA	P	5	SW	NA	
Colymbetinae	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	NA	NA	P	5	SW	NA	
Colymbetinae	U	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	NA	NA	P	5	SW	NA	
Conchapelopia	L	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneurini	Conchapelopia	NA	P	6	SP	NA	
Conchapelopia	P	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneurini	Conchapelopia	NA	P	6	SP	NA	
Conchapelopia mera	A	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Conchapelopia	Conchapelopia mera	NA	NA	SP	NA	
Conchapelopia mera	L	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Conchapelopia	Conchapelopia mera	P	6	SP	NA	
Conchapelopia mera	P	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Conchapelopia	Conchapelopia mera	P	6	SP	NA	
Conchapelopia pallens	A	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Conchapelopia	Conchapelopia pallens	NA	NA	SP	NA	
Conchapelopia pallens	L	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Conchapelopia	Conchapelopia pallens	P	6	SP	NA	
Conchapelopia pallens	P	Arthropoda	Insecta	Diptera	Chironomidae	Pentaneuriini	Conchapelopia	Conchapelopia pallens	P	6	SP	NA	
Constempellina	L	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsini	Constempellina	NA	CG	4	BU	NA	
Constempellina	P	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsini	Constempellina	NA	CG	4	BU	NA	
Copelatinae	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	NA	NA	P	5	SW	NA	
Copelatinae	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	NA	NA	P	5	SW	NA	
Copelatus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Copelatus	NA	P	5	SW	NA	
Copelatus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Copelatus	NA	P	5	SW	NA	
Copelatus chevrolati	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Copelatus	Copelatus chevrolati	P	5	SW	NA	
Copelatus chevrolati	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Copelatus	Copelatus chevrolati	P	5	SW	NA	
Copelatus glyphicus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Copelatus	Copelatus glyphicus	P	5	SW	NA	
Copelatus glyphicus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Copelatus	Copelatus glyphicus	P	5	SW	NA	
Copepoda	X	Arthropoda	Copepoda	NA	NA	NA	NA	NA	CG	8	NA	NA	
Coptotomus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Coptotomus	NA	P	5	SW	NA	
Coptotomus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Coptotomus	NA	P	5	SW	NA	
Coptotomus longulus	A	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Coptotomus	Coptotomus longulus	P	5	SW	NA	
Coptotomus longulus	L	Arthropoda	Insecta	Coleoptera	Dytiscidae	NA	Coptotomus	Coptotomus longulus	P	5	SW	NA	
Coquillettidia	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Coquillettidia	NA	NA	NA	SW	NA	
Coquillettidia	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Coquillettidia	NA	NA	NA	SW	NA	
Coquillettidia peturbans	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Coquillettidia	Coquillettidia peturbans	NA	NA	SW	NA	
Coquillettidia peturbans	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Coquillettidia	Coquillettidia peturbans	NA	NA	SW	NA	
Corambe steinbergae	U	Mollusca	Gastropoda	Nudibranchia	Onchidorididae	NA	Corambe	Corambe steinbergae	NA	NA	NA	NA	
Corbicula	U	Mollusca	Bivalvia	Veneroida	Corbiculidae	NA	Corbicula	NA	CF	8	NA	6	
Corbicula	X	Mollusca	Bivalvia	Veneroida	Corbiculidae	NA	Corbicula	NA	CF	8	NA	6	
Corbicula fluminea	X	Mollusca	Bivalvia	Veneroida	Corbiculidae	NA	Corbicula	Corbicula fluminea	CF	10	NA	NA	
Corbicula manilensis	X	Mollusca	Bivalvia	Veneroida	Corbiculidae	NA	Corbicula	Corbicula manilensis	CF	NA	NA	NA	
Corbiculidae	X	Mollusca	Bivalvia	Veneroida	Corbiculidae	NA	NA	NA	CF	10	NA	NA	
Cordulegaster	L	Arthropoda	Insecta	Odonata	Cordulegastridae	NA	Cordulegaster	NA	P	3	SP	NA	
Cordulegaster	U	Arthropoda	Insecta	Odonata	Cordulegastridae	NA	Cordulegaster	NA	P	3	SP	NA	
Cordulegaster diadema	L	Arthropoda	Insecta	Odonata	Cordulegastridae	NA	Cordulegaster	Cordulegaster diadema	P	3	SP	NA	
Cordulegaster dorsalis	L	Arthropoda	Insecta	Odonata	Cordulegastridae	NA	Cordulegaster	Cordulegaster dorsalis	P	3	SP	NA	
Cordulegaster dorsalis	U	Arthropoda	Insecta	Odonata	Cordulegastridae	NA	Cordulegaster	Cordulegaster dorsalis	P	3	SP	NA	
Cordulegastridae	L	Arthropoda	Insecta	Odonata	Cordulegastridae	NA	NA	NA	P	3	SP	NA	
Cordulia	L	Arthropoda	Insecta	Odonata	Corduliidae	NA	Cordulia	NA	P	2	CB	NA	
Cordulia shurtleffii	L	Arthropoda	Insecta	Odonata	Corduliidae	NA	Cordulia	Cordulia shurtleffii	P	2	CB	NA	
Corduliidae	L	Arthropoda	Insecta	Odonata	Corduliidae	NA	NA	NA	P	2	CB	NA	
Corduliidae	U	Arthropoda	Insecta	Odonata	Corduliidae	NA	NA	NA	P	2	CB	NA	
Cordylophora	X	Cnidaria	Hydrozoa	Hydroida	Clavidae	NA	Cordylophora	NA	NA	NA	NA	NA	
Corisella	A	Arthropoda	Insecta	Hemiptera	Corixidae	NA	Corisella	NA	P	8	SW	NA	
Corisella	L	Arthropoda	Insecta	Hemiptera	Corixidae	NA	Corisella	NA	P	8	SW	NA	
Corisella decolor	A	Arthropoda	Insecta	Hemiptera	Corixidae	NA	Corisella	Corisella decolor	P	8	SW	NA	
Corisella decolor	L	Arthropoda	Insecta	Hemiptera	Corixidae	NA	Corisella	Corisella decolor	P	8	SW	NA	
Corisella edulis	A	Arthropoda	Insecta	Hemiptera	Corixidae	NA	Corisella	Corisella edulis	P	8	SW	NA	
Corisella edulis	L	Arthropoda	Insecta	Hemiptera	Corixidae	NA	Corisella	Corisella edulis	P	8	SW	NA	
Corisella inscripta	A	Arthropoda	Insecta	Hemiptera	Corixidae	NA	Corisella	Corisella inscripta	P	10	SW	NA	
Corisella inscripta	L	Arthropoda	Insecta	Hemiptera	Corixidae	NA	Corisella	Corisella inscripta	P	10	SW	NA	
Corisella inscripta	U	Arthropoda	Insecta	Hemiptera	Corixidae	NA	Corisella	Corisella inscripta	P	10	SW	NA	
Corisella tarsalis	A	Arthropoda	Insecta	Hemiptera	Corixidae	NA	Corisella	Corisella tarsalis	P	8	SW	NA	
Corisella tarsalis	L	Arthropoda	Insecta	Hemiptera	Corixidae	NA	Corisella	Corisella tarsalis	P	8	SW	NA	
Corixidae	A	Arthropoda	Insecta	Hemiptera	Corixidae	NA	NA	NA	P	8	SW	NA	
Corixidae	L	Arthropoda	Insecta	Hemiptera	Corixidae	NA	NA	NA	P	8	SW	NA	
Corixidae	U	Arthropoda	Insecta	Hemiptera	Corixidae	NA	NA	NA	P	8	SW	NA	
Corophiidae	X	Arthropoda	Malacostraca	Amphipoda	Corophiidae	NA	NA	NA	CF	4	NA	NA	
Corticacarus	X	Arthropoda	Arachnida	Trombidiformes	Hygrobatidae	NA	Corticacarus	NA	P	8	NA	NA	
Corydalidae	L	Arthropoda	Insecta	Megaloptera	Corydalidae	NA	NA	NA	P	0	CN	NA	
Corydalus	A	Arthropoda	Insecta	Megaloptera	Corydalidae	NA	Corydalus	NA	P	0	CN	NA	
Corydalus	L	Arthropoda	Insecta	Megaloptera	Corydalidae	NA	Corydalus	NA	P	0	CN	NA	
Corydalus	U	Arthropoda	Insecta	Megaloptera	Corydalidae	NA	Corydalus	NA	P	0	CN	NA	
Corydalus bidenticulatus	A	Arthropoda	Insecta	Megaloptera	Corydalidae	NA	Corydalus	Corydalus bidenticulatus	NA	NA	CN	NA	
Corydalus bidenticulatus	L	Arthropoda	Insecta	Megaloptera	Corydalidae	NA	Corydalus	Corydalus bidenticulatus	P	0	CN	NA	
Corydalus texanus	A	Arthropoda	Insecta	Megaloptera	Corydalidae	NA	Corydalus	Corydalus texanus	NA	NA	CN	NA	
Corydalus texanus	L	Arthropoda	Insecta	Megaloptera	Corydalidae	NA	Corydalus	Corydalus texanus	P	0	CN	NA	
Corydalus texanus	U	Arthropoda	Insecta	Megaloptera	Corydalidae	NA	Corydalus	Corydalus texanus	NA	NA	CN	NA	
Corynoneura	L	Arthropoda	Insecta	Diptera	Chironomidae	Corynoneurini	Corynoneura	NA	CG	7	SP	3	
Corynoneura	P	Arthropoda	Insecta	Diptera	Chironomidae	Corynoneurini	Corynoneura	NA	CG	7	SP	3	
Corynoneura	U	Arthropoda	Insecta	Diptera	Chironomidae	Corynoneurini	Corynoneura	NA	CG	7	SP	3	
Corynoneurini	L	Arthropoda	Insecta	Diptera	Chironomidae	Corynoneurini	NA	NA	NA	NA	BU	NA	
Cossura	U	Annelida	Polychaeta	Cossurida	Cossuridae	NA	Cossura	NA	NA	NA	NA	NA	
Cosumnoperla	A	Arthropoda	Insecta	Plecoptera	Perlodidae	NA	Cosumnoperla	NA	NA	2	CN	NA	
Cosumnoperla	L	Arthropoda	Insecta	Plecoptera	Perlodidae	NA	Cosumnoperla	NA	P	2	CN	NA	
Cosumnoperla hypocrena	A	Arthropoda	Insecta	Plecoptera	Perlodidae	NA	Cosumnoperla	Cosumnoperla hypocrena	NA	2	CN	NA	
Cosumnoperla hypocrena	L	Arthropoda	Insecta	Plecoptera	Perlodidae	NA	Cosumnoperla	Cosumnoperla hypocrena	P	2	CN	NA	
