FinalID	LifeStageCode	Phylum	Class	Order	Family	Tribe	Genus	Species	FFG	TolVal	Habit	SpecCondTolVal	PCT_SAFN_score
Cosumnoperla sequoia	A	Arthropoda	Insecta	Plecoptera	Perlodidae	NA	Cosumnoperla	Cosumnoperla sequoia	NA	2	CN	NA	
Cosumnoperla sequoia	L	Arthropoda	Insecta	Plecoptera	Perlodidae	NA	Cosumnoperla	Cosumnoperla sequoia	P	2	CN	NA	
Crangon	U	Arthropoda	Malacostraca	Decapoda	Crangonidae	NA	Crangon	NA	NA	NA	NA	NA	
Crangonyctidae	X	Arthropoda	Malacostraca	Amphipoda	Crangonyctidae	NA	NA	NA	CG	4	NA	NA	
Crangonyx	U	Arthropoda	Malacostraca	Amphipoda	Crangonyctidae	NA	Crangonyx	NA	CG	4	NA	NA	
Crangonyx	X	Arthropoda	Malacostraca	Amphipoda	Crangonyctidae	NA	Crangonyx	NA	CG	4	NA	NA	
Craspedacusta	X	Cnidaria	Hydrozoa	Hydroida	Olindiasidae	NA	Craspedacusta	NA	NA	NA	NA	NA	
Craspedacusta sowerbyi	X	Cnidaria	Hydrozoa	Hydroida	Olindiasidae	NA	Craspedacusta	Craspedacusta sowerbyi	NA	NA	NA	NA	
Crassostrea gigas	U	Mollusca	Bivalvia	Ostreoida	Ostreidae	NA	Crassostrea	Crassostrea gigas	NA	NA	NA	NA	
Crenitis	A	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	NA	CG	5	BU	NA	
Crenitis	L	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	NA	P	5	BU	NA	
Crenitis alticola	A	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis alticola	CG	5	BU	NA	
Crenitis alticola	L	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis alticola	P	5	BU	NA	
Crenitis dissimilis	A	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis dissimilis	CG	5	BU	NA	
Crenitis dissimilis	L	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis dissimilis	P	5	BU	NA	
Crenitis malkini	A	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis malkini	CG	5	BU	NA	
Crenitis malkini	L	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis malkini	P	5	BU	NA	
Crenitis morata	A	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis morata	CG	5	BU	NA	
Crenitis morata	L	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis morata	P	5	BU	NA	
Crenitis palpalis	A	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis palpalis	CG	5	BU	NA	
Crenitis palpalis	L	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis palpalis	P	5	BU	NA	
Crenitis paradigma	A	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis paradigma	CG	5	BU	NA	
Crenitis paradigma	L	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis paradigma	P	5	BU	NA	
Crenitis rufiventris	A	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis rufiventris	CG	5	BU	NA	
Crenitis rufiventris	L	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis rufiventris	P	5	BU	NA	
Crenitis seriellus	A	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis seriellus	CG	5	BU	NA	
Crenitis seriellus	L	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis seriellus	P	5	BU	NA	
Crenitis snoqualmie	A	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis snoqualmie	CG	5	BU	NA	
Crenitis snoqualmie	L	Arthropoda	Insecta	Coleoptera	Hydrophilidae	NA	Crenitis	Crenitis snoqualmie	P	5	BU	NA	
Crenophylax	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Crenophylax	NA	NA	3	SP	NA	
Crenophylax	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Crenophylax	NA	SH	3	SP	NA	
Crenophylax	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Crenophylax	NA	SH	3	SP	NA	
Crenophylax sperryi	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Crenophylax	Crenophylax sperryi	NA	NA	SP	NA	
Crenophylax sperryi	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Crenophylax	Crenophylax sperryi	SH	3	SP	NA	
Crenophylax sperryi	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Crenophylax	Crenophylax sperryi	SH	3	SP	NA	
Cricotopus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	NA	CG	7	CN	4	
Cricotopus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	NA	CG	7	CN	4	
Cricotopus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	NA	CG	7	CN	4	
Cricotopus	U	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	NA	CG	7	CN	4	
Cricotopus absurdus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus absurdus	NA	NA	CN	NA	
Cricotopus absurdus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus absurdus	CG	7	CN	NA	
Cricotopus absurdus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus absurdus	CG	7	CN	NA	
Cricotopus annulator	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus annulator	NA	NA	CN	NA	
Cricotopus annulator	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus annulator	CG	7	CN	NA	
Cricotopus annulator	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus annulator	CG	7	CN	NA	
Cricotopus bicinctus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus bicinctus	NA	NA	CN	NA	
Cricotopus bicinctus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus bicinctus	CG	7	CN	NA	
Cricotopus bicinctus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus bicinctus	CG	7	CN	NA	
Cricotopus bicinctus group	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	NA	CG	7	CN	NA	
Cricotopus bicinctus group	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	NA	CG	7	CN	NA	
Cricotopus bicinctus group	U	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	NA	CG	7	CN	NA	
Cricotopus bifurcatus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus bifurcatus	NA	NA	CN	NA	
Cricotopus bifurcatus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus bifurcatus	CG	7	CN	NA	
Cricotopus bifurcatus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus bifurcatus	CG	7	CN	NA	
Cricotopus blinni	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus blinni	NA	NA	CN	NA	
Cricotopus blinni	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus blinni	CG	7	CN	NA	
Cricotopus blinni	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus blinni	CG	7	CN	NA	
Cricotopus edurus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus edurus	NA	NA	CN	NA	
Cricotopus edurus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus edurus	CG	7	CN	NA	
Cricotopus edurus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus edurus	CG	7	CN	NA	
Cricotopus furtivus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus furtivus	NA	NA	CN	NA	
Cricotopus furtivus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus furtivus	CG	7	CN	NA	
Cricotopus furtivus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus furtivus	CG	7	CN	NA	
Cricotopus fuscatus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus fuscatus	NA	NA	CN	NA	
Cricotopus fuscatus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus fuscatus	CG	7	CN	NA	
Cricotopus fuscatus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus fuscatus	CG	7	CN	NA	
Cricotopus globistylus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus globistylus	NA	NA	CN	NA	
Cricotopus globistylus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus globistylus	CG	7	CN	NA	
Cricotopus globistylus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus globistylus	cg	7	CN	NA	
Cricotopus herrmanni	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus herrmanni	NA	NA	CN	NA	
Cricotopus herrmanni	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus herrmanni	CG	7	CN	NA	
Cricotopus herrmanni	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus herrmanni	CG	7	CN	NA	
Cricotopus infuscatus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus infuscatus	NA	NA	CN	NA	
Cricotopus infuscatus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus infuscatus	CG	7	CN	NA	
Cricotopus infuscatus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus infuscatus	CG	7	CN	NA	
Cricotopus lestralis	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus lestralis	NA	NA	CN	NA	
Cricotopus lestralis	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus lestralis	CG	7	CN	NA	
Cricotopus lestralis	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus lestralis	CG	7	CN	NA	
Cricotopus nostocicola	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus nostocicola	SH	7	CN	NA	
Cricotopus nostocicola	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus nostocicola	SH	7	CN	NA	
Cricotopus obscurifuscus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus obscurifuscus	NA	NA	CN	NA	
Cricotopus obscurifuscus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus obscurifuscus	CG	7	CN	NA	
Cricotopus obscurifuscus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus obscurifuscus	CG	7	CN	NA	
Cricotopus ornatus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus ornatus	NA	NA	CN	NA	
Cricotopus ornatus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus ornatus	CG	7	CN	NA	
Cricotopus ornatus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus ornatus	CG	7	CN	NA	
Cricotopus parafuscatus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus parafuscatus	NA	NA	CN	NA	
Cricotopus parafuscatus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus parafuscatus	CG	7	CN	NA	
Cricotopus parafuscatus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus parafuscatus	CG	7	CN	NA	
Cricotopus subfuscus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus subfuscus	NA	NA	CN	NA	
Cricotopus subfuscus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus subfuscus	CG	7	CN	NA	
Cricotopus subfuscus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus subfuscus	CG	7	CN	NA	
Cricotopus subletteorum	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus subletteorum	NA	NA	CN	NA	
Cricotopus subletteorum	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus subletteorum	CG	7	CN	NA	
Cricotopus subletteorum	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus subletteorum	CG	7	CN	NA	
Cricotopus sylvestris	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus sylvestris	NA	NA	CN	NA	
Cricotopus sylvestris	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus sylvestris	OM	7	CN	NA	
Cricotopus sylvestris	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus sylvestris	OM	7	CN	NA	
Cricotopus tremulus	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus tremulus	NA	NA	CN	NA	
Cricotopus tremulus	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus tremulus	CG	7	CN	NA	
Cricotopus tremulus	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus tremulus	CG	7	CN	NA	
Cricotopus trifascia	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus trifascia	NA	NA	CN	NA	
Cricotopus trifascia	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus trifascia	SH	7	CN	NA	
Cricotopus trifascia	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus trifascia	SH	7	CN	NA	
Cricotopus trifascia group	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	NA	CG	7	CN	NA	
Cricotopus trifascia group	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	NA	CG	7	CN	NA	
Cricotopus trifascia group	U	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	NA	CG	7	CN	NA	
Cricotopus varipes	A	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus varipes	NA	NA	CN	NA	
Cricotopus varipes	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus varipes	CG	7	CN	NA	
Cricotopus varipes	P	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus	Cricotopus varipes	CG	7	CN	NA	
Cricotopus/ Bicinctus	U	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus/ Bicinctus	NA	CG	7	CN	NA	
Cricotopus/ Orthocladius	L	Arthropoda	Insecta	Diptera	Chironomidae	NA	NA	NA	SH	NA	BU	NA	
Cricotopus/ Trifascia	U	Arthropoda	Insecta	Diptera	Chironomidae	NA	Cricotopus/ Trifascia	NA	CG	7	CN	NA	
Crustacea	X	Arthropoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
Cryptochia	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	NA	NA	0	SP	NA	
Cryptochia	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	NA	SH	0	SP	NA	
Cryptochia	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	NA	SH	0	SP	NA	
Cryptochia califca	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia califca	NA	0	SP	NA	
Cryptochia califca	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia califca	SH	0	SP	NA	
Cryptochia califca	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia califca	SH	0	SP	NA	
Cryptochia denningi	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia denningi	NA	0	SP	NA	
Cryptochia denningi	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia denningi	SH	0	SP	NA	
Cryptochia denningi	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia denningi	SH	0	SP	NA	
Cryptochia excella	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia excella	NA	0	SP	NA	
Cryptochia excella	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia excella	SH	0	SP	NA	
Cryptochia excella	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia excella	SH	0	SP	NA	
Cryptochia furcata	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia furcata	NA	0	SP	NA	
Cryptochia furcata	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia furcata	SH	0	SP	NA	
Cryptochia furcata	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia furcata	SH	0	SP	NA	
Cryptochia neosa	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia neosa	NA	0	SP	NA	
Cryptochia neosa	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia neosa	SH	0	SP	NA	
Cryptochia neosa	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia neosa	SH	0	SP	NA	
Cryptochia pilosa	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia pilosa	NA	0	SP	NA	
Cryptochia pilosa	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia pilosa	SH	0	SP	NA	
Cryptochia pilosa	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia pilosa	SH	0	SP	NA	
Cryptochia shasta	A	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia shasta	NA	0	SP	NA	
Cryptochia shasta	L	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia shasta	SH	0	SP	NA	
Cryptochia shasta	P	Arthropoda	Insecta	Trichoptera	Limnephilidae	NA	Cryptochia	Cryptochia shasta	SH	0	SP	NA	
Cryptochironomus	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	NA	P	8	SP	6	
Cryptochironomus	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	NA	P	8	SP	6	
Cryptochironomus	U	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	NA	P	8	SP	6	
Cryptochironomus curryi	A	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus curryi	NA	NA	SP	NA	
Cryptochironomus curryi	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus curryi	P	8	SP	NA	
Cryptochironomus curryi	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus curryi	P	8	SP	NA	
Cryptochironomus digitatus	A	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus digitatus	NA	NA	SP	NA	
Cryptochironomus digitatus	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus digitatus	P	8	SP	NA	
Cryptochironomus digitatus	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus digitatus	P	8	SP	NA	
Cryptochironomus fulvus	A	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus fulvus	NA	NA	SP	NA	
Cryptochironomus fulvus	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus fulvus	P	8	SP	NA	
Cryptochironomus fulvus	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus fulvus	P	8	SP	NA	
Cryptochironomus ponderosus	A	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus ponderosus	NA	NA	SP	NA	
Cryptochironomus ponderosus	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus ponderosus	P	8	SP	NA	
Cryptochironomus ponderosus	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus ponderosus	P	8	SP	NA	
Cryptochironomus psittacinus	A	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus psittacinus	NA	NA	SP	NA	
Cryptochironomus psittacinus	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus psittacinus	P	8	SP	NA	
Cryptochironomus psittacinus	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptochironomus	Cryptochironomus psittacinus	P	8	SP	NA	
Cryptolabis	L	Arthropoda	Insecta	Diptera	Tipulidae	NA	Cryptolabis	NA	SH	3	BU	NA	
Cryptolabis	P	Arthropoda	Insecta	Diptera	Tipulidae	NA	Cryptolabis	NA	SH	3	BU	NA	
Cryptolabis	U	Arthropoda	Insecta	Diptera	Tipulidae	NA	Cryptolabis	NA	SH	3	BU	NA	
Cryptotendipes	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptotendipes	NA	CG	6	BU	NA	
Cryptotendipes	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptotendipes	NA	CG	6	BU	NA	
Cryptotendipes ariel	A	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptotendipes	Cryptotendipes ariel	NA	NA	BU	NA	
Cryptotendipes ariel	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptotendipes	Cryptotendipes ariel	CG	6	BU	NA	
Cryptotendipes ariel	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptotendipes	Cryptotendipes ariel	CG	6	BU	NA	
Cryptotendipes darbyi	A	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptotendipes	Cryptotendipes darbyi	NA	NA	BU	NA	
Cryptotendipes darbyi	L	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptotendipes	Cryptotendipes darbyi	CG	6	BU	NA	
Cryptotendipes darbyi	P	Arthropoda	Insecta	Diptera	Chironomidae	Chironomini	Cryptotendipes	Cryptotendipes darbyi	CG	6	BU	NA	
Culex	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	NA	CG	8	SW	NA	
Culex	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	NA	CG	8	SW	NA	
Culex	U	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	NA	CG	8	SW	NA	
Culex anips	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex anips	CG	8	SW	NA	
Culex anips	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex anips	CG	8	SW	NA	
Culex apicalis	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex apicalis	CG	8	SW	NA	
Culex apicalis	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex apicalis	CG	8	SW	NA	
Culex arizonensis	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex arizonensis	CG	8	SW	NA	
Culex arizonensis	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex arizonensis	CG	8	SW	NA	
Culex boharti	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex boharti	CG	8	SW	NA	
Culex boharti	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex boharti	CG	8	SW	NA	
Culex coronator	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex coronator	CG	8	SW	NA	
Culex coronator	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex coronator	CG	8	SW	NA	
Culex erythrothorax	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex erythrothorax	CG	8	SW	NA	
Culex erythrothorax	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex erythrothorax	CG	8	SW	NA	
Culex interrogator	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex interrogator	CG	8	SW	NA	
Culex interrogator	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex interrogator	CG	8	SW	NA	
Culex pipiens	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex pipiens	CG	8	SW	NA	
Culex pipiens	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex pipiens	CG	8	SW	NA	
Culex quinquefasciatus	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex quinquefasciatus	CG	8	SW	NA	
Culex quinquefasciatus	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex quinquefasciatus	CG	8	SW	NA	
Culex reevesi	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex reevesi	CG	8	SW	NA	
Culex reevesi	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex reevesi	CG	8	SW	NA	
Culex restuans	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex restuans	CG	8	SW	NA	
Culex restuans	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex restuans	CG	8	SW	NA	
Culex salinarius	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex salinarius	CG	8	SW	NA	
Culex salinarius	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex salinarius	CG	8	SW	NA	
Culex stigmatosoma	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex stigmatosoma	CG	8	SW	NA	
Culex stigmatosoma	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex stigmatosoma	CG	8	SW	NA	
Culex tarsalis	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex tarsalis	CG	8	SW	NA	
Culex tarsalis	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex tarsalis	CG	8	SW	NA	
Culex territans	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex territans	CG	8	SW	NA	
Culex territans	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex territans	CG	8	SW	NA	
Culex thriambus	L	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex thriambus	CG	8	SW	NA	
Culex thriambus	P	Arthropoda	Insecta	Diptera	Culicidae	NA	Culex	Culex thriambus	CG	8	SW	NA	
Culicidae	L	Arthropoda	Insecta	Diptera	Culicidae	NA	NA	NA	CG	8	SW	NA	
