"STATION_CD"	"STATION_NAME"	"COMID"	"STATION_RID"	"HUC12"	"COUNTY_NAME"	"STATION_TYPE"	"LATITUDE"	"LONGITUDE"	"UTM_EAST"	"UTM_NORTH"	"UTM_ZONE"	"Elevation"	"ReferenceStatus"	"Year"
"SCRED008.94"	100725	15906357	737	15050301	"SANTA CRUZ"	"Stream"	31.523778	-110.642528	533939	3487707	"12N"	4650	NA	NA
"SCRIL009.78"	100294	15894026	183	15050302	"PIMA"	"Stream"	32.270833	-110.914444	508057	3570459	"12N"	NA	NA	NA
"SCRIN008.97"	102170	15895252	1108	15050302	"PIMA"	"Stream"	32.129667	-110.626028	535274	3554870	"12N"	NA	NA	NA
"SCROM000.03"	105478	15903519	2042	15050301	"PIMA"	"Stream"	32.430867	-110.89875	509519	3588200	"12N"	NA	NA	NA
"SCSAB004.49"	100260	15893872	156	15050302	"PIMA"	"Stream"	32.313611	-110.811389	517754	3575214	"12N"	2695	NA	NA
"SCSAB005.09"	106482	15893872	2149	15050302	"PIMA"	"Stream"	32.320972	-110.810639	517824	3576030	"12N"	2780	NA	NA
"SCSAB005.21"	102834	15893840	1417	15050302	"PIMA"	"Stream"	32.322472	-110.809389	517941	3576196	"12N"	NA	NA	NA
"SCSAB005.40"	101152	15893840	596	15050302	"PIMA"	"Stream"	32.323727	-110.806519	518211	3576336	"12N"	3060	NA	NA
"SCSAB007.15"	102835	15893840	1418	15050302	"PIMA"	"Stream"	32.336583	-110.787389	520009	3577764	"12N"	3040	NA	NA
"SCSAB009.77"	100635	15893752	740	15050302	"PIMA"	"Stream"	32.367903	-110.781573	520549	3581237	"12N"	3720	NA	NA
"SCSAB016.28"	103592	15895198	1619	15050302	"PIMA"	"Stream"	32.427833	-110.755278	523007	3587886	"12N"	NA	NA	NA
"SCSAB017.02"	100261	15895198	969	15050302	"PIMA"	"Stream"	32.436111	-110.758333	522718	3588803	"12N"	NA	NA	NA
"SCSCR030.70"	111155	15890430	2662	15050303	"PIMA"	"Stream"	32.421	-111.2004	481158	3587120	"12N"	NA	NA	NA
"SCSCR033.07"	105066	15890430	1972	15050303	"PIMA"	"Stream"	32.411111	-111.163889	484589	3586018	"12N"	NA	NA	NA
"SCSCR034.31"	105065	15890430	1971	15050301	"PIMA"	"Stream"	32.402778	-111.145278	486338	3585091	"12N"	2067	NA	NA
"SCSCR034.56"	101081	15890430	579	15050301	"PIMA"	"Stream"	32.400194	-111.14175	486669	3584804	"12N"	2060	NA	NA
"SCSCR039.63"	100237	15903137	138	15050301	"PIMA"	"Stream"	32.353711	-111.09685	490887	3579647	"12N"	2140	NA	NA
"SCSCR045.13"	103623	15902449	1639	15050301	"PIMA"	"Stream"	32.294861	-111.037833	496438	3573120	"12N"	2220	NA	NA
"SCSCR051.85"	100241	15903601	141	15050301	"PIMA"	"Stream"	32.221944	-110.981667	501727	3565037	"12N"	NA	NA	NA
"SCSCR061.03"	100249	15904717	148	15050301	"PIMA"	"Stream"	32.103889	-110.9925	500708	3551951	"12N"	NA	NA	NA
"SCSCR080.60"	100248	15905945	147	15050301	"PIMA"	"Stream"	31.853056	-110.9775	502129	3524148	"12N"	NA	NA	NA
"SCSCR091.68"	107642	15904949	2267	15050301	"SANTA CRUZ"	"Stream"	31.720686	-111.048994	495358	3509478	"12N"	NA	NA	NA
"SCSCR095.72"	107662	15904971	2269	15050301	"SANTA CRUZ"	"Stream"	31.67025	-111.050972	495168	3503887	"12N"	NA	NA	NA
"SCSCR096.72"	100244	15905017	966	15050301	"SANTA CRUZ"	"Stream"	31.648333	-111.049167	495338	3501458	"12N"	3208	NA	NA
"SCSCR099.40"	100243	15905049	143	15050301	"SANTA CRUZ"	"Stream"	31.613056	-111.041389	496074	3497548	"12N"	NA	NA	NA
"SCSCR100.32"	107643	15905071	2268	15050301	"SANTA CRUZ"	"Stream"	31.608644	-111.041025	496109	3497059	"12N"	NA	NA	NA
"SCSCR102.88"	106120	15905091	2100	15050301	"SANTA CRUZ"	"Stream"	31.576568	-111.047383	495504	3493504	"12N"	NA	NA	NA
"SCSCR103.39"	101002	15905101	527	15050301	"SANTA CRUZ"	"Stream"	31.562111	-111.045972	495637	3491902	"12N"	NA	NA	NA
"SCSCR103.39"	106121	15905101	2101	15050301	"SANTA CRUZ"	"Stream"	31.570415	-111.045525	495680	3492822	"12N"	NA	NA	NA
"SCSCR103.45"	100247	15905101	146	15050301	"SANTA CRUZ"	"Stream"	31.561111	-111.046111	495624	3491791	"12N"	3250	NA	NA
"SCSCR104.73"	100245	15905123	144	15050301	"SANTA CRUZ"	"Stream"	31.545833	-111.040556	496151	3490097	"12N"	NA	NA	NA
"SCSCR105.52"	100638	15905123	358	15050301	"SANTA CRUZ"	"Stream"	31.544972	-111.037528	496438	3490002	"12N"	3280	NA	NA
"SCSCR111.66"	100238	15907605	965	15050301	"SANTA CRUZ"	"Stream"	31.47	-110.992222	500739	3481692	"12N"	3403	NA	NA
"SCSCR111.72"	101498	15907605	792	15050301	"SANTA CRUZ"	"Stream"	31.469167	-110.991667	500792	3481599	"12N"	NA	NA	NA
"SCSCR114.09"	110975	15908179	2625	15050301	"SANTA CRUZ"	"Stream"	31.456708	-110.968126	503028	3480219	"12N"	NA	NA	NA
"SCSCR114.68"	103646	15907681	1654	15050301	"SANTA CRUZ"	"Stream"	31.451111	-110.961389	503669	3479599	"12N"	NA	NA	NA
"SCSCR119.01"	100246	15908189	145	15050301	"SANTA CRUZ"	"Stream"	31.409722	-110.904722	509057	3475015	"12N"	NA	NA	NA
"SCSCR124.79"	100240	15907889	140	15050301	"SANTA CRUZ"	"Stream"	31.373611	-110.842778	514951	3471019	"12N"	NA	NA	NA
"SCSCR128.27"	100239	15908005	139	15050301	"SANTA CRUZ"	"Stream"	31.336944	-110.849806	514288	3466955	"12N"	3725	NA	NA
"SCSCR128.54"	105698	15907959	2063	15050301	"SANTA CRUZ"	"Stream"	31.341611	-110.850592	514212	3467472	"12N"	NA	NA	NA
"SCSCR168.93"	100637	15907963	357	15050301	"SANTA CRUZ"	"Stream"	31.349406	-110.590776	538924	3468398	"12N"	4630	NA	NA
"SCSCR169.35"	100242	15907963	142	15050301	"SANTA CRUZ"	"Stream"	31.355278	-110.589444	539048	3469050	"12N"	4620	NA	NA
"SCSCR23.24"	105070	15890430	1976	15050303	"PIMA"	"Stream"	32.471111	-111.307222	471131	3592698	"12N"	NA	NA	NA
"SCSCR25.1"	105069	15890430	1975	15050303	"PIMA"	"Stream"	32.454722	-111.280278	473658	3590875	"12N"	NA	NA	NA
"SCSCR28.41"	105068	15890430	1974	15050303	"PIMA"	"Stream"	32.434167	-111.234167	477987	3588586	"12N"	NA	NA	NA
"SCSCR29.35"	105067	15890430	1973	15050303	"PIMA"	"Stream"	32.428611	-111.216111	479683	3587966	"12N"	NA	NA	NA
"SCSCR36.50"	105064	15890430	1970	15050301	"PIMA"	"Stream"	32.3862	-111.1192	488788	3583251	"12N"	NA	NA	NA
"SCSCR37.79"	105063	15903137	1969	15050301	"PIMA"	"Stream"	32.370278	-111.113056	489364	3581485	"12N"	NA	NA	NA
"SCSCR39.02"	105062	15903137	1968	15050301	"PIMA"	"Stream"	32.357222	-111.100833	490513	3580037	"12N"	NA	NA	NA
"SCSCR40.94"	105061	15902439	1967	15050301	"PIMA"	"Stream"	32.337778	-111.081389	492341	3577880	"12N"	NA	NA	NA
"SCSCR43.79"	105060	15902443	1966	15050301	"PIMA"	"Stream"	32.308611	-111.051944	495110	3574645	"12N"	NA	NA	NA
"SCSCR45.57"	105059	15902463	1965	15050301	"PIMA"	"Stream"	32.289722	-111.035	496705	3572550	"12N"	NA	NA	NA
"SCSIW024.40"	103675	15840868	1674	15080101	"COCHISE"	"Stream"	32.044167	-112.370833	370574	3546153	"12N"	NA	NA	NA
"SCSON000.35"	110918	15908175	2622	15050301	"SANTA CRUZ"	"Stream"	31.463567	-110.9743	502442	3480979	"12N"	NA	NA	NA
"SCSON001.03"	110917	15908175	2621	15050301	"SANTA CRUZ"	"Stream"	31.470867	-110.967283	503108	3481788	"12N"	NA	NA	NA
"SCSON014.52"	101154	15906457	598	15050301	"SANTA CRUZ"	"Stream"	31.508679	-110.802479	518756	3485995	"12N"	3880	NA	NA
"SCSON015.35"	100257	15906393	154	15050301	"SANTA CRUZ"	"Stream"	31.515833	-110.792778	519675	3486790	"12N"	3942	NA	NA
"SCSON015.51"	109405	15906387	2439	15050301	"SANTA CRUZ"	"Stream"	31.516778	-110.784306	520480	3486896	"12N"	NA	NA	NA
"SCSON016.68"	100256	15906359	153	15050301	"SANTA CRUZ"	"Stream"	31.525	-110.7775	521124	3487809	"12N"	NA	NA	NA
"SCSON016.78"	100320	15906359	189	15050301	"SANTA CRUZ"	"Stream"	31.526333	-110.777278	521145	3487957	"12N"	4000	NA	NA
"SCSON018.17"	100253	15906333	151	15050301	"SANTA CRUZ"	"Stream"	31.536278	-110.761861	522606	3489062	"12N"	NA	NA	NA
"SCSON018.31"	100255	15906333	968	15050301	"SANTA CRUZ"	"Stream"	31.538333	-110.760278	522756	3489290	"12N"	4025	NA	NA
"SCSON018.48"	100254	15906333	152	15050301	"SANTA CRUZ"	"Stream"	31.540278	-110.758611	522914	3489506	"12N"	NA	NA	NA
"SCSYR004.21"	100660	15836969	749	15080200	"SANTA CRUZ"	"Stream"	31.410857	-111.196346	481336	3475153	"12N"	3790	NA	NA
"SCTAN002.12"	100262	15894062	157	15050302	"PIMA"	"Stream"	32.265278	-110.841389	514938	3569851	"12N"	NA	NA	NA
"SCTHC002.91"	100322	15907589	190	15050301	"SANTA CRUZ"	"Stream"	31.474472	-110.787444	520191	3482207	"12N"	NA	NA	NA
"SCTHC003.83"	100872	15907601	473	15050301	"COCHISE"	"Stream"	31.476744	-110.773321	521532	3482461	"12N"	NA	NA	NA
"SCTHC003.88"	100949	15907601	500	15050301	"PINAL"	"Stream"	31.476256	-110.772801	521581	3482407	"12N"	NA	NA	NA
"SCTHC004.30"	100852	15907601	469	15050301	"SANTA CRUZ"	"Stream"	31.473162	-110.7665	522181	3482066	"12N"	NA	NA	NA
"SCTMG000.19"	100258	15906361	391	15050301	"SANTA CRUZ"	"Stream"	31.525833	-110.779167	520966	3487901	"12N"	NA	NA	NA
"SCTMG007.90"	108082	15906149	2320	15050301	"SANTA CRUZ"	"Stream"	31.616278	-110.791778	519749	3497923	"12N"	NA	NA	NA
"SCTUB000.02"	110935	15905045	2623	15050301	"SANTA CRUZ"	"Stream"	31.615182	-111.042595	495960	3497784	"12N"	NA	NA	NA
"SCUA2000.08"	106824	15908163	2184	15050301	"SANTA CRUZ"	"Stream"	31.4795	-110.737611	524923	3482774	"12N"	NA	NA	NA
"SCUA3000.02"	106822	15908163	2182	15050301	"SANTA CRUZ"	"Stream"	31.483306	-110.738058	524880	3483196	"12N"	NA	NA	NA
"SCUA4000.01"	107722	15908163	2274	15050301	"SANTA CRUZ"	"Stream"	31.480917	-110.736694	525010	3482932	"12N"	NA	NA	NA
"SCUA5000.07"	107742	15908163	2275	15050301	"SANTA CRUZ"	"Stream"	31.477972	-110.735861	525090	3482605	"12N"	NA	NA	NA
"SCUAL000.01"	106823	15908163	2183	15050301	"SANTA CRUZ"	"Stream"	31.470889	-110.728028	525836	3481822	"12N"	NA	NA	NA
"SCUCX000.01"	100875	15907655	475	15050301	"SANTA CRUZ"	"Stream"	31.465131	-110.78075	520829	3481173	"12N"	NA	NA	NA
"SCUDC000.01"	111471	15895598	61699	15050302	"PIMA"	"Stream"	31.867731	-110.674823	530759	3525821	"12N"	NA	NA	NA
"SCUH1000.01"	107744	15908177	2277	15050301	"SANTA CRUZ"	"Stream"	31.465639	-110.739639	524734	3481238	"12N"	NA	NA	NA
"SCUH2000.01"	107745	15908163	2278	15050301	"SANTA CRUZ"	"Stream"	31.47275	-110.733833	525284	3482027	"12N"	NA	NA	NA
"SCUHC000.01"	107743	15908177	2276	15050301	"SANTA CRUZ"	"Stream"	31.466472	-110.738944	524800	3481330	"12N"	NA	NA	NA
"SCUHR000.38"	100850	15907745	467	15050301	"SANTA CRUZ"	"Stream"	31.432978	-110.728796	525773	3477620	"12N"	NA	NA	NA
"SCUHR000.57"	100851	15907745	468	15050301	"SANTA CRUZ"	"Stream"	31.432542	-110.731857	525482	3477571	"12N"	NA	NA	NA
"SCUMD000.29"	100234	15906045	135	15050301	"SANTA CRUZ"	"Stream"	31.711944	-110.875278	511817	3508514	"12N"	NA	NA	NA
"SCUPC000.24"	104008	15907737	1784	15050301	"COCHISE"	"Stream"	31.430936	-110.449186	552346	3477493	"12N"	NA	NA	NA
"SCUTH000.23"	100874	15907601	474	15050301	"SANTA CRUZ"	"Stream"	31.474517	-110.764061	522412	3482216	"12N"	NA	NA	NA
"SCVMW005.14"	103649	15842154	1657	15080101	"PIMA"	"Stream"	31.951111	-112.347778	372622	3535810	"12N"	NA	NA	NA
"SCXA2000.01"	105417	15908163	2033	15050301	"SANTA CRUZ"	"Stream"	31.472667	-110.731889	525468	3482018	"12N"	NA	NA	NA
"SCXAL000.01"	105416	15908163	2032	15050301	"SANTA CRUZ"	"Stream"	31.480525	-110.738522	524836	3482888	"12N"	NA	NA	NA
"SILCK-HATCHERY"	111426	21755922	61576	NA	NA	"Stream"	34.3308	-109.925608	598834	3799358	"12N"	NA	NA	NA
"SPAAA000.01"	102938	20372625	1447	15080301	"COCHISE"	"Stream"	31.447	-109.925722	602078	3479642	"12N"	NA	NA	NA
"SPARA000.28"	105601	15915995	2056	15050203	"PINAL"	"Stream"	32.839444	-110.710528	527090	3633525	"12N"	NA	NA	NA
"SPARA004.40"	100213	15915983	120	15050203	"PINAL"	"Stream"	32.846667	-110.636944	533974	3634347	"12N"	NA	NA	NA
"SPARA006.30"	111474	15915969	61702	15050203	"PINAL"	"Stream"	32.843368	-110.61957	535601	3633987	"12N"	NA	NA	NA
"SPARA009.62"	111473	15915831	61701	15050203	"PINAL"	"Stream"	32.876934	-110.588575	538487	3637719	"12N"	NA	NA	NA
"SPARA010.19"	100212	15915721	119	15050203	"PINAL"	"Stream"	32.895556	-110.567778	540424	3639791	"12N"	2633	NA	NA
"SPARA012.93"	103153	15915635	1487	15050203	"PINAL"	"Stream"	32.91075	-110.560222	541124	3641479	"12N"	NA	NA	NA
"SPARA013.78"	100716	15915633	681	15050203	"PINAL"	"Stream"	32.91102	-110.550389	542043	3641512	"12N"	2650	NA	NA
"SPARA017.25"	100211	15915645	682	15050203	"PINAL"	"Stream"	32.906194	-110.46635	549904	3641014	"12N"	2980	NA	NA
"SPARA019.41"	100210	15915707	118	15050203	"GRAHAM"	"Stream"	32.897778	-110.441111	552270	3640093	"12N"	3080	NA	NA
"SPARA023.24"	100209	15915789	117	15050203	"GRAHAM"	"Stream"	32.875556	-110.389444	557116	3637656	"12N"	NA	NA	NA
"SPARA026.35"	106882	15915785	2191	15050203	"GRAHAM"	"Stream"	32.879219	-110.394066	556681	3638060	"12N"	3225	NA	NA
"SPBAN007.43"	100268	15932941	161	15050202	"COCHISE"	"Stream"	31.511111	-110.016944	593346	3486667	"12N"	NA	NA	NA
"SPBAS000.62"	100217	15919743	122	15050203	"COCHISE"	"Stream"	32.349778	-110.248889	570677	3579455	"12N"	4025	NA	NA
"SPBAS001.28"	100216	15919743	434	15050203	"COCHISE"	"Stream"	32.351667	-110.24	571512	3579670	"12N"	NA	NA	NA
"SPBAS001.64"	100215	15919741	685	15050203	"COCHISE"	"Stream"	32.351564	-110.235249	571959	3579662	"12N"	4040	NA	NA
"SPBAS002.90"	100214	15919741	121	15050203	"COCHISE"	"Stream"	32.365	-110.2275	572677	3581157	"12N"	NA	NA	NA
"SPBBB000.05"	102918	20372625	1434	15080301	"COCHISE"	"Stream"	31.441211	-109.911991	603389	3479013	"12N"	NA	NA	NA
"SPBBR000.06"	103548	15932457	1609	15050202	"COCHISE"	"Stream"	31.722342	-110.194452	576318	3509942	"12N"	3830	NA	NA
"SPBBR001.80"	110878	15932457	2607	15050202	"COCHISE"	"Stream"	31.708898	-110.207229	575118	3508443	"12N"	NA	NA	NA
"SPBBR003.49"	101488	15932483	784	15050202	"COCHISE"	"Stream"	31.700278	-110.226944	573257	3507474	"12N"	NA	NA	NA
"SPBBR004.55"	100269	15932483	162	15050202	"COCHISE"	"Stream"	31.695	-110.239444	572076	3506881	"12N"	4005	NA	NA
"SPBBR005.09"	100271	15932483	164	15050202	"COCHISE"	"Stream"	31.691944	-110.246944	571368	3506537	"12N"	NA	NA	NA
"SPBBR018.97"	101487	945050159	783	15050202	"COCHISE"	"Stream"	31.635	-110.425278	554500	3500123	"12N"	NA	NA	NA
"SPBBR019.03"	100270	945050159	163	15050202	"COCHISE"	"Stream"	31.636111	-110.425833	554447	3500246	"12N"	NA	NA	NA
"SPBHC004.31"	101175	15919613	589	15050203	"PIMA"	"Stream"	32.406333	-110.540778	543184	3585569	"12N"	3160	NA	NA
"SPBHC004.66"	100425	15919655	690	15050203	"PIMA"	"Stream"	32.402308	-110.544434	542842	3585121	"12N"	3160	NA	NA
"SPBHC007.37"	100272	15919657	970	15050203	"PIMA"	"Stream"	32.387222	-110.571389	540314	3583438	"12N"	3343	NA	NA
"SPBIG007.41"	109982	21258393	2493	15050201	"GRAHAM"	"Stream"	32.662388	-109.87603	605397	3614418	"12N"	8930	NA	NA
"SPBRG000.03"	103441	20372625	1596	15080301	"COCHISE"	"Stream"	31.441722	-109.913306	603264	3479068	"12N"	NA	NA	NA
"SPBRG000.88"	103438	20372625	1593	15080301	"COCHISE"	"Stream"	31.452167	-109.916528	602946	3480223	"12N"	NA	NA	NA
"SPBRG001.03"	103439	20372575	1594	15080301	"COCHISE"	"Stream"	31.453667	-109.917778	602826	3480388	"12N"	NA	NA	NA
"SPCCC000.01"	106962	20372633	2195	15080301	"COCHISE"	"Stream"	31.436472	-109.901	604439	3478498	"12N"	NA	NA	NA
"SPCCC000.03"	102914	20372633	1430	15080301	"COCHISE"	"Stream"	31.437327	-109.901663	604375	3478592	"12N"	NA	NA	NA
"SPCCN000.06"	102928	20372661	1444	15080301	"COCHISE"	"Stream"	31.427649	-109.884282	606038	3477536	"12N"	NA	NA	NA
"SPCOP007.32"	111242	15918801	2677	15050203	"PINAL"	"Stream"	32.738011	-110.518514	545111	3622346	"12N"	NA	NA	NA
"SPCOP008.37"	100944	15918801	496	15050203	"PINAL"	"Stream"	32.748231	-110.504293	546438	3623485	"12N"	3520	NA	NA
"SPCOP008.77"	111241	15918801	2676	15050203	"PINAL"	"Stream"	32.748844	-110.499519	546885	3623555	"12N"	NA	NA	NA
"SPCOP008.82"	111240	15918801	2675	15050203	"PINAL"	"Stream"	32.749167	-110.498878	546945	3623591	"12N"	NA	NA	NA
"SPCOP009.81"	109004	15918763	2413	15050203	"PINAL"	"Stream"	32.750808	-110.482778	548452	3623780	"12N"	NA	NA	NA
"SPCOP009.90"	111239	15918763	2674	15050203	"PINAL"	"Stream"	32.750889	-110.481342	548587	3623790	"12N"	NA	NA	NA
"SPCOP010.28"	111238	15918763	2673	15050203	"PINAL"	"Stream"	32.752856	-110.477058	548987	3624010	"12N"	NA	NA	NA
"SPCOP010.29"	109003	15918763	2412	15050203	"PINAL"	"Stream"	32.751144	-110.477	548993	3623820	"12N"	NA	NA	NA
"SPCOP011.25"	111237	15916589	2672	15050203	"PINAL"	"Stream"	32.755522	-110.465556	550063	3624311	"12N"	NA	NA	NA
"SPCOP011.39"	100433	15916589	249	15050203	"PINAL"	"Stream"	32.756515	-110.463867	550221	3624422	"12N"	4040	NA	NA
"SPCRC013.37"	100428	15934497	248	15050202	"COCHISE"	"Stream"	31.426922	-110.307231	565840	3477125	"12N"	7225	NA	NA
"SPCUY000.09"	111483	15933657	61713	15050202	"COCHISE"	"Stream"	31.580827	-110.147503	580888	3494290	"12N"	NA	NA	NA
"SPCUY002.17"	111484	15933657	61714	15050202	"COCHISE"	"Stream"	31.5714	-110.1789	577917	3493223	"12N"	NA	NA	NA
"SPDBC000.07"	102924	20372623	1440	15080301	"COCHISE"	"Stream"	31.439483	-109.908394	603733	3478825	"12N"	NA	NA	NA
"SPDBC000.42"	102923	20372623	1439	15080301	"COCHISE"	"Stream"	31.444081	-109.906553	603903	3479336	"12N"	NA	NA	NA
"SPDDW000.13"	105623	15918687	2058	15050203	"PINAL"	"Stream"	32.88925	-110.729028	525345	3639042	"12N"	NA	NA	NA
"SPDOU000.18"	100223	15919739	127	15050203	"COCHISE"	"Stream"	32.353333	-110.238056	571693	3579856	"12N"	4134	NA	NA
"SPDOU001.01"	100222	15919739	126	15050203	"COCHISE"	"Stream"	32.365	-110.238889	571606	3581149	"12N"	4230	NA	NA
"SPEEE000.02"	102925	20372633	1441	15080301	"COCHISE"	"Stream"	31.434711	-109.895296	604983	3478308	"12N"	NA	NA	NA
"SPGBD000.01"	110877	945050169	2606	15050202	"COCHISE"	"Stream"	31.409628	-110.103748	585195	3475348	"12N"	NA	NA	NA
"SPGBD003.80"	101579	15934583	1112	15050202	"COCHISE"	"Stream"	31.380819	-110.072525	588190	3472179	"12N"	NA	NA	NA
"SPGCW005.27"	100559	21258399	717	15050201	"GRAHAM"	"Stream"	32.653541	-109.954106	598085	3613363	"12N"	5400	NA	NA
"SPGDN007.55"	106508	15934417	2157	15050202	"COCHISE"	"Stream"	31.473583	-110.350056	561739	3482272	"12N"	5420	NA	NA
"SPGRA007.71"	100561	21258377	718	15050201	"GRAHAM"	"Stream"	32.651883	-109.925179	600800	3613206	"12N"	5600	NA	NA
"SPHHH000.01"	102913	20372629	1429	15080301	"COCHISE"	"Stream"	31.437655	-109.905102	604048	3478625	"12N"	NA	NA	NA
"SPHNG000.01"	102922	20372625	1438	15080301	"COCHISE"	"Stream"	31.441083	-109.915556	603051	3478995	"12N"	NA	NA	NA
"SPHSC000.22"	109022	15920951	2414	15050203	"COCHISE"	"Stream"	32.289875	-110.379267	558447	3572736	"12N"	NA	NA	NA
"SPHSC006.01"	100273	15919765	165	15050203	"COCHISE"	"Stream"	32.343028	-110.322389	563765	3578660	"12N"	NA	NA	NA
"SPHSC010.21"	100220	15919765	124	15050203	"COCHISE"	"Stream"	32.355278	-110.273889	568320	3580048	"12N"	NA	NA	NA
"SPHSC010.67"	100574	15919765	721	15050203	"COCHISE"	"Stream"	32.354116	-110.267919	568883	3579923	"12N"	3830	NA	NA
"SPHSC011.78"	100219	15921059	963	15050203	"COCHISE"	"Stream"	32.349286	-110.255642	570042	3579396	"12N"	NA	NA	NA
"SPHSC013.31"	100218	15920935	123	15050203	"COCHISE"	"Stream"	32.337778	-110.238056	571706	3578132	"12N"	NA	NA	NA
"SPJJJ000.04"	102912	20372629	1428	15080301	"COCHISE"	"Stream"	31.437713	-109.906223	603942	3478631	"12N"	NA	NA	NA
"SPKKK000.32"	102919	20372623	1435	15080301	"COCHISE"	"Stream"	31.446474	-109.912145	603369	3479596	"12N"	NA	NA	NA
"SPLES012.75"	101500	20371805	794	15080301	"COCHISE"	"Stream"	31.591667	-109.508056	641550	3496142	"12N"	NA	NA	NA
"SPLKC000.29"	103437	20372625	1592	15080301	"COCHISE"	"Stream"	31.45475	-109.928194	601835	3480499	"12N"	NA	NA	NA
"SPMHC000.09"	103440	20372653	1595	15080301	"COCHISE"	"Stream"	31.429722	-109.871417	607258	3477778	"12N"	NA	NA	NA
"SPMLC012.43"	100592	15934521	336	15050202	"COCHISE"	"Stream"	31.406917	-110.286889	567788	3474920	"12N"	6750	NA	NA
"SPMLC012.68"	110365	15934521	2539	15050202	"COCHISE"	"Stream"	31.40564	-110.29112	567387	3474776	"12N"	NA	NA	NA
"SPMLC013.56"	106505	15934521	2154	15050202	"COCHISE"	"Stream"	31.405389	-110.303694	566191	3474740	"12N"	7700	NA	NA
"SPMLC12.676"	110382	15934521	2540	15050202	"COCHISE"	"Stream"	31.405639	-110.291111	567387	3474776	"12N"	NA	NA	NA
"SPMLG005.79"	102873	20372609	1426	15080301	"COCHISE"	"Stream"	31.452857	-109.796366	614363	3480418	"12N"	NA	NA	NA
"SPMLG007.81"	100225	20372609	129	15080301	"COCHISE"	"Stream"	31.441491	-109.825495	611609	3479129	"12N"	NA	NA	NA
"SPMLG010.19"	100509	20372651	298	15080301	"COCHISE"	"Stream"	31.429664	-109.856203	608704	3477787	"12N"	NA	NA	NA
"SPMLG010.37"	102492	20372655	1287	15080301	"COCHISE"	"Stream"	31.430073	-109.859143	608425	3477829	"12N"	4700	NA	NA
"SPMLG010.61"	102491	20372655	1286	15080301	"COCHISE"	"Stream"	31.42928	-109.862906	608068	3477738	"12N"	NA	NA	NA
"SPMLG010.89"	100508	20372657	297	15080301	"COCHISE"	"Stream"	31.428417	-109.866669	607711	3477638	"12N"	NA	NA	NA
"SPMLG011.10"	102940	20372657	1448	15080301	"COCHISE"	"Stream"	31.429072	-109.86999	607395	3477708	"12N"	NA	NA	NA
"SPMLG012.03"	102872	20372661	1425	15080301	"COCHISE"	"Stream"	31.426869	-109.884075	606059	3477450	"12N"	NA	NA	NA
"SPMLG012.41"	100507	20372661	296	15080301	"COCHISE"	"Stream"	31.428006	-109.890236	605472	3477570	"12N"	NA	NA	NA
"SPMLG012.79"	102490	20372671	1285	15080301	"COCHISE"	"Stream"	31.432211	-109.894408	605071	3478032	"12N"	NA	NA	NA
"SPMLG012.92"	102774	20372633	1404	15080301	"COCHISE"	"Stream"	31.433809	-109.895297	604984	3478208	"12N"	NA	NA	NA
"SPMLG014.03"	102489	20372625	1284	15080301	"COCHISE"	"Stream"	31.440008	-109.91083	603501	3478881	"12N"	NA	NA	NA
"SPMLG014.59"	100506	20372625	295	15080301	"COCHISE"	"Stream"	31.4415	-109.918972	602726	3479038	"12N"	NA	NA	NA
"SPMLG015.59"	102773	20372625	1403	15080301	"COCHISE"	"Stream"	31.449377	-109.929825	601686	3479901	"12N"	5591	NA	NA
"SPMMM000.10"	106826	20372625	2186	15080301	"COCHISE"	"Stream"	31.449583	-109.927	601954	3479927	"12N"	NA	NA	NA
"SPMOR000.27"	102937	20372625	1446	15080301	"COCHISE"	"Stream"	31.450589	-109.940672	600654	3480026	"12N"	NA	NA	NA
"SPMTT000.01"	107052	20372625	2205	15080301	"COCHISE"	"Stream"	31.452528	-109.932472	601431	3480248	"12N"	NA	NA	NA
"SPOOO000.29"	106802	20372625	2180	15080301	"COCHISE"	"Stream"	31.456224	-109.931665	601504	3480659	"12N"	NA	NA	NA
"SPPAI008.89"	100616	15920073	1052	15050203	"COCHISE"	"Stream"	32.180021	-110.423903	554309	3560535	"12N"	3680	NA	NA
"SPPNW000.21"	105621	15916007	2057	15050203	"PINAL"	"Stream"	32.838028	-110.719806	526222	3633366	"12N"	NA	NA	NA
"SPPOS002.21"	100293	21258305	182	15050201	"GRAHAM"	"Stream"	32.692222	-109.899167	603193	3617703	"12N"	NA	NA	NA
"SPPPP000.04"	102915	20372633	1431	15080301	"COCHISE"	"Stream"	31.43612	-109.896234	604893	3478464	"12N"	NA	NA	NA
"SPQQQ000.00"	102939	20372625	1445	15080301	"COCHISE"	"Stream"	31.439572	-109.926131	602048	3478818	"12N"	NA	NA	NA
"SPRDC009.71"	100274	15919557	166	15050203	"GRAHAM"	"Stream"	32.438531	-110.344194	561648	3589234	"12N"	NA	NA	NA
"SPRDC012.76"	100628	15919507	736	15050203	"GRAHAM"	"Stream"	32.452626	-110.315829	564305	3590814	"12N"	3900	NA	NA
"SPRMC010.62"	104499	15934841	1898	15050202	"COCHISE"	"Stream"	31.445611	-110.312694	565308	3479193	"12N"	NA	NA	NA
"SPRMC011.11"	101060	15934841	561	15050202	"COCHISE"	"Stream"	31.441639	-110.316889	564912	3478750	"12N"	6000	NA	NA
