StationID_Master	Group	SampYear	ChemSampleID	SampDate	BenCollDate	IBI	124Trichlorobenzene_uf_ug_L	12Dichlorobenzene_uf_ug_L	13Dichlorobenzene_uf_ug_L	14Dichlorobenzene_uf_ug_L	245Trichlorophenol_uf_ug_L	246Trichlorophenol_uf_ug_L	24Dichlorophenol_uf_ug_L	24Dimethylphenol_uf_ug_L	24Dinitrophenol_uf_ug_L	24Dinitrotoluene_uf_ug_L	26Dinitrotoluene_uf_ug_L	2Chlorophenol_uf_ug_L	2Methylnaphthalene_uf_ug_L	2Methylphenol_uf_ug_L	2Nitroaniline_uf_ug_L	2Nitrophenol_uf_ug_L	33primeDichlorobenzidine_uf_ug_L	3Nitroaniline_uf_ug_L	4Chlorophenylphenylether_uf_ug_L	4Methylphenol_uf_ug_L	4Nitroaniline_uf_ug_L	Acenaphthene_uf_ug_L	Acenaphthylene_uf_ug_L	Aldrin_uf_ug_L	Alkalinity_phenolphthalein_uf_mg_L	Alpha_grossAsUNatural_calc_pCi_L	Alpha_grossAsUNatural_uf_pCi_L	alphaHexachlorocyclohexane_uf_ug_L	Aluminum_f_mg_L	Aluminum_uf_ug_L	Ammonia_N_calc_mg_kg	Aniline_uf_ug_L	Anthracene_uf_ug_L	Antimony_f_mg_L	Antimony_uf_mg_L	Arsenic_inorg_calc_mg_kg	Arsenic_inorg_f_ug_L	Arsenic_inorg_susp_ug_L	Arsenic_inorg_uf_ug_L	Azobenzene_uf_ug_L	Barium_cmpds_calc_mg_kg	Barium_cmpds_f_ug_L	Barium_cmpds_uf_pCi_L	Barium_cmpds_uf_ug_L	BarometricPressure_mmHg	Benzo_a_antracene_uf_ug_L	Benzo_a_pyrene_uf_ug_L	Benzo_b_flouranthene_uf_ug_L	Benzo_ghi_perylene_uf_ug_L	Benzo_k_fluoranthene_uf_ug_L	BenzoicAcid_uf_ug_L	BenzylAlcohol_uf_ug_L	Beryllium_cmpds_calc_mg_kg	Beryllium_cmpds_f_mg_L	Beryllium_cmpds_uf_mg_L	Beta_radiation_calc_pCi_L	Beta_radiation_uf_pCi_L	betaChloronapthalene_uf_ug_L	betaHexachlorocyclohexane_uf_ug_L	Bis_2chloroethoxy_methane_uf_ug_L	Bis_2chloroisopropyl_ether_uf_ug_L	Bis_chloroethyl_ether_uf_ug_L	Bismuth_f_pCi_L	BOD_uf_mg_L	Bolstar_uf_ug_L	Boron_borates_f_mg_L	Boron_borates_uf_mg_L	ButylBenzylPhthalate_uf_ug_L	CaCO3_calc_mg_L	CaCO3_f_mg_L	CaCO3_mg_L	CaCO3_other_mg_L	CaCO3_uf_mg_L	Cadmium_calc_mg_kg	Cadmium_f_mg_L	Cadmium_uf_mg_L	Caffeine_f_mg_L	Calcium_f_mg_L	Calcium_uf_mg_L	Carbazole_uf_ug_L	Carbon_calc_%	Carbon_f_mg_L	Carbon_uf_mg_L	Carbonate_uf_mg_L	Cesium_134_uf_pCi_L	Cesium_137_uf_pCi_L	Chlordane_cis_uf_ug_L	Chlordane_gamma_uf_ug_L	Chlordane_uf_ug_L	Chloride_uf_mg_L	Chlorine_other_mg_L	Chlorine_uf_mg_L	Chlorophyll_a_uf_ug_L	Chlorpyrifos_uf_ug_L	Chromium_calc_mg_kg	Chromium_f_mg_L	Chromium_mg_L	Chromium_uf_mg_L	Chrysene_uf_ug_L	Cobalt_58_uf_pCi_L	Cobalt_60_uf_pCi_L	Cobalt_f_mg_L	Cobalt_uf_ug_L	Copper_f_ug_L	Copper_uf_mg_kg	Copper_uf_ug_L	Coumaphos_uf_ug_L	CrossSectionalArea_calc	Cyanide_uf_mg_L	deltaHexachlorocyclohexane_uf_ug_L	Demeton_o_uf_ug_L	Demeton_s_total_uf_ug_L	Depth_ft	Di_2ethylhexylPhthalate_uf_ug_L	Di_n_octylPhthalate_uf_ug_L	Diazinon_uf_ug_L	Dibenz_ah_anthracene_uf_ug_L	Dibenzofuran_uf_ug_L	DibutylPhthalate_uf_ug_L	Dichlorvos_uf_ug_L	Dieldrin_uf_ug_L	DiethylPhthalate_uf_ug_L	Dimethoate_uf_ug_L	DimethylPhthalate_uf_ug_L	Dinitro_o_cresol_uf_ug_L	Disulfoton_uf_ug_L	DO_f_%	DO_f_mg_L	Ecoli_uf_CFU_100	Ecoli_uf_mg_L	Endosulfan_alpha_uf_ug_L	Endosulfan_beta_uf_ug_L	EndosulfanSulfate_uf_ug_L	Endrin_uf_ug_L	EndrinAldehyde_uf_ug_L	EndrinKetone_uf_ug_L	Ethoprop_std_ug_L	Ethyl_p_nitrophenylPhenylphosphorothioate_uf_ug_L	Fensulfothion_uf_ug_L	Fenthion_uf_ug_L	Flow_calc_cfs	Flow_cfs	Flow_ft_sec	Fluoranthene_uf_ug_L	Fluorene_uf_ug_L	Fluoride_f_mg_L	Fluoride_uf_mg_L	gammaHexachlorocyclohexane_uf_ug_L	Hardness_CaCO3_MgCO3_calc_mg_L	Hardness_CaCO3_MgCO3_f_mg_L	Heptachlor_uf_ug_L	HeptachlorEpoxide_uf_ug_L	Hexachlorobenzene_uf_ug_L	Hexachlorobutadiene_uf_ug_L	Hexachlorocyclopentadiene_uf_ug_L	Hexachloroethane_uf_ug_L	HydrogenCarbonate_uf_mg_L	Indeno_123cd_pyrene_uf_ug_L	Iodine_131_uf_pCi_L	Iron_59_uf_pCi_L	Iron_f_mg_L	Iron_uf_ug_L	Isophorone_uf_ug_L	Kjeldahl_N_calc_mg_kg	Kjeldahl_N_uf_mg_L	Lanthanum_140_uf_pCi_L	Lead_214_uf_pCi_L	Lead_cmpdsInorg_calc_mg_kg	Lead_cmpdsInorg_f_mg_L	Lead_cmpdsInorg_susp_mg_L	Lead_cmpdsInorg_uf_mg_L	Magnesium_f_mg_L	Magnesium_uf_mg_L	Malathion_uf_ug_L	Manganese_54_uf_pCi_L	Manganese_f_ug_L	Manganese_uf_ug_L	Mercury_elemental_calc_mg_kg	Mercury_elemental_f_mg_L	Mercury_elemental_susp_mg_kg	Mercury_elemental_uf_mg_L	Mercury_elemental_uf_ng_g	Merphos_uf_ug_L	Methoxychlor_uf_ug_L	MethylAzinphos_uf_ug_L	Methylmercury_uf_ng_g	Methylmercury_uf_ng_L	MethylParathion_uf_ug_L	Mevinphos_uf_ug_L	Molybdenum_f_mg_L	Molybdenum_uf_ug_L	Monocrotophos_uf_ug_L	N_nitrosodi_N_propylamine_uf_ug_L	N_nitrosodiphenylamine_uf_ug_L	Naled_uf_ug_L	Naphthalene_uf_ug_L	NH3_N_uf_mg_L	Nickel_calc_mg_kg	Nickel_f_mg_L	Nickel_uf_ug_L	Niobium_95_uf_pCi_L	Nitrobenzene_uf_ug_L	Nitrogen_uf_mg_L	NO2_N_uf_mg_L	NO2NO3_calc_mg_kg	NO3_N_uf_mg_L	NO3NO2_uf_mg_L	p_BromodiphenylEther_uf_ug_L	p_Chloroaniline_uf_ug_L	p_Nitrophenol_uf_ug_L	p_p_primeDichlorodiphenyldichloroethane_uf_ug_L	p_p_primeDichlorodiphenyldichloroethylene_uf_ug_L	p_p_primeDichlorodiphenyltrichloroethane_uf_ug_L	ParachlorometaCresol_uf_ug_L	Parathion_uf_ug_L	Pentachlorophenol_uf_ug_L	Perchlorate_uf_ug_L	pH_SU	Phenanthrene_uf_ug_L	Phenol_uf_ug_L	PheophytinA_uf_ug_L	Phorate_uf_ug_L	Phosphorus_calc_mg_kg	Phosphorus_uf_mg_L	Potassium_40_uf_pCi_L	Potassium_f_mg_L	Potassium_uf_mg_L	Pyrene_uf_ug_L	Radium_226_228_calc_pCi_L	Radium_226_228_uf_pCi_L	Radium_226_uf_pCi_L	Radium_228_f_pCi_L	Radium_228_uf_pCi_L	RedoxPotential_uf_mV	Ronnel_uf_ug_L	Selenium_cmpds_calc_mg_kg	Selenium_cmpds_f_mg_L	Selenium_cmpds_uf_mg_L	Silica_uf_mg_L	Silicon_uf_ug_L	Silver_calc_mg_kg	Silver_f_mg_L	Silver_uf_mg_L	Sodium_f_mg_L	Sodium_uf_mg_L	SolidsInSediment_calc_%	SpecCond_umhos_cm	StreamWidth_ft	Strontium_f_mg_L	Sulfate_uf_mg_L	TDS_calc_mg_L	TDS_f_mg_L	Temp_degC	Temp_degF	Tetrachlorovinphos_uf_ug_L	Tetraethyldithiopyrophosphate_uf_ug_L	Tetraethylpyrophosphate_uf_ug_L	Thallium_208_uf_pCi_L	Thallium_f_mg_L	Thallium_uf_mg_L	Tokuthion_uf_ug_L	Toxaphene_uf_ug_L	Trichloronate_uf_ug_L	TSS_coarse_susp_mg_L	TSS_fine_susp_mg_L	TSS_susp_mg_L	Turbidity_NTU	Uranium_natural_f_ug_L	Uranium_Natural_uf_pCi_L	Uranium_Natural_uf_ug_L	Vanadium_f_mg_L	Vanadium_uf_mg_L	Velocity_ft_sec	Zinc_65_uf_pCi_L	Zinc_calc_mg_kg	Zinc_f_mg_L	Zinc_uf_mg_L	Zirconium_95_uf_pCi_L
SRPNL005.12	2	2008	SRPNL005.12_4/23/2008	4/23/2008	4/23/2008	34.56147666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1100	NA	64	NA	NA	NA	NA	360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.261	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.6	9.35	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.508	1.109	NA	NA	NA	0.93	NA	1200	NA	NA	NA	NA	NA	NA	NA	78	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	69	NA	NA	NA	NA	4600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.522	7.72	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	NA	NA	1900	4.9	NA	990	NA	1459.5	14.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRSLR139.75	3	2011	SRSLR139.75_5/25/2011	5/25/2011	5/25/2011	64.41094974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.6	NA	8.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	180	NA	NA	NA	NA	NA	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1300	NA	NA	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.4	8.81	84.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	135	NA	NA	NA	NA	NA	NA	300	NA	NA	NA	NA	NA	NA	NA	180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.34	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029	NA	NA	NA	NA	NA	NA	710	NA	4187	NA	NA	91	NA	2441.5	21.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.28	7.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRSLR139.75	3	2011	SRSLR139.75_3/24/2011	3/24/2011	5/25/2011	64.41094974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7	NA	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	150	NA	NA	NA	NA	NA	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.9	8.3	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	210	NA	NA	NA	NA	NA	NA	210	NA	NA	NA	NA	NA	NA	NA	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.423333333	NA	NA	NA	NA	NA	NA	NA	NA	7.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	315	NA	1955	NA	NA	56	NA	1188.5	12.605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.22	6.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRSPI011.63	2	2008	SRSPI011.63_3/26/2008	3/26/2008	5/12/2008	36.47204612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	150	NA	150	NA	NA	NA	NA	39	NA	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.25	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97	9.44	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.8	0.15	NA	NA	NA	0.14	NA	160	NA	NA	NA	NA	NA	NA	NA	180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	8.45	NA	NA	NA	NA	NA	0.028	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.1	NA	NA	300.05	29	NA	8.9	NA	186.05	15.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRSPI011.63	2	2008	SRSPI011.63_5/12/2008	5/12/2008	5/12/2008	36.47204612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200	NA	200	NA	NA	NA	NA	51	50	NA	NA	NA	NA	8.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	106.1	10.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	0.36	NA	NA	NA	0.21	NA	210	NA	NA	NA	NA	NA	NA	NA	230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.413333333	NA	NA	NA	NA	NA	0.028	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.4	8.2	NA	388	4.1	NA	7.7	NA	239.8	23.145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRSPI011.63	2	2008	SRSPI011.63_11/5/2008	11/5/2008	5/12/2008	36.47204612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.368	NA	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.9	8.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.444	0.269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	499	5.9	NA	NA	NA	319.1	13.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRTON053.87	2	2008	SRTON053.87_3/25/2008	3/25/2008	5/15/2008	41.01596037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81	NA	75	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.375	NA	NA	NA	45.64	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	106.7	10.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	1.26	NA	NA	NA	NA	NA	85	NA	NA	NA	NA	NA	NA	NA	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	1.45E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.14	NA	NA	NA	NA	NA	0.017	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	NA	NA	885	34	NA	9.5	NA	563.5	16.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRTON053.87	2	2008	SRTON053.87_7/7/2008	7/7/2008	5/15/2008	41.01596037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.2	7.21	435.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	313.1	NA	NA	NA	NA	NA	24.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRTON053.87	2	2008	SRTON053.87_6/24/2008	6/24/2008	5/15/2008	41.01596037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.6	6.75	137.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.21	NA	NA	NA	NA	NA	0.023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	319.8	NA	NA	NA	NA	NA	19.765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRTON053.87	2	2008	SRTON053.87_5/15/2008	5/15/2008	5/15/2008	41.01596037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	160	NA	140	NA	NA	NA	NA	46	NA	NA	NA	NA	NA	3.8	NA	NA	NA	NA	NA	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.225	NA	NA	NA	8.03	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97	8.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.33	NA	NA	NA	NA	NA	160	NA	NA	NA	NA	NA	NA	NA	170	NA	NA	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.435	NA	NA	NA	NA	NA	0.043	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	NA	NA	303	7.9	NA	16	NA	189.75	11.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
