StationID_Master	Group	SampYear	ChemSampleID	SampDate	BenCollDate	IBI	124Trichlorobenzene_uf_ug_L	12Dichlorobenzene_uf_ug_L	13Dichlorobenzene_uf_ug_L	14Dichlorobenzene_uf_ug_L	245Trichlorophenol_uf_ug_L	246Trichlorophenol_uf_ug_L	24Dichlorophenol_uf_ug_L	24Dimethylphenol_uf_ug_L	24Dinitrophenol_uf_ug_L	24Dinitrotoluene_uf_ug_L	26Dinitrotoluene_uf_ug_L	2Chlorophenol_uf_ug_L	2Methylnaphthalene_uf_ug_L	2Methylphenol_uf_ug_L	2Nitroaniline_uf_ug_L	2Nitrophenol_uf_ug_L	33primeDichlorobenzidine_uf_ug_L	3Nitroaniline_uf_ug_L	4Chlorophenylphenylether_uf_ug_L	4Methylphenol_uf_ug_L	4Nitroaniline_uf_ug_L	Acenaphthene_uf_ug_L	Acenaphthylene_uf_ug_L	Aldrin_uf_ug_L	Alkalinity_phenolphthalein_uf_mg_L	Alpha_grossAsUNatural_calc_pCi_L	Alpha_grossAsUNatural_uf_pCi_L	alphaHexachlorocyclohexane_uf_ug_L	Aluminum_f_mg_L	Aluminum_uf_ug_L	Ammonia_N_calc_mg_kg	Aniline_uf_ug_L	Anthracene_uf_ug_L	Antimony_f_mg_L	Antimony_uf_mg_L	Arsenic_inorg_calc_mg_kg	Arsenic_inorg_f_ug_L	Arsenic_inorg_susp_ug_L	Arsenic_inorg_uf_ug_L	Azobenzene_uf_ug_L	Barium_cmpds_calc_mg_kg	Barium_cmpds_f_ug_L	Barium_cmpds_uf_pCi_L	Barium_cmpds_uf_ug_L	BarometricPressure_mmHg	Benzo_a_antracene_uf_ug_L	Benzo_a_pyrene_uf_ug_L	Benzo_b_flouranthene_uf_ug_L	Benzo_ghi_perylene_uf_ug_L	Benzo_k_fluoranthene_uf_ug_L	BenzoicAcid_uf_ug_L	BenzylAlcohol_uf_ug_L	Beryllium_cmpds_calc_mg_kg	Beryllium_cmpds_f_mg_L	Beryllium_cmpds_uf_mg_L	Beta_radiation_calc_pCi_L	Beta_radiation_uf_pCi_L	betaChloronapthalene_uf_ug_L	betaHexachlorocyclohexane_uf_ug_L	Bis_2chloroethoxy_methane_uf_ug_L	Bis_2chloroisopropyl_ether_uf_ug_L	Bis_chloroethyl_ether_uf_ug_L	Bismuth_f_pCi_L	BOD_uf_mg_L	Bolstar_uf_ug_L	Boron_borates_f_mg_L	Boron_borates_uf_mg_L	ButylBenzylPhthalate_uf_ug_L	CaCO3_calc_mg_L	CaCO3_f_mg_L	CaCO3_mg_L	CaCO3_other_mg_L	CaCO3_uf_mg_L	Cadmium_calc_mg_kg	Cadmium_f_mg_L	Cadmium_uf_mg_L	Caffeine_f_mg_L	Calcium_f_mg_L	Calcium_uf_mg_L	Carbazole_uf_ug_L	Carbon_calc_%	Carbon_f_mg_L	Carbon_uf_mg_L	Carbonate_uf_mg_L	Cesium_134_uf_pCi_L	Cesium_137_uf_pCi_L	Chlordane_cis_uf_ug_L	Chlordane_gamma_uf_ug_L	Chlordane_uf_ug_L	Chloride_uf_mg_L	Chlorine_other_mg_L	Chlorine_uf_mg_L	Chlorophyll_a_uf_ug_L	Chlorpyrifos_uf_ug_L	Chromium_calc_mg_kg	Chromium_f_mg_L	Chromium_mg_L	Chromium_uf_mg_L	Chrysene_uf_ug_L	Cobalt_58_uf_pCi_L	Cobalt_60_uf_pCi_L	Cobalt_f_mg_L	Cobalt_uf_ug_L	Copper_f_ug_L	Copper_uf_mg_kg	Copper_uf_ug_L	Coumaphos_uf_ug_L	CrossSectionalArea_calc	Cyanide_uf_mg_L	deltaHexachlorocyclohexane_uf_ug_L	Demeton_o_uf_ug_L	Demeton_s_total_uf_ug_L	Depth_ft	Di_2ethylhexylPhthalate_uf_ug_L	Di_n_octylPhthalate_uf_ug_L	Diazinon_uf_ug_L	Dibenz_ah_anthracene_uf_ug_L	Dibenzofuran_uf_ug_L	DibutylPhthalate_uf_ug_L	Dichlorvos_uf_ug_L	Dieldrin_uf_ug_L	DiethylPhthalate_uf_ug_L	Dimethoate_uf_ug_L	DimethylPhthalate_uf_ug_L	Dinitro_o_cresol_uf_ug_L	Disulfoton_uf_ug_L	DO_f_%	DO_f_mg_L	Ecoli_uf_CFU_100	Ecoli_uf_mg_L	Endosulfan_alpha_uf_ug_L	Endosulfan_beta_uf_ug_L	EndosulfanSulfate_uf_ug_L	Endrin_uf_ug_L	EndrinAldehyde_uf_ug_L	EndrinKetone_uf_ug_L	Ethoprop_std_ug_L	Ethyl_p_nitrophenylPhenylphosphorothioate_uf_ug_L	Fensulfothion_uf_ug_L	Fenthion_uf_ug_L	Flow_calc_cfs	Flow_cfs	Flow_ft_sec	Fluoranthene_uf_ug_L	Fluorene_uf_ug_L	Fluoride_f_mg_L	Fluoride_uf_mg_L	gammaHexachlorocyclohexane_uf_ug_L	Hardness_CaCO3_MgCO3_calc_mg_L	Hardness_CaCO3_MgCO3_f_mg_L	Heptachlor_uf_ug_L	HeptachlorEpoxide_uf_ug_L	Hexachlorobenzene_uf_ug_L	Hexachlorobutadiene_uf_ug_L	Hexachlorocyclopentadiene_uf_ug_L	Hexachloroethane_uf_ug_L	HydrogenCarbonate_uf_mg_L	Indeno_123cd_pyrene_uf_ug_L	Iodine_131_uf_pCi_L	Iron_59_uf_pCi_L	Iron_f_mg_L	Iron_uf_ug_L	Isophorone_uf_ug_L	Kjeldahl_N_calc_mg_kg	Kjeldahl_N_uf_mg_L	Lanthanum_140_uf_pCi_L	Lead_214_uf_pCi_L	Lead_cmpdsInorg_calc_mg_kg	Lead_cmpdsInorg_f_mg_L	Lead_cmpdsInorg_susp_mg_L	Lead_cmpdsInorg_uf_mg_L	Magnesium_f_mg_L	Magnesium_uf_mg_L	Malathion_uf_ug_L	Manganese_54_uf_pCi_L	Manganese_f_ug_L	Manganese_uf_ug_L	Mercury_elemental_calc_mg_kg	Mercury_elemental_f_mg_L	Mercury_elemental_susp_mg_kg	Mercury_elemental_uf_mg_L	Mercury_elemental_uf_ng_g	Merphos_uf_ug_L	Methoxychlor_uf_ug_L	MethylAzinphos_uf_ug_L	Methylmercury_uf_ng_g	Methylmercury_uf_ng_L	MethylParathion_uf_ug_L	Mevinphos_uf_ug_L	Molybdenum_f_mg_L	Molybdenum_uf_ug_L	Monocrotophos_uf_ug_L	N_nitrosodi_N_propylamine_uf_ug_L	N_nitrosodiphenylamine_uf_ug_L	Naled_uf_ug_L	Naphthalene_uf_ug_L	NH3_N_uf_mg_L	Nickel_calc_mg_kg	Nickel_f_mg_L	Nickel_uf_ug_L	Niobium_95_uf_pCi_L	Nitrobenzene_uf_ug_L	Nitrogen_uf_mg_L	NO2_N_uf_mg_L	NO2NO3_calc_mg_kg	NO3_N_uf_mg_L	NO3NO2_uf_mg_L	p_BromodiphenylEther_uf_ug_L	p_Chloroaniline_uf_ug_L	p_Nitrophenol_uf_ug_L	p_p_primeDichlorodiphenyldichloroethane_uf_ug_L	p_p_primeDichlorodiphenyldichloroethylene_uf_ug_L	p_p_primeDichlorodiphenyltrichloroethane_uf_ug_L	ParachlorometaCresol_uf_ug_L	Parathion_uf_ug_L	Pentachlorophenol_uf_ug_L	Perchlorate_uf_ug_L	pH_SU	Phenanthrene_uf_ug_L	Phenol_uf_ug_L	PheophytinA_uf_ug_L	Phorate_uf_ug_L	Phosphorus_calc_mg_kg	Phosphorus_uf_mg_L	Potassium_40_uf_pCi_L	Potassium_f_mg_L	Potassium_uf_mg_L	Pyrene_uf_ug_L	Radium_226_228_calc_pCi_L	Radium_226_228_uf_pCi_L	Radium_226_uf_pCi_L	Radium_228_f_pCi_L	Radium_228_uf_pCi_L	RedoxPotential_uf_mV	Ronnel_uf_ug_L	Selenium_cmpds_calc_mg_kg	Selenium_cmpds_f_mg_L	Selenium_cmpds_uf_mg_L	Silica_uf_mg_L	Silicon_uf_ug_L	Silver_calc_mg_kg	Silver_f_mg_L	Silver_uf_mg_L	Sodium_f_mg_L	Sodium_uf_mg_L	SolidsInSediment_calc_%	SpecCond_umhos_cm	StreamWidth_ft	Strontium_f_mg_L	Sulfate_uf_mg_L	TDS_calc_mg_L	TDS_f_mg_L	Temp_degC	Temp_degF	Tetrachlorovinphos_uf_ug_L	Tetraethyldithiopyrophosphate_uf_ug_L	Tetraethylpyrophosphate_uf_ug_L	Thallium_208_uf_pCi_L	Thallium_f_mg_L	Thallium_uf_mg_L	Tokuthion_uf_ug_L	Toxaphene_uf_ug_L	Trichloronate_uf_ug_L	TSS_coarse_susp_mg_L	TSS_fine_susp_mg_L	TSS_susp_mg_L	Turbidity_NTU	Uranium_natural_f_ug_L	Uranium_Natural_uf_pCi_L	Uranium_Natural_uf_ug_L	Vanadium_f_mg_L	Vanadium_uf_mg_L	Velocity_ft_sec	Zinc_65_uf_pCi_L	Zinc_calc_mg_kg	Zinc_f_mg_L	Zinc_uf_mg_L	Zirconium_95_uf_pCi_L
SRCOO001.92	2	2008	SRCOO001.92_4/20/2008	4/20/2008	4/20/2008	34.4390643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	300	NA	280	NA	NA	NA	NA	66	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.443	NA	NA	NA	NA	0.815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	103.7	9.05	8.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.188	0.029	NA	NA	NA	0.27	NA	310	NA	NA	NA	NA	NA	NA	NA	310	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.084	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0938	8.475	NA	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	554.9	10.7	NA	29	NA	345.75	21.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRCOO001.92	2	2008	SRCOO001.92_3/21/2008	3/21/2008	4/20/2008	34.4390643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	290	NA	260	NA	NA	NA	NA	63	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.43	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91	8.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	0.06	NA	NA	NA	0.25	NA	290	NA	NA	NA	NA	NA	NA	NA	290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	8.445	NA	NA	NA	NA	NA	0.005	NA	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	542.15	10.9	NA	30	NA	339.15	17.955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRDEV000.38	2	2011	SRDEV000.38_6/1/2011	6/1/2011	6/1/2011	60.706368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	220	NA	NA	NA	NA	NA	43	NA	NA	NA	NA	7.95	NA	NA	NA	NA	NA	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.6	9.14	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	0.25	NA	NA	NA	NA	NA	215	NA	NA	NA	NA	NA	NA	NA	210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.32	NA	NA	NA	NA	NA	0.255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.65	NA	416	2.2	NA	9.75	NA	247.3333333	22.755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRDEV000.38	2	2011	SRDEV000.38_3/23/2011	3/23/2011	6/1/2011	60.706368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	180	NA	NA	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.2	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.3	9.55	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	0.11	NA	NA	NA	NA	NA	190	NA	NA	NA	NA	NA	NA	NA	180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.7	NA	353.5	5.5	NA	9.9	NA	246	14.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRDEV000.38	2	2016	SRDEV000.38_5/17/2016	5/17/2016	5/17/2016	47.96423264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	220	NA	NA	NA	NA	NA	NA	NA	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.1	NA	NA	213.605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99	8.31	12.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.445	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5	NA	426.1	4.6	NA	11	NA	260.73	22.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68	0.41	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA
SRDEV000.38	2	2013	SRDEV000.38_5/6/2013	5/6/2013	5/6/2013	53.75469098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.5	9	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26	0.09	NA	NA	NA	NA	NA	210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.465	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.1	NA	404	9	NA	12	NA	259.5	17.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRDEV000.38	2	2013	SRDEV000.38_3/20/2013	3/20/2013	5/6/2013	53.75469098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.48	NA	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	102.2	10.89	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	0.25	NA	NA	NA	NA	NA	140	NA	NA	NA	NA	NA	NA	NA	130	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7	NA	263	10.1	NA	9.4	NA	163	16.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	2.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRDEV000.38	2	2016	SRDEV000.38_2/9/2016	2/9/2016	5/17/2016	47.96423264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.82	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	106	10.95	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	0.12	NA	116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.315	NA	NA	NA	NA	NA	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.9	NA	246.75	9.9	NA	9.7	NA	143.845	16.435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA
SRPNL005.12	2	2008	SRPNL005.12_6/17/2008	6/17/2008	4/23/2008	34.56147666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1100	NA	48	NA	NA	NA	NA	350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9	8.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	1.53	NA	NA	NA	0.88	NA	1200	NA	NA	NA	NA	NA	NA	NA	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69	NA	NA	NA	NA	430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.64	NA	NA	NA	NA	NA	0.026	NA	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71	NA	NA	2000.5	29.3	NA	1100	NA	1541.5	27.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRPNL005.12	2	2008	SRPNL005.12_9/30/2008	9/30/2008	4/23/2008	34.56147666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.412	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.1	7.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.428	0.303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1920	4.8	NA	NA	NA	1230	24.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
