	COMID	W___IMPERV	SLOPE	SLOPEGRADW	AWS050WTA	SLOPELENKM	RunOffV	MINELEVSMO	W___AGRIC	TempV	HYDCLPRS	W___CANAL_	DivDASqKM	W_RD_CROSS	ST_ORDER	ROCKTYPE1	HYDGRPDCD	DRCLASSDCD	HGroup	KGroup	Temp	HGroup2	KGroup2
8955	163864413	2.950951444	0.01135922	2.5	6.02	0.103	19	17915	3.535104987	1683	75	0	10.9728	1.731554389	2	Alluvium	B	3	2	4	16.83	5	1
8956	22524955	49.33994649	0.00167971	4.3	6.15	4.4710002	18.1807	3772	0	1871.819946	43	0	35.6562	0.420684201	1	Alluvium	NA	3	2	1	18.71819946	5	1
8957	17589836	0	0.0264869	23.200001	4.25	0.649	37.0503	1271	0	1453.839965	45	0	2.1726	0	1	Rock	D	NA	4	3	14.53839965	1	2
8958	17563770	0.267340635	0.03632454	20.799999	7.01	2.1630001	41.497501	23475	0	1700.359985	35	0	3.2049	1.56011108	2	Rock	D	3	4	2	17.00359985	4	2
8959	22534696	1.781561868	0.00797271	0	0	4.2519999	13.5409	44892	0	1755.45996	100	0	25.7922	0.387714115	1	Alluvium	NA	NA	1	1	17.5545996	1	3
8960	948070392	5.777713201	0.00685024	9.1	5.13	1.6160001	15	9658	0	1727.300048	74	0.06876655	23.2281	1.205436519	2	Alluvium	D	4	1	1	17.27300048	1	1
8961	17591320	0	NA	23.200001	4.25	NA	19.6553	NA	0	1469.869995	45	0	1.3707	0	0	Water	D	NA	1	5	14.69869995	1	4
8962	22555516	0.614254482	0.06924581	4.3	4.51	0.358	233	59648	0	1759	35	0	0.9972	0.388670262	2	Alluvium	A	4	6	6	17.59	6	5
8963	22532986	5.865300262	0.00341222	46	4.24	1.521	14.962699	39787	9.933086468	1788.140014	75	0.094423052	1759.4199	0.794580077	5	Rock	D	3	4	2	17.88140014	4	2
8964	20362841	0.24680698	NA	NA	NA	NA	13.1336	NA	0.071955388	1625.510009	NA	0	0.8217	0.399752154	0	Water	NA	NA	1	5	16.25510009	1	4
8965	20348893	2.936225823	0.03008854	3.6	5.59	1.807	21.054899	7246	0	1814.089965	61	0	1.7217	0.580821281	1	Alluvium	B	3	2	1	18.14089965	5	1
8966	22535226	0.111233836	0.00001	2.6	6.31	0.307	17.7945	53041	0	1747.560058	63	0	66.816	0.314295977	3	Alluvium	B	3	2	4	17.47560058	5	1
8967	20350951	0.064461985	0.01724696	16	5.92	0.247	18	10424	0	1772	43	0	0.0972	0.050404242	2	Rock	D	2	1	2	17.72	1	2
8968	17574591	0.021169355	0.12934965	43.700001	7.59	2.4909999	103.736999	20949	0	1701.390014	42	0	1.7856	0	1	Rock	B	3	5	2	17.01390014	2	2
8969	20341613	2.842066601	0.00475141	3.6	5.59	1.77	17.0925	5947	42.06660137	1745.410034	61	0.469022251	3.6756	1.904450974	2	Alluvium	B	3	2	4	17.45410034	5	1
8970	17564074	29.87151703	0.03133757	2.5	6.02	1.099	19	13022	0	1672.5	75	0	12.2094	3.521876587	3	Rock	B	3	5	2	16.725	2	2
8971	20331298	0.666575902	0.02806178	16.5	3.43	3.302	18	16514	0	1770.640014	57	0	6.6105	0	1	Rock	D	3	4	2	17.70640014	4	2
8972	22560362	0	0.04131236	6.1	6.18	3.3069999	18.372999	52568	2.728085868	1751.569946	78	0	2.0124	0	1	Alluvium	B	3	2	1	17.51569946	5	1
8973	948070240	8.711086032	0.00082582	4.3	4.51	1.332	12.006699	22055	1.048018476	1863.48999	35	0.092397306	2063.0934	0.883139852	6	Alluvium	A	4	6	6	18.6348999	6	5
8974	17572965	1.670062971	0.00048442	2.5	6.02	0.289	54	7979	2.012924075	1663	75	0.024351558	3765.2985	0.580830444	6	Alluvium	B	3	2	4	16.63	5	1
8975	17594733	0.042823354	0.04744997	45.5	6.45	2.349	84.205497	3181	0	1438.339965	65	0	7.2297	0.276636652	1	Rock	D	3	4	3	14.38339965	4	2
8976	20333560	0.172670807	0.09957755	46	4.24	1.515	15.9565	15287	0	1761.829956	75	0	1.449	0.690131125	1	Rock	D	3	4	2	17.61829956	4	2
8977	20362621	0	0.21001235	23.5	5.89	1.619	15	1827	0	1689.109985	50	0	1.1034	0	1	Water	D	3	1	5	16.89109985	1	4
8978	22561224	0.019204761	0.10733923	46	4.24	3.4990001	70.235603	40038	0	1761.689941	75	0	3.3273	0.300543985	1	Rock	D	3	4	2	17.61689941	4	2
8979	22555340	0.246665812	0.08869215	4.3	4.51	0.497	285.648986	65649	0	1705.170043	35	0	0.1179	0.142486677	1	Alluvium	A	4	6	6	17.05170043	6	5
8980	20326399	0.419883041	0.09735517	0	0	2.9000001	90.922798	48689	0	1604.48999	100	0	3.078	0.32488629	1	Rock	NA	NA	1	3	16.0448999	1	2
8981	20341729	1.541535324	0.00243008	3.6	5.59	1.0369999	17.074499	3217	9.14933534	1711.160034	61	0.04781748	1323.0666	0.813262159	5	Alluvium	B	3	2	4	17.11160034	5	1
8982	22549121	3.716338804	0.00175685	3.6	5.59	2.698	14	201	4.474477613	1651.030029	61	0.035763862	1885.7151	0.996438964	6	Alluvium	B	3	2	4	16.51030029	5	1
8983	20332102	58.49330328	NA	4.5	7.23	NA	13.978099	NA	0	1688.400024	54	0	13.977	0.930099449	0	Alluvium	D	2	1	1	16.88400024	1	3
8984	948070358	1.679625372	0.00333937	2.5	6.02	2.7579999	80.958999	9825	1.718866481	1675.130004	75	0.024658667	3718.404	0.575246799	6	Alluvium	B	3	2	4	16.75130004	5	1
8985	17564104	16.49554789	0.00195183	2.5	6.02	0.789	18.293399	3024	5.901984407	1684.619995	75	0.008960596	194.9751	2.092574898	4	Alluvium	B	3	2	4	16.84619995	5	1
8986	20333724	0	0.03667151	4.5	7.23	0.688	14.3851	7277	0	1724.46997	54	0.493288618	1.2312	0.812215724	1	Rock	D	2	1	2	17.2446997	1	2
8987	17563302	2.130492795	NA	10.7	2.94	NA	19.1553	NA	3.136309381	1604.349975	59	0.022650456	19.1619	0.60472033	0	Water	A	5	1	5	16.04349975	1	4
8988	17563896	11.29600996	0.01034602	2.5	6.02	1.734	20.3803	21091	0	1694.760009	75	0.013939229	182.1861	1.130711948	4	Alluvium	B	3	2	4	16.94760009	5	1
8989	20341487	2.18263726	0.02486268	6.1	6.18	2.7309999	32.2943	12217	23.69779446	1779.650024	78	0.48221785	9.5895	2.502737369	2	Rock	B	3	5	2	17.79650024	2	2
8990	20331954	53.94473197	0.01024517	15.1	7.28	10.7679996	13.381299	366	0	1717.900024	41	0.199216408	18.9549	3.429192452	1	Alluvium	D	3	2	1	17.17900024	4	1
8991	17564162	0.303743316	0.09316321	43.799999	4.3	2.0769999	25.702699	22328	0	1769.300048	69	0	0.8415	0	1	Rock	D	3	4	2	17.69300048	4	2
8992	20332714	0.77873705	0.06581556	0	0	4.0339999	31.8113	21226	0	1722.619995	100	0	3.6486	2.466699556	1	Rock	NA	NA	1	2	17.22619995	1	2
8993	948070517	1.519427588	0.04014018	4.3	4.51	0.214	134.216995	46825	0	1789.47998	35	0.116751059	2.4453	0.402540028	3	Alluvium	A	4	6	6	17.8947998	6	5
8994	20350705	0.099841083	0.0129613	37.299999	7.58	1.783	21.229999	12647	0.573481655	1798.22998	45	0	13.0257	0.153542612	2	Rock	C	3	5	2	17.9822998	2	2
8995	20348433	37.2093617	0.0402216	3.6	5.59	1.8049999	21	14405	0	1799.040039	61	0	1.0575	10.40189125	1	Alluvium	B	3	2	4	17.99040039	5	1
8996	22549069	14.5427303	0.02147143	6.1	6.18	2.4330001	40.287498	30624	0	1772.369995	78	1.501233359	1.6218	9.248982612	1	Alluvium	B	3	2	4	17.72369995	5	1
8997	17587668	0.112100747	0.00103368	0	0	0.861	125.210998	15705	0.402923233	1617.98999	100	0	55.1718	0.271878025	3	Water	NA	NA	1	5	16.1798999	1	4
8998	20364723	7.459659834	0.04501638	33.5	5.68	2.4419999	78.712196	23748	0	1796.21997	52	0	2.0637	6.299365218	1	Rock	D	3	4	2	17.9621997	4	2
8999	22525729	45.67306211	0.00742174	1.5	6.64	5.527	16.8206	2668	0.03267745	1840.650024	46	0	38.5587	1.893217354	2	Alluvium	B	NA	2	4	18.40650024	5	1
9000	20332792	0.400116482	0.20820473	46	4.24	1.944	31.700599	17169	0.174723355	1716.390014	75	0	1.5453	0	1	Rock	D	3	4	2	17.16390014	4	2
9001	20350771	0.141576022	0.01248331	37.299999	7.58	0.749	23.5533	11080	0.017510433	1782.530029	45	0	215.8713	0.38448835	3	Rock	C	3	5	2	17.82530029	2	2
9002	20348243	0.028774143	0.12204903	46	4.24	2.2839999	177.319	90445	0	1582.75	75	0	2.2833	0	1	Rock	D	3	4	3	15.8275	4	2
9003	20332696	0.538955405	0.03635404	9.1	5.13	2.655	52.0718	39487	0	1695.70996	74	0	5.1867	1.156804905	1	Rock	D	4	1	2	16.9570996	1	2
9004	20341577	5.948866586	0.01192524	17.1	5.63	1.9529999	19.086099	7348	27.95033743	1767.630004	34	0.119629497	20.8044	1.730403184	2	Rock	B	3	5	2	17.67630004	2	2
9005	20366435	52.64853556	NA	2.2	3.84	NA	15	NA	0	1699.630004	46	2.341796297	0.2151	9.29800093	0	Alluvium	A	4	6	1	16.99630004	6	3
9006	17562570	12.06325515	0.02025553	20.799999	7.01	0.587	19.968599	6151	22.81449893	1649.079956	35	0	1.2663	4.738213693	1	Alluvium	D	3	2	1	16.49079956	4	1
9007	22532876	0.415715016	0.04694784	5.9	5.36	3.5090001	18.058	53903	0.545423555	1754.25	51	0	5.2803	1.136299074	1	Alluvium	B	3	2	1	17.5425	5	1
9008	17595197	0	0.12631505	47	5.95	2.152	160.960998	10766	0	1495.670043	49	0	2.6784	0	1	Rock	D	3	4	3	14.95670043	4	2
9009	22554956	0.342220375	0.03704545	52.099998	3.2	0.22	298.545013	64660	0.050716011	1765.130004	73	0.052864573	0.0693	0.344367979	4	Alluvium	C	4	3	1	17.65130004	3	5
9010	20342713	28.25812888	0.00001	0	0	0.706	14	395	1.639141179	1640.260009	0	0.103904311	138.0357	1.528590068	3	Water	NA	NA	1	5	16.40260009	1	4
9011	17574925	0.023957685	0.10151485	43.700001	7.59	3.03	85.643096	32746	0	1757.98999	42	0	2.8926	0	1	Rock	B	3	5	2	17.5798999	2	2
9012	20341535	22.54244482	0.01718285	17.1	5.63	4.0359998	45.4472	15041	2.682512733	1773.97998	34	0	5.301	2.829654782	1	Rock	B	3	5	2	17.7397998	2	2
9013	17590954	0	NA	NA	NA	NA	40.620098	NA	0	1474.449951	NA	0	0.1611	0	0	Water	NA	NA	1	5	14.74449951	1	4
9014	20333590	0.057709648	0.15197163	46	4.24	1.41	41.985599	37213	0	1677.95996	75	0	0.9981	1.001903617	1	Rock	D	3	4	2	16.7795996	4	2
9015	22534726	18.21270084	0.01478599	5.9	5.36	0.257	14	51277	0	1771.439941	51	0	2.3526	7.651109411	1	Alluvium	B	3	2	1	17.71439941	5	1
9016	20365045	1.82917778	0.02805875	43.799999	4.3	1.7359999	139.059005	16898	0.14496115	1820.650024	69	0	15.5214	1.481825093	2	Rock	D	3	4	2	18.20650024	4	2
9017	20328648	3.387377277	0.02096099	16	5.92	1.7690001	14	2192	2.483378449	1720.380004	43	0.045740292	10.6326	0.684084571	1	Rock	D	2	1	2	17.20380004	1	2
9018	17590256	0	0.14548314	23.200001	4.25	2.2249999	94.652496	1302	0	1477.349975	45	0	1.1187	0	1	Rock	D	NA	4	3	14.77349975	1	2
9019	22563320	2.471046583	0.00001489	0	0	1.3430001	15.424699	42445	2.942990078	1783.630004	100	0.119451339	80.2755	1.980679037	4	Water	NA	NA	1	5	17.83630004	1	4
9020	20329960	4.656233997	0.00328384	6.1	6.18	1.684	50.495998	41416	0.117480495	1685.47998	78	0.12918074	29.8773	1.405749516	2	Alluvium	B	3	2	4	16.8547998	5	1
9021	20364991	0.037949401	0.18451919	43.799999	4.3	2.4230001	114.457	15113	0	1794.030029	69	0	2.7036	0.369877201	1	Rock	D	3	4	2	17.94030029	4	2
9022	22532728	0	0.03841945	37.799999	6.5	0.987	18.902399	55888	0	1752.800048	39	0	1.4292	0	2	Rock	B	NA	5	2	17.52800048	2	2
9023	17595427	11.1338142	0.00005952	1	7.17	0.168	42.599998	107	9.142942253	1522.5	100	0.11888416	42.2982	1.962258441	3	Alluvium	C	1	2	1	15.225	2	3
9024	948070218	0.515896141	0.00453333	16.5	3.43	0.15	16	14988	0.086487586	1756.339965	57	7.05E-05	194.5944	1.145973368	5	Water	D	3	1	5	17.56339965	1	4
9025	17574677	0.175614746	0.00871788	2.5	6.02	3.892	79.598503	19699	0.177577316	1689.609985	75	0.018550862	1122.6096	0.351858741	5	Rock	B	3	5	4	16.89609985	2	2
9026	20362465	0.910855893	NA	26.1	3.92	NA	15.4054	NA	3.472791906	1551.47998	59	0	0.7038	0.303831313	0	Alluvium	D	NA	2	1	15.5147998	4	3
9027	20333070	37.31296564	0.00431855	6.1	6.18	0.609	16	12587	0	1824	78	0	31.7709	1.668193221	2	Alluvium	B	3	2	4	18.24	5	1
9028	22601085	0.271727173	0.08080867	39.599998	3.24	1.521	228.339996	131919	0.330033003	1300.339965	47	0	0.8181	2.444688913	1	Rock	C	4	3	3	13.00339965	3	2
9029	20355522	27.5477114	0.02261694	4.3	6.15	0.791	15.1499	4551	0	1757.140014	43	0	3.4803	4.022641726	2	Rock	NA	3	5	2	17.57140014	2	2
9030	20333108	3.341794749	0.01252707	3.6	5.59	0.277	18	16997	0	1792.050048	61	0	20.6703	1.741629294	2	Rock	B	3	5	2	17.92050048	2	2
9031	17591278	0	0.1299871	23.200001	4.25	1.551	98.032096	10296	0	1454.079956	45	0	0.7569	0	1	Rock	D	NA	4	3	14.54079956	1	2
9032	22555230	0.39829482	0.03152941	4.3	4.51	0.17	217	52495	0.048719423	1792	35	0.050783401	0.3357	0.368403048	4	Alluvium	A	4	6	6	17.92	6	5
9033	20366125	18.44939074	0.0665593	31.200001	7.4	4.0050001	17.9248	538	0	1729.770019	38	0	5.5395	0.722086831	1	Water	D	3	1	5	17.29770019	1	4
9034	20341949	30.85265819	0.00918254	16	5.92	1.627	14.2952	1527	0	1696.349975	43	0	12.8151	0.858362401	2	Rock	D	2	1	2	16.96349975	1	2
9035	20330908	2.495327274	0.00379979	6.1	6.18	1.9579999	33.233501	39745	1.813651428	1697.339965	78	0.084780287	147.7296	0.954446502	3	Rock	B	3	5	2	16.97339965	2	2
9036	17574149	0.467783877	0.04051087	52.900002	4.31	2.1140001	78.418701	44256	0	1710.310058	85	0	3.1149	5.136601496	2	Rock	C	4	3	2	17.10310058	3	2
9037	24858043	2.625016755	0.0125098	2.5	6.02	0.255	57.702098	35433	0.214996113	1744.98999	75	0.01510031	167.8635	0.941240949	4	Alluvium	B	3	2	4	17.4498999	5	1
9038	22558176	1.693454001	0.02600902	4.3	4.51	1.551	221.035995	54271	0.051034295	1785.040039	35	0	0.6192	0.837070448	4	Alluvium	A	4	6	6	17.85040039	6	5
9039	22561132	0.050544864	0.01806499	37.299999	7.58	1.354	23.5165	25869	0	1793.280029	45	0	15.5268	0.901666795	2	Rock	C	3	5	2	17.93280029	2	2
9040	20330014	4.408430542	0.0117647	6.1	6.18	0.153	36.344299	40266	0.191515292	1685.660034	78	0	46.5237	1.934497901	3	Rock	B	3	5	2	16.85660034	2	2
9041	22550593	0.23875504	0.00001	0	0	0.549	25	44485	4.797216969	1793.290039	100	0	379.2699	0.703984155	4	Alluvium	NA	NA	1	1	17.93290039	1	5
9042	22561354	3.75767148	0.02590843	21.4	6.84	2.7739999	48.5512	37400	0	1787.5	26	0	11.9664	0.417836609	1	Alluvium	C	3	2	1	17.875	2	1
9043	20341747	1.832284059	0.06584635	17.1	5.63	2.2390001	22.095199	15696	36.66582725	1749.150024	34	0	3.5739	1.678838244	1	Rock	B	3	5	2	17.49150024	2	2
9044	20366477	66.20185615	NA	1.5	6.64	NA	15	NA	0	1762.640014	46	0	0.3879	7.73395205	0	Water	B	NA	1	5	17.62640014	1	4
9045	22547555	0	0.04311386	22	5.2	1.853	21.260499	60904	0	1701.180053	44	0	1.1574	0	1	Rock	B	3	5	2	17.01180053	2	2
9046	22548553	3.586056363	0.00415865	3.6	5.59	1.248	17.075599	2476	4.624481324	1720.189941	61	0.03696282	1824.5484	1.018334181	6	Alluvium	B	3	2	4	17.20189941	5	1
9047	22514600	0.351169351	0.0209171	1.5	6.64	1.1339999	93.904296	39645	0.015909536	1776.72998	46	0	294.1632	0.333148402	4	Alluvium	B	NA	2	4	17.7672998	5	1
9048	948070569	3.070800673	0.00673525	2.5	6.02	0.729	58.044101	34942	0.247399558	1750.48999	75	0.009021844	786.501	0.967576646	5	Alluvium	B	3	2	4	17.5048999	5	1
9049	20362517	0.02173913	0.23161486	43.099998	5.44	1.48	17.141	1131	0	1686.890014	49	0	1.6146	0	1	Water	D	3	1	5	16.86890014	1	4
9050	20344435	0.049493892	0.06088607	43.900002	4.08	2.6860001	93.086402	31597	0	1640.189941	50	0.204838451	12.8925	0.620515804	2	Rock	C	4	3	3	16.40189941	3	2
9051	20342733	24.13877372	0.00001	6.1	6.18	1.277	18.9113	15048	2.932558451	1745.599975	78	0.178273078	74.0241	1.864257721	3	Rock	B	3	5	2	17.45599975	2	2
9052	22514998	8.720221209	0.01212367	4.3	6.15	6.145	37.020599	9821	0	1896.160034	43	0.057910822	50.1246	1.037414762	3	Alluvium	NA	3	2	4	18.96160034	5	1
9053	22548373	0.606052115	0.09031456	31.5	6.38	1.2079999	65.873001	18161	37.70430559	1789.599975	45	0	9.6363	2.386808215	3	Rock	C	3	5	2	17.89599975	2	2
9054	948070243	0.502346378	0.0114392	46	4.24	1.612	17	43168	0.682456845	1791.689941	75	0.299873529	65.0151	0.892100451	2	Rock	D	3	4	2	17.91689941	4	2
9055	17586996	8.874249221	0.0266097	43.700001	7.59	5.1500001	56.395599	3435	0.615829088	1599.109985	42	0	11.8377	1.858469128	2	Alluvium	B	3	5	1	15.99109985	5	1
9056	17563974	1.812035398	0.03954528	43.799999	4.3	2.7490001	19.8446	20976	0.424778761	1709.699951	69	0	2.5425	0	1	Rock	D	3	4	2	17.09699951	4	2
9057	20329958	8.476756093	0.00307407	6.1	6.18	1.08	38.9374	41969	0.266229777	1680.880004	78	0.16160664	13.1841	2.351317117	2	Alluvium	B	3	2	4	16.80880004	5	1
9058	20342631	14.02027093	0.00010022	16	5.92	0.898	14	1685	3.671280549	1705.790039	43	0.184807761	183.0996	1.245223911	3	Rock	D	2	1	2	17.05790039	1	2
9059	17586888	0.222647702	0.19447761	43.700001	7.59	0.201	47	10869	21.99124726	1510	42	0	1.6452	2.431315342	2	Alluvium	B	3	5	1	15.1	5	1
9060	20348235	0.994765265	0.0238364	3.6	5.59	0.868	24.6791	28801	0	1746.640014	61	0	43.4979	0.896595008	3	Alluvium	B	3	2	4	17.46640014	5	1
9061	20362651	0.057582859	NA	43.099998	5.44	NA	15.807399	NA	0	1720.949951	49	0	4.122	0	0	Rock	D	3	4	2	17.20949951	4	2
9062	17563960	2.365435477	0.01741659	2.5	6.02	1.169	21.1744	7729	19.9498404	1648.079956	75	0	19.737	1.722652885	3	Alluvium	B	3	2	4	16.48079956	5	1
9063	17564016	16.93329829	0.00331355	43.799999	4.3	2.191	19.005399	5476	4.412835548	1661.430053	69	0.010628114	164.3841	2.329909036	4	Alluvium	D	3	2	1	16.61430053	4	1
9064	948070549	3.926197391	0.00895067	17.1	5.63	2.0680001	16.293699	45182	2.074401881	1761.949951	34	0.198664382	39.0474	2.17684148	3	Rock	B	3	5	2	17.61949951	2	2
9065	17564004	16.74020483	0.02429824	2.5	6.02	0.228	19	4922	4.944900453	1650.689941	75	0.010496569	166.4442	2.319095529	4	Alluvium	B	3	2	4	16.50689941	5	1
9066	20333476	0.067363531	0.00001	46	4.24	4.5679998	18	24306	0	1775.97998	75	0	2.3247	0.430163032	1	Rock	D	3	4	2	17.7597998	4	2
9067	17574995	0.040828402	0.04299709	43.700001	7.59	2.062	70.914199	23053	0	1724.109985	42	0	1.521	0	1	Rock	B	3	5	2	17.24109985	2	2
9068	22556040	2.349588613	0.00948818	5.9	5.36	0.254	17	35075	0.654507702	1841	51	0.060384098	170.0253	0.750914541	3	Alluvium	B	3	2	4	18.41	5	1
9069	22556402	0.786067038	0.02576202	43.900002	4.08	1.227	18.2887	50371	0	1767.98999	50	0	8.5653	1.401001716	2	Alluvium	C	4	3	1	17.6798999	3	3
9070	20333576	0.108121451	0.02986595	46	4.24	0.373	18.033	17150	0	1788.75	75	0	7.2918	0.137140349	2	Rock	D	3	4	2	17.8875	4	2
9071	17591234	0.063688839	0.00938925	23.200001	4.25	1.228	104.348999	6048	0	1486.640014	45	0	23.2317	0.344357064	2	Rock	D	NA	4	3	14.86640014	1	2
9072	22561186	5.328664799	0.03930123	37.299999	7.58	1.7029999	22	24356	0	1794.46997	45	0	0.9639	1.037452018	1	Rock	C	3	5	2	17.9446997	2	2
9073	948070555	1.478809699	0.01244941	1.5	6.64	0.939	18.1434	7122	0.006450625	1828.189941	46	0.051697845	223.2342	0.730174857	4	Alluvium	B	NA	2	4	18.28189941	5	1
9074	20333346	0.233618234	0.03611764	43.900002	4.08	0.085	20	32682	0.124069479	1717	50	0	19.5858	2.042295949	2	Rock	C	4	3	2	17.17	3	2
9075	17586606	0.210995542	0.01425328	13.4	6.05	0.837	168.307006	23636	5.463481541	1617	89	0	31.4964	0.825491167	3	Alluvium	B	3	2	4	16.17	5	1
9076	22555946	2.312816144	0.01777973	4.3	4.51	1.135	18.225599	42004	0.062929746	1812.73999	35	0.037768483	602.1	0.729114765	4	Alluvium	A	4	6	6	18.1273999	6	5
9077	22548501	7.545582048	0.06983359	43.900002	4.08	1.262	41.148998	11536	0.38569425	1790.96997	50	0	2.5668	0.389590151	1	Rock	C	4	3	2	17.9096997	3	2
9078	20341737	3.532999878	0.0218947	46	4.24	3.552	18.325199	9321	25.72892522	1752.410034	75	0.261160996	7.3773	1.897713256	1	Rock	D	3	4	2	17.52410034	4	2
9079	20364791	3.596880131	0.06637868	33.5	5.68	1.3890001	86.621498	24137	0	1779.260009	52	0	1.0962	3.648969166	1	Rock	D	3	4	2	17.79260009	4	2
9080	17574369	0.350760827	0.20058396	43.700001	7.59	2.6199999	143.188003	17017	3.901677721	1645.449951	42	0	2.3067	0.433519747	1	Rock	B	3	5	3	16.45449951	2	2
9081	20366353	52.44948962	NA	2.2	3.84	NA	15.1834	NA	0	1730.20996	46	0	2.5569	0.391098596	0	Water	A	4	1	5	17.3020996	1	4
9082	22563380	24.6047866	0.00368197	4.5	6.88	1.176	16	16251	0	1857.420043	67	0.290747366	19.7802	1.263890153	1	Alluvium	C	3	2	1	18.57420043	2	1
9083	20325199	0.269595041	0.0492389	8.3	4.55	3.8759999	65.326896	94593	0	1396.47998	98	0	57.2058	0.244730429	3	Rock	A	5	1	3	13.9647998	1	2
9084	22560642	23.82798724	0.0279304	17.1	5.63	3.276	14.392	36136	0	1782.560058	34	0	9.5958	2.18845745	2	Rock	B	3	5	2	17.82560058	2	2
9085	22555280	0.470860815	0.0292144	4.3	4.51	1.8329999	213.585006	50532	0.04870624	1792.819946	35	0.050769659	0.3033	0.368303362	4	Alluvium	A	4	6	6	17.92819946	6	5
9086	22548245	0.389963272	0.00546938	6.1	6.18	0.245	25	32377	3.135138725	1755	78	0	840.2499	0.639095583	5	Alluvium	B	3	2	4	17.55	5	1
9087	20331284	1.616658304	0.0223752	16.5	3.43	1.823	18	20245	0	1765.920043	57	0	1.7937	1.115013659	1	Rock	D	3	4	2	17.65920043	4	2
9088	163864416	9.494033192	0.00818003	20.799999	7.01	1.022	20.904199	10820	3.960070657	1652.46997	35	0.035764138	350.5392	1.329380566	5	Alluvium	D	3	2	1	16.5246997	4	1
9089	17563622	3.009461857	0.08591123	43.700001	7.59	2.118	78.717903	35341	0	1751.089965	42	0	1.5219	1.971220185	1	Rock	B	3	5	2	17.51089965	2	2
9090	20364667	0.090894569	0.06179892	47.700001	4.81	3.9189999	68.299003	34248	0	1819.849975	46	0	5.634	3.194888179	1	Rock	D	NA	4	2	18.19849975	4	2
9091	22532732	0	0.04244483	37.799999	6.5	2.266	18.680299	54883	0	1748.430053	39	0	1.1205	0.892458724	1	Rock	B	NA	5	2	17.48430053	2	2
9092	22556006	2.61505082	0.00950836	4.3	4.51	0.956	18	35684	0.061688028	1837.869995	35	0.047674938	617.3946	0.763378315	4	Alluvium	A	4	6	6	18.37869995	6	5
9093	20329192	11.70214528	0.00086538	16	5.92	0.104	14	1774	1.230380945	1724	43	0.146375472	22.8222	1.139241616	3	Rock	D	2	1	2	17.24	1	2
9094	20359146	51.12040107	0.00001	1.5	6.64	1.403	15	44	0	1717.430053	46	0	11.3994	0	1	Alluvium	B	NA	2	4	17.17430053	5	1
9095	20362839	0.274480985	NA	23.5	5.89	NA	13.858099	NA	0.238838876	1637.880004	50	0	1.9719	0.204135791	0	Water	D	3	1	5	16.37880004	1	4
9096	20366343	67.66846986	NA	2.2	3.84	NA	15	NA	0	1701.569946	46	0	1.1646	0.858663919	0	Water	A	4	1	5	17.01569946	1	4
9097	17586768	0.115351258	0.12023157	13.4	6.05	1.425	300.643005	47823	0	1625.550048	89	0	1.0377	3.854678616	1	Rock	B	3	5	3	16.25550048	2	2
9098	22560646	23.77537339	0.00853035	4.5	6.88	0.313	16	16684	0	1857.369995	67	0.314982284	18.2583	1.369240291	1	Alluvium	C	3	2	1	18.57369995	2	1
9099	20366451	75.76923077	NA	1.5	6.64	NA	15	NA	0	1765	46	0	0.0234	0	0	Alluvium	B	NA	2	1	17.65	5	1
9100	22514724	6.262704565	0.03369289	1.5	6.64	0.788	155.766006	49250	0	1757.020019	46	0	1.0449	0.957029381	1	Alluvium	B	NA	2	1	17.57020019	5	1
9101	17596217	26.79883965	0.00073613	10.6	5.88	1.046	39.865798	218	3.581074322	1515.880004	45	0	8.9973	2.111744635	2	Alluvium	D	2	1	1	15.15880004	1	1
9102	20348309	0.106214111	0.02798581	37.299999	7.58	0.705	28.6546	25495	0	1768.70996	45	0	24.6069	0.284473054	3	Rock	C	3	5	2	17.6870996	2	2
9103	22525705	26.71849057	0.03552502	1.5	6.64	2.0380001	18.224899	10621	0	1844.95996	46	0	1.1925	6.708595388	1	Alluvium	B	NA	2	1	18.4495996	5	1
9104	22563132	3.391979301	0.04173797	37.299999	7.58	4.908	53.0065	11932	0	1816.98999	45	0.401414814	4.1742	0.479133726	1	Rock	C	3	5	2	18.1698999	2	2
9105	22535368	0.11877193	0.04033432	2.6	6.31	3.7090001	21.112699	67449	1.131578947	1682.310058	63	0	10.26	0.097465887	2	Alluvium	B	3	2	1	16.82310058	5	1
9106	20341511	0.197883881	0.00001	3.6	5.59	0.228	20.445499	14038	3.879945295	1789.180053	61	0.019798415	0.1818	0.560730657	5	Alluvium	B	3	2	4	17.89180053	5	1
9107	20351615	0.980366913	0.03312956	16	5.92	2.6010001	18.242	8469	0	1784.420043	43	0	2.7963	0	1	Rock	D	2	1	2	17.84420043	1	2
9108	20325411	0.084842214	0.0682552	43.900002	4.08	1.92	69.4263	73527	0	1550.910034	50	0	1.7397	0	1	Rock	C	4	3	3	15.50910034	3	2
9109	22550581	0	0.00001	21.4	6.84	0.167	32.401798	44419	0	1776.520019	26	0	1.9728	0	1	Water	C	3	5	5	17.76520019	2	4
9110	22561028	0.601533742	0.02360406	17.1	5.63	2.5610001	17.050399	59232	0	1766.680053	34	0	2.934	3.067484663	1	Rock	B	3	5	2	17.66680053	2	2
9111	22514972	19.04070632	0.00470689	1.5	6.64	4.0770001	51.988601	15213	0.037569968	1837.020019	46	0.0419218	1087.5708	1.001314121	5	Alluvium	B	NA	2	4	18.37020019	5	1
